claim,fact-check agency,time,orginated,label,poynter_url
"A Swiss-based researcher claims that the European Medicines Agency (EMA) has “linked” Covid-19 vaccines to 18,000 deaths.",AFP,2021/07/29 ,"Belgium, Canada",FALSE,https://www.poynter.org/?ifcn_misinformation=a-swiss-based-researcher-claims-that-the-european-medicines-agency-ema-has-linked-covid-19-vaccines-to-18000-deaths
VAERS database only displays 1% of vaccine responses.,StopFake.org,2021/07/29 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=vaers-database-only-displays-1-of-vaccine-responses
Most Covid-19 patients who die in England have been vaccinated.,AFP,2021/07/29 ,"Australia, United Kingdom",MISLEADING,https://www.poynter.org/?ifcn_misinformation=most-covid-19-patients-who-die-in-england-have-been-vaccinated
Quarantine is introduced on not vaccinated citizens in Ukraine.,StopFake.org,2021/07/29 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=quarantine-is-introduced-on-not-vaccinated-citizens-in-ukraine
Vaccinations of the polish health minister were a fraud.,Demagog,2021/07/29 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccinations-of-the-polish-health-minister-were-a-fraud
The US Supreme Court has annulled universal vaccination.,Doğruluk Payı,2021/07/29 ,"Turkey, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=the-us-supreme-court-has-annulled-universal-vaccination-2
"For the first time in history, it is possible to transmit a disease you don’t have to people who have been vaccinated against it.",Correctiv,2021/07/29 ,Germany,FALSE,https://www.poynter.org/?ifcn_misinformation=for-the-first-time-in-history-it-is-possible-to-transmit-a-disease-you-dont-have-to-people-who-have-been-vaccinated-against-it
The AstraZeneca vaccine was produced in 2018.,VoxCheck,2021/07/29 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-astrazeneca-vaccine-was-produced-in-2018
COVID-19 vaccines will make SARS-CoV-2 more dangerous due to a mechanism called antibody-dependent enhancement. (ADE),Science Feedback,2021/07/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-will-make-sars-cov-2-more-dangerous-due-to-a-mechanism-called-antibody-dependent-enhancement-ade
Vaccination is microchipping. A video collage showcases the process of integrating the microchip into the cell and how it is attracted by the magnet. The second part shows a multi-digit code on a vaccinated woman’s hand after going through a scanner as if a microchip can be detected on a vaccinated person’s arm.,Myth Detector,2021/07/29 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=vaccination-is-microchipping-a-video-collage-showcases-the-process-of-integrating-the-microchip-into-the-cell-and-how-it-is-attracted-by-the-magnet-the-second-part-shows-a-multi-digit-code-on-a-vacc
"I know that demons want to kill us, this is not a cure, this is a disease… today as a half-man, half-demon with one dose, I can not forgive myself because I went alone in front of a gun to the head… After 30 hours, it means 2 days from the vaccine… shaking, sinking, paralysis of the nervous system, eye allergy, and 4 days of the coma I cleaned myself with baking soda… Doctors around me poison me, then they clean me… If the cure is death, let me die of the disease.",Vistinomer,2021/07/28 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=i-know-that-demons-want-to-kill-us-this-is-not-a-cure-this-is-a-disease-today-as-a-half-man-half-demon-with-one-dose-i-can-not-forgive-myself-because-i-went-alone-in-front-of-a-gun-to-the
UK’s chief scientific adviser Patrick Vallance said all vaccines are ‘useless’ because ’60 percent of UK hospital Covid-19 admissions have received two doses of the vaccine.’,AFP,2021/07/28 ,"South Korea, United Kingdom",MISLEADING,https://www.poynter.org/?ifcn_misinformation=uks-chief-scientific-adviser-patrick-vallance-said-all-vaccines-are-useless-because-60-percent-of-uk-hospital-covid-19-admissions-have-received-two-doses-of-the-vaccine
CDC changed the criteria for COVID-19 in vaccinated people.,StopFake.org,2021/07/28 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-changed-the-criteria-for-covid-19-in-vaccinated-people
"Vaccines are more dangerous than a disease caused by a virus. Since the spring of 2021, 10,000 people vaccinated with Pfizer and AstraZeneca in Europe alone have died and the death toll continues to rise.",Myth Detector,2021/07/28 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-are-more-dangerous-than-a-disease-caused-by-a-virus-since-the-spring-of-2021-10000-people-vaccinated-with-pfizer-and-astrazeneca-in-europe-alone-have-died-and-the-death-toll-continues-to-r
Pilots who are vaccinated in Canada are not allowed to fly.,Doğruluk Payı,2021/07/28 ,"Turkey, Canada",FALSE,https://www.poynter.org/?ifcn_misinformation=pilots-who-are-vaccinated-in-canada-are-not-allowed-to-fly
