claim,fact-check agency,time,orginated,label,poynter_url
"“Bill Gates already has his vaccine ready for you (against covic-19, ed.), And here’s the patent.”",TjekDet.dk,2020/05/13 ,Denmark,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-already-has-his-vaccine-ready-for-you-against-covic-19-ed-and-heres-the-patent
"BCG (Bacillus Calmette-Guérin) vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID-19.",Colombiacheck,2020/05/13 ,Colombia,Partially false,https://www.poynter.org/?ifcn_misinformation=bcg-bacillus-calmette-guerin-vaccine-which-is-used-to-prevent-tuberculosis-also-serves-to-mitigate-the-damage-caused-by-covid-19
Animal coronavirus vaccine works on SARS-CoV-2,Demagog,2020/05/12 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=animal-coronavirus-vaccine-works-on-sars-cov-2
“Vaccines are in direct violation of The Nuremberg Code.”,FactCheck.org,2020/05/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-are-in-direct-violation-of-the-nuremberg-code
A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID-19.,Facta,2020/05/12 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-youtube-video-claiming-that-in-2014-bill-gates-patenteted-the-vaccine-againt-covid-19
"Judy Mikovit’s claims about the origins of COVID-19, flu vaccine and face masks from the documentary Plandemic retold in FB post.",TEMPO,2020/05/11 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=judy-mikovits-claims-about-the-origins-of-covid-19-flu-vaccine-and-face-masks-from-the-documentary-plandemic-retold-in-fb-post
Claim that Bill Gates said that coronavirus vaccine will kill or harm 700 000 people.,Demagog,2020/05/11 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-bill-gates-said-that-coronavirus-vaccine-will-kill-or-harm-700-000-people
Bill Gates patented the Sars-cov2 vaccine in 2014.,Open,2020/05/11 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-patented-the-sars-cov2-vaccine-in-2014
Bill Gates predicts 700.000 victims because of a COVID-19 vaccine.,Correctiv,2020/05/11 ,Germany,mostly false,https://www.poynter.org/?ifcn_misinformation=bill-gates-predicts-700-000-victims-because-of-a-covid-19-vaccine
Massive protests against mandatory vaccination in Poland,Raskrinkavanje,2020/05/09 ,"Bosnia and Herzegovina, Serbia",FALSE,https://www.poynter.org/?ifcn_misinformation=massive-protests-against-mandatory-vaccination-in-poland
"Emmanuel Macron said the African people no longer will travel to Europe, if they refused to use the European vaccine against COVID-19.",PesaCheck,2020/05/08 ,"Europe, Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=emmanuel-macron-said-the-african-people-no-longer-will-travel-to-europe-if-they-refused-to-use-the-european-vaccine-against-covid-19
"A viral photo displays a vial of the vaccine, with text along the top that says, “Now this was 2001 tell me why 19 years later they say there is no vaccine share before they take it down again.”",Vishvas News,2020/05/08 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=a-viral-photo-displays-a-vial-of-the-vaccine-with-text-along-the-top-that-says-now-this-was-2001-tell-me-why-19-years-later-they-say-there-is-no-vaccine-share-before-they-take-it-down-again-2
An image showing a COVID-19 vaccine created in 2001.,Chequeado,2020/05/08 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-showing-a-covid-19-vaccine-created-in-2001
WHO envoy says COVID-19 vaccine can not be found.,Teyit,2020/05/08 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=who-envoy-says-covid-19-vaccine-can-not-be-found
Bill Gates is funding a vaccine in adhesive patch form. The vaccine contains a microchip that is going to be used to monitor people via 5G network.,Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-funding-a-vaccine-in-adhesive-patch-form-the-vaccine-contains-a-microchip-that-is-going-to-be-used-to-monitor-people-via-5g-network
