claim,fact-check agency,time,orginated,label,poynter_url
"The side effects of the Pfizer vaccine, published by the US Centers for Disease Control and Prevention, are listed.",Vistinomer,2021/03/02 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-side-effects-of-the-pfizer-vaccine-published-by-the-us-centers-for-disease-control-and-prevention-are-listed
A video claiming the pandemic was planified in advance in order for big pharma to sell more vaccines,AFP,2021/03/02 ,France,Missing context,https://www.poynter.org/?ifcn_misinformation=a-video-claiming-the-pandemic-was-planified-in-advance-in-order-for-big-pharma-to-sell-more-vaccines
The first victim of the Indian vaccine died.,VoxCheck,2021/03/02 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-first-victim-of-the-indian-vaccine-died
There have been cases of encephalitis in the ICUs of Murcia among people who had received the vaccine against COVID-19,Maldita.es,2021/03/02 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=there-have-been-cases-of-encephalitis-in-the-icus-of-murcia-among-people-who-had-received-the-vaccine-against-covid-19
The death rate from COVID vaccines in Israeli elderly is 40 times higher than the COVID deaths themselves,Animal Político,2021/03/02 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=the-death-rate-from-covid-vaccines-in-israeli-elderly-is-40-times-higher-than-the-covid-deaths-themselves
Two Ukrainian soldiers died in the East of Ukraine after vaccination.,VoxCheck,2021/03/02 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=two-ukrainian-soldiers-died-in-the-east-of-ukraine-after-vaccination
Vaccination can cause cancerous tumors.,VoxCheck,2021/03/02 ,Ukraine,NO EVIDENCE,https://www.poynter.org/?ifcn_misinformation=vaccination-can-cause-cancerous-tumors
Prohibited film by Robert De Niro about the harm of vaccination,StopFake.org,2021/03/02 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=prohibited-film-by-robert-de-niro-about-the-harm-of-vaccination
"Pfizer vaccine has not been approved by the FDA because it has not gone through test periods and, therefore, is being tested directly on humans during the widescale vaccination.",Myth Detector,2021/03/02 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-has-not-been-approved-by-the-fda-because-it-has-not-gone-through-test-periods-and-therefore-is-being-tested-directly-on-humans-during-the-widescale-vaccination
EU decides not to issue Schengen visas to those with Sinovac vaccine,Teyit,2021/03/02 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=eu-decides-not-to-issue-schengen-visas-to-those-with-sinovac-vaccine
Vaccines against COVID-19 caused infection explosion in many countries.,Demagog,2021/03/02 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-against-covid-19-caused-infection-explosion-in-many-countries
The first victim of vaccination died in Chernihiv,StopFake.org,2021/03/02 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-first-victim-of-vaccination-died-in-chernihiv
Video shows Russian law enforcement officers forcibly vaccinating people in their homes and without their consent.,Myth Detector,2021/03/02 ,"Georgia, Russia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=video-shows-russian-law-enforcement-officers-forcibly-vaccinating-people-in-their-homes-and-without-their-consent
Vaccination will be mandatory in Georgia. Those who do not take vaccine will be fined.,FactCheck Georgia,2021/03/02 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccination-will-be-mandatory-in-georgia-those-who-do-not-take-vaccine-will-be-fined
This woman has a seizure after vaccine in Argentina,AFP,2021/03/02 ,"France, Argentina",FALSE,https://www.poynter.org/?ifcn_misinformation=this-woman-has-a-seizure-after-vaccine-in-argentina
