claim,fact-check agency,time,orginated,label,poynter_url
"A video of Boris Johnson’s speech recorded few months before the pandemic where Johnson mentions the anti-vaxxer movements and nanotechnologies among other things, confirms that the world leaders created a “fake pandemic” to vaccinate humankind and change human genetics using nanotechnologies.",Myth Detector,2021/01/21 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-of-boris-johnsons-speech-recorded-few-months-before-the-pandemic-where-johnson-mentions-the-anti-vaxxer-movements-and-nanotechnologies-among-other-things-confirms-that-the-world-leaders-cre
A video of a man fainting after receiving the Covid-19 vaccine in Indonesia’s West Nusa Tenggara province,AFP,2021/01/21 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-man-fainting-after-receiving-the-covid-19-vaccine-in-indonesias-west-nusa-tenggara-province
Pfizer vaccine causes deaths in Norway.,VERA Files,2021/01/21 ,Philippines,Missing context,https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-causes-deaths-in-norway
The ARNm vaccine changes DNA.,La Silla Vacía,2021/01/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-arnm-vaccine-changes-dna
Colombia started with covid vaccination,La Silla Vacía,2021/01/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=colombia-started-with-covid-vaccination
Vaccination against COVID-19 in Colombia began on January 21,Colombiacheck,2021/01/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccination-against-covid-19-in-colombia-began-on-january-21
mRNA vaccines are systems to control people.,Demagog,2021/01/21 ,"Poland, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=mrna-vaccines-are-systems-to-control-people
Covax vaccines are free and the colombian government did not pay for them,La Silla Vacía,2021/01/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covax-vaccines-are-free-and-the-colombian-government-did-not-pay-for-them
A video showing that a woman in Quilmes (Argentina) was vaccinated with a needleless syringe,Chequeado,2021/01/21 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-showing-that-a-woman-in-quilmes-argentina-was-vaccinated-with-a-needleless-syringe
23 people died in Norway after received the COVID-19 vaccine.,Sure And Share Center MCOT,2021/01/21 ,"Thailand, Norway",FALSE,https://www.poynter.org/?ifcn_misinformation=23-people-died-in-norway-after-received-the-covid-19-vaccine
Sinovac announced the effectiveness of the CoronaVac vaccine as 70 percent,Teyit,2021/01/21 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=sinovac-announced-the-effectiveness-of-the-coronavac-vaccine-as-70-percent
"Nurses were hospitalized in Paraty, Rio de Janeiro, after taking a dose of the vaccine produced by chinese company Sinovac Biotech",Aos Fatos,2021/01/21 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=nurses-were-hospitalized-in-paraty-rio-de-janeiro-after-taking-a-dose-of-the-vaccine-produced-by-chinese-company-sinovac-biotech
Vaccines production requires abortions as part of the process.,Demagog,2021/01/21 ,"Poland, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-production-requires-abortions-as-part-of-the-process
"A banner placed in Dublin calls on the population to take off masks. The banner calls the majority of COVID tests false positive and dubs the coronavirus as a hoax, claiming that scientists refuse to get vaccinated.",Myth Detector,2021/01/21 ,"Georgia, Ireland",MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-banner-placed-in-dublin-calls-on-the-population-to-take-off-masks-the-banner-calls-the-majority-of-covid-tests-false-positive-and-dubs-the-coronavirus-as-a-hoax-claiming-that-scientists-refuse-to
COVID-19 vaccine causes strong shivering as one of the side effects,FactCheck Georgia,2021/01/20 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-causes-strong-shivering-as-one-of-the-side-effects
