claim,fact-check agency,time,orginated,label,poynter_url
US Vice President Mike Pence faked receiving a Covid-19 vaccine using a syringe that had the needle covered by a cap.,AFP,2020/12/23 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=us-vice-president-mike-pence-faked-receiving-a-covid-19-vaccine-using-a-syringe-that-had-the-needle-covered-by-a-cap
A new study proves that the immunity acquired by the Moderna vaccine lasts only 3 months.,Ellinika Hoaxes,2020/12/23 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-new-study-proves-that-the-immunity-acquired-by-the-moderna-vaccine-lasts-only-3-months
Canadian military refuse supporting vaccination in the country.,VoxCheck,2020/12/23 ,"Ukraine, Canada",FALSE,https://www.poynter.org/?ifcn_misinformation=canadian-military-refuse-supporting-vaccination-in-the-country
In Spain there is more probability of falling ill from the vaccine than from the COVID-19,Newtral.es,2020/12/23 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=in-spain-there-is-more-probability-of-falling-ill-from-the-vaccine-than-from-the-covid-19
A nurse is vaccinated with an empty syringe. We do not need to be vaccinated because the covid does not exist,Newtral.es,2020/12/23 ,"Spain, United States",Misleading,https://www.poynter.org/?ifcn_misinformation=a-nurse-is-vaccinated-with-an-empty-syringe-we-do-not-need-to-be-vaccinated-because-the-covid-does-not-exist
EVERYONE HAVE A VACCINE AGAINST COVID-19 IN THEIR HOME – renowned recipe for drink made of garlic and water,Vistinomer,2020/12/23 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=everyone-have-a-vaccine-against-covid-19-in-their-home-renowned-recipe-for-drink-made-of-garlic-and-water
A nurse in the US who fainted after she received a COVID-19 vaccine has died,TheJournal.ie,2020/12/23 ,"Ireland, North America",FALSE,https://www.poynter.org/?ifcn_misinformation=a-nurse-in-the-us-who-fainted-after-she-received-a-covid-19-vaccine-has-died
"Tennessee nurse Tiffany Dover received the Pfizer/BioNTech COVID-19 vaccine, fainted, then died.",Rappler,2020/12/23 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=tennessee-nurse-tiffany-dover-received-the-pfizer-biontech-covid-19-vaccine-fainted-then-died
Claims that the new variant of COVID-19 from UK are related to Pfizer vaccine,Maldita.es,2020/12/23 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=claims-that-the-new-variant-of-covid-19-from-uk-are-related-to-pfizer-vaccine
"American nurse Tiffany Dover who passed out minutes after receiving coronavirus vaccine on December 17 is dead, confirms the data from the American webpage SearchQuarry, which shows that the death certificate of 30 years old Tiffany Dover living in Alabama is ready",Myth Detector,2020/12/22 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=american-nurse-tiffany-dover-who-passed-out-minutes-after-receiving-coronavirus-vaccine-on-december-17-is-dead-confirms-the-data-from-the-american-webpage-searchquarry-which-shows-that-the-death-cer
"Governor of São Paulo, João Doria, invited all former presidents to take the vaccine against COVID-19. All of them refused",Agência Lupa,2020/12/22 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=governor-of-sao-paulo-joao-doria-invited-all-former-presidents-to-take-the-vaccine-against-covid-19-all-of-them-refused
The deaths of trial participants for Pfizer Inc.’s COVID-19 vaccine was an effect of the vaccine.,VERA Files,2020/12/22 ,Philippines,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-deaths-of-trial-participants-for-pfizer-inc-s-covid-19-vaccine-was-an-effect-of-the-vaccine
“Actors” on TV are being vaccinated with a wireless vaccine. Question for the win,Vistinomer,2020/12/22 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=actors-on-tv-are-being-vaccinated-with-a-wireless-vaccine-question-for-the-win-where-is-the-needle
The CHP made the law proposal to make the COVID-19 vaccine mandatory in 2019.,Doğruluk Payı,2020/12/22 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chp-made-the-law-proposal-to-make-the-covid-19-vaccine-mandatory-in-2019
Photos show vaccine participants for Pfizer Inc.’s COVID-19 vaccine that developed Bell’s palsy.,VERA Files,2020/12/22 ,Philippines,Misleading,https://www.poynter.org/?ifcn_misinformation=photos-show-vaccine-participants-for-pfizer-inc-s-covid-19-vaccine-that-developed-bells-palsy
