claim,fact-check agency,time,orginated,label,poynter_url
The video shows that Covid-19 vaccines have nanobots.,La Silla Vacía,2021/09/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-that-covid-19-vaccines-have-nanobots
Romania closed all vaccination centers against the COVID-19.,La Silla Vacía,2021/09/10 ,"Colombiai,Romania",FALSE,https://www.poynter.org/?ifcn_misinformation=romania-closed-all-vaccination-centers-against-the-covid-19-2
"The vaccination caused a health disaster in Israel. During the peak of COVID-19 infections, the largest hospitalized have been vaccinated patients.",Colombiacheck,2021/09/10 ,"Colombia, Israel",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-vaccination-caused-a-health-disaster-in-israel-during-the-peak-of-covid-19-infections-the-largest-hospitalized-have-been-vaccinated-patients
The viral load of the Delta variant was found to be 251 times higher in people who had the COVID-19 vaccine.,Doğruluk Payı,2021/09/10 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-viral-load-of-the-delta-variant-was-found-to-be-251-times-higher-in-people-who-had-the-covid-19-vaccine
Covid-19 vaccines caused virus variants.,La Silla Vacía,2021/09/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-caused-virus-variants
The Federal Emergency Management Agency (FEMA) has forcibly vaccinated New Orleans residents who evacuated due to Hurricane Ida.,Check Your Fact,2021/09/09 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-federal-emergency-management-agency-fema-has-forcibly-vaccinated-new-orleans-residents-who-evacuated-due-to-hurricane-ida
A death of a priest is connected with the vaccination. He became a victim of the COVID fascism.,Myth Detector,2021/09/09 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-death-of-a-priest-is-connected-with-the-vaccination-he-became-a-victim-of-the-covid-fascism
The Cartagena Protocol allows experiments on vaccinated people.,VoxCheck,2021/09/09 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cartagena-protocol-allows-experiments-on-vaccinated-people
Bill Gates’s grandfather was related to the creation of a vaccine.,La Silla Vacía,2021/09/09 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gatess-grandfather-was-related-to-the-creation-of-a-vaccine
A character from The Simpsons holding a piece of paper supposedly containing a phrase that predicted the vaccine rollout in 2021.,AFP,2021/09/09 ,South Korea,FALSE,https://www.poynter.org/?ifcn_misinformation=a-character-from-the-simpsons-holding-a-piece-of-paper-supposedly-containing-a-phrase-that-predicted-the-vaccine-rollout-in-2021
"People who got vaccinated will die in, at most, 10 years.",Agência Lupa,2021/09/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=people-who-got-vaccinated-will-die-in-at-most-10-years
"According to a letter from a doctor, there had been one death and two resuscitations in a senior citizens’ home in Oberhausen in connection with the third vaccination against Covid-19.",Correctiv,2021/09/09 ,Germany,MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=according-to-a-letter-from-a-doctor-there-had-been-one-death-and-two-resuscitations-in-a-senior-citizens-home-in-oberhausen-in-connection-with-the-third-vaccination-against-covid-19
The video shows French farmers using tractors to protest against government policies regarding COVID-19 vaccination.,Check Your Fact,2021/09/09 ,"United States, France",FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-french-farmers-using-tractors-to-protest-against-government-policies-regarding-covid-19-vaccination
Newspaper report with a claim that it shows billionaire philanthropist Bill Gates calling for “depopulation through forced vaccination.”,AFP,2021/09/08 ,"Greece, Romania, Netherlands, Nigeria",FALSE,https://www.poynter.org/?ifcn_misinformation=newspaper-report-with-a-claim-that-it-shows-billionaire-philanthropist-bill-gates-calling-for-depopulation-through-forced-vaccination
University of Oxford study found that vaccinated Covid-19 patients carry 251 times the viral load of those who have not received the shots.,AFP,2021/09/08 ,United States,MISLEADING,https://www.poynter.org/?ifcn_misinformation=university-of-oxford-study-found-that-vaccinated-covid-19-patients-carry-251-times-the-viral-load-of-those-who-have-not-received-the-shots
