claim,fact-check agency,time,orginated,label,poynter_url
People will need a passport to prove they’ve been vaccinated in order to receive social welfare payments in Ireland,TheJournal.ie,2020/11/23 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=people-will-need-a-passport-to-prove-theyve-been-vaccinated-in-order-to-receive-social-welfare-payments-in-ireland
"The goal is to accept the vaccine that is not available. You should know that the greatest French virologist and epidemiologist said that the virus mutated 24 times. So thе virus from the beginning is no longer the same. And that virus was initially harmless and banal. Every virus is dangerous for weak people, we all know that and it has been so for decades. This virus was banal at the beginning, and the last 24th mutation is the most common sneeze. But they still lie that a vaccine can be created. A vaccine cannot be created.",Vistinomer,2020/11/23 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-goal-is-to-accept-the-vaccine-that-is-not-available-you-should-know-that-the-greatest-french-virologist-and-epidemiologist-said-that-the-virus-mutated-24-times-so-th%d0%b5-virus-from-the-beginni
Vaccination is a way to make money.,VoxCheck,2020/11/23 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=vaccination-is-a-way-to-make-money
AstraZeneca’s COVID-19 vaccine contains MRC-5 cells from an aborted fetus,Newtral.es,2020/11/23 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=astrazenecas-covid-19-vaccine-contains-mrc-5-cells-from-an-aborted-fetus
Covid vaccines will modify DNA,La Silla Vacía,2020/11/23 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-vaccines-will-modify-dna
99% of the people who got sick with SARS-CoV-2 recovered without any vaccine.,Animal Político,2020/11/23 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=99-of-the-people-who-got-sick-with-sars-cov-2-recovered-without-any-vaccine
COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,Science Feedback,2020/11/23 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-will-cause-more-severe-disease-through-antibody-dependent-enhancement
"Chinese president, Xi Jinping, suggested the use of QR codes for identification of every citizen through vaccination.",Ellinika Hoaxes,2020/11/22 ,Greece,MISLEADING,https://www.poynter.org/?ifcn_misinformation=chinese-president-xi-jinping-suggested-the-use-of-qr-codes-for-identification-of-every-citizen-through-vaccination
"In Poland, there will be a mandatory vaccination against coronavirus.",VoxCheck,2020/11/22 ,"Ukraine, Poland",FALSE,https://www.poynter.org/?ifcn_misinformation=in-poland-there-will-be-a-mandatory-vaccination-against-coronavirus
Vaccine won’t work because coronavirus is constantly mutating,Teyit,2020/11/21 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccine-wont-work-because-coronavirus-is-constantly-mutating
"Various social media posts revealed that the company Pfizer, which is one of the companies that produced SARS-CoV-2 vaccines, is a subsidiary of GlaxoSmith which built the virology lab in Wuhan.",Ellinika Hoaxes,2020/11/21 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=various-social-media-posts-revealed-that-the-company-pfizer-which-is-one-of-the-companies-that-produced-sars-cov-2-vaccines-is-a-subsidiary-of-glaxosmith-which-built-the-virology-lab-in-wuhan
Fetus cells will be injected into humans with COVID-19 vaccines,Teyit,2020/11/20 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=fetus-cells-will-be-injected-into-humans-with-covid-19-vaccines
Compulsory vaccination and microchip implantation will be allowed by a new German law,FactCheck Georgia,2020/11/20 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=compulsory-vaccination-and-microchip-implantation-will-be-allowed-by-a-new-german-law
The AstraZeneca vaccine for COVID-19 contain cells from aborted fetuses.,Ellinika Hoaxes,2020/11/20 ,Greece,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-astrazeneca-vaccine-for-covid-19-contain-cells-from-aborted-fetuses
"One of the ingredients in the COVID-19 vaccine by AstraZeneca is “ChAdOx1-S” which is recombinant DNA, meaning it contains genes from two different species. This ingredient will cause DNA modifications to any person who gets vaccinated.",Ellinika Hoaxes,2020/11/20 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=one-of-the-ingredients-in-the-covid-19-vaccine-by-astrazeneca-is-chadox1-s-which-is-recombinant-dna-meaning-it-contains-genes-from-two-different-species-this-ingredient-will-cause-dna-modification
