claim,fact-check agency,time,orginated,label,poynter_url
“Pfizer vaccine kills more people than it saves.”,PolitiFact,2021/09/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-kills-more-people-than-it-saves
"Breastfeeding mothers, who will be vaccinated, kill their newborns.",Vistinomer,2021/09/14 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=breastfeeding-mothers-who-will-be-vaccinated-kill-their-newborns
"There have been some attempts against vaccines in Brazil, Romania, and Russia.",Doğruluk Payı,2021/09/14 ,"Turkey, Brazil, Romania, Russia",FALSE,https://www.poynter.org/?ifcn_misinformation=there-have-been-some-attempts-against-vaccines-in-brazil-romania-and-russia
A 49-year-old New York woman develops a life-threatening skin-rotting disorder a week after receiving the Pfizer vaccine.,Myth Detector,2021/09/13 ,"Georgia, United States",NO EVIDENCE,https://www.poynter.org/?ifcn_misinformation=a-49-year-old-new-york-woman-develops-a-life-threatening-skin-rotting-disorder-a-week-after-receiving-the-pfizer-vaccine
The Georgian government has already legalized mandatory vaccination against the COVID-19 at the legislative level.,Myth Detector,2021/09/13 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-georgian-government-has-already-legalized-mandatory-vaccination-against-the-covid-19-at-the-legislative-level
Germany terminated all Covid-19 vaccinations over safety fears.,AFP,2021/09/13 ,Hong Kong,FALSE,https://www.poynter.org/?ifcn_misinformation=germany-terminated-all-covid-19-vaccinations-over-safety-fears
"If the vaccine works, the unvaccinated are no threat to those who are vaccinated.",FactCheck.org,2021/09/13 ,United States,MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=if-the-vaccine-works-the-unvaccinated-are-no-threat-to-those-who-are-vaccinated-2
Billionaire philanthropist Bill Gates said that Covid-19 vaccines are “far more dangerous than anyone imagined.”,AFP,2021/09/13 ,Thailand,MISLEADING,https://www.poynter.org/?ifcn_misinformation=billionaire-philanthropist-bill-gates-said-that-covid-19-vaccines-are-far-more-dangerous-than-anyone-imagined
“Biden orders VA to withhold benefits from unvaccinated veterans.”,PolitiFact,2021/09/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=biden-orders-va-to-withhold-benefits-from-unvaccinated-veterans
"In the COVID-19 vaccines there are “aluminum particles”, graphene, graphene oxide.",Demagog,2021/09/13 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-covid-19-vaccines-there-are-aluminum-particles-graphene-graphene-oxide
Part of the repressive measures of the project to force the population to be vaccinated is NOT to hospitalize the Unvaccinated. So the unvaccinated in North Macedonia will have a double profit.,Vistinomer,2021/09/13 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=part-of-the-repressive-measures-of-the-project-to-force-the-population-to-be-vaccinated-is-not-to-hospitalize-the-unvaccinated-so-the-unvaccinated-in-north-macedonia-will-have-a-double-profit
Garlic water is a natural vaccine against coronavirus.,StopFake.org,2021/09/13 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=garlic-water-is-a-natural-vaccine-against-coronavirus
Most serious COVID-19 cases in Brazil are happening among vaccinated people.,Agência Lupa,2021/09/13 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=most-serious-covid-19-cases-in-brazil-are-happening-among-vaccinated-people
The COVID-19 vaccine can cause men to become impotent.,FactCheck.org,2021/09/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-can-cause-men-to-become-impotent
Video of a protest in front of the National Police headquarters in Barcelona against the vaccination passport.,Maldita.es,2021/09/13 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-protest-in-front-of-the-national-police-headquarters-in-barcelona-against-the-vaccination-passport
