claim,fact-check agency,time,orginated,label,poynter_url
Children of U.S. vaccinated veterans were born with a disabilities.,VoxCheck,2020/10/24 ,"Ukraine, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=children-of-u-s-vaccinated-veterans-were-born-with-a-disabilities
Several COVID-19 vaccine trials were cancelled because patients died,Agência Lupa,2020/10/24 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=several-covid-19-vaccine-trials-were-cancelled-because-patients-died
The Chinese vaccine candidate can cause genetic damage and homosexuality,Aos Fatos,2020/10/23 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chinese-vaccine-candidate-can-cause-genetic-damage-and-homosexuality
"The Ministry of Health of Georgia has signed an advance agreement on the purchase of 700,000 coronavirus vaccines, in which the manufacturer seeks exemption from any liability for side effects and instead imposes full responsibility on the purchasing country. Additionally, such vaccine will cause human death in a couple of years that is part of the depopulation plan.",Myth Detector,2020/10/23 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-ministry-of-health-of-georgia-has-signed-an-advance-agreement-on-the-purchase-of-700000-coronavirus-vaccines-in-which-the-manufacturer-seeks-exemption-from-any-liability-for-side-effects-and-ins
Brazilian doctor dies due to vaccine trials,Teyit,2020/10/23 ,"Turkey, Brazil",No evidence,https://www.poynter.org/?ifcn_misinformation=brazilian-doctor-dies-due-to-vaccine-trials
A COVID-19 vaccine will genetically modify humans,FactCheck Georgia,2020/10/22 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-covid-19-vaccine-will-genetically-modify-humans
No vaccines tested in Brazil have been through pre-clinical trials,Estadão Verifica,2020/10/22 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=no-vaccines-tested-in-brazil-have-been-through-pre-clinical-trials
A protest was held in Spain against the coronavirus and compulsory vaccination. An accompanying video depicts a crowded rally in Madrid.,Myth Detector,2020/10/22 ,"Georgia, Spain",FALSE,https://www.poynter.org/?ifcn_misinformation=a-protest-was-held-in-spain-against-the-coronavirus-and-compulsory-vaccination-an-accompanying-video-depicts-a-crowded-rally-in-madrid
Aborted babies used to develop COVID-19 vaccine,AAP FactCheck,2020/10/22 ,Australia,Partially false,https://www.poynter.org/?ifcn_misinformation=aborted-babies-used-to-develop-covid-19-vaccine
The WHO does not recommend that vaccination against COVID-19 should be mandatory,Agência Lupa,2020/10/22 ,Brazil,Missing context,https://www.poynter.org/?ifcn_misinformation=the-who-does-not-recommend-that-vaccination-against-covid-19-should-be-mandatory
Wikipedia published how to get vaccinated in secret from parents.,VoxCheck,2020/10/22 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=wikipedia-published-how-to-get-vaccinated-in-secret-from-parents
"A woman dressed as a nun calls on the faithful to refuse to receive a possible vaccine to prevent COVID-19. According to her, vaccines are “biological weapons” that “manipulate human DNA.”",AFP,2020/10/21 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-woman-dressed-as-a-nun-calls-on-the-faithful-to-refuse-to-receive-a-possible-vaccine-to-prevent-covid-19-according-to-her-vaccines-are-biological-weapons-that-manipulate-human-dna
Once a vaccine for COVID-19 is done there will be no necessity of it because everybody will already have been immunized by the disease itself;,Estadão Verifica,2020/10/21 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=once-a-vaccine-for-covid-19-is-done-there-will-be-no-necessity-of-it-because-everybody-will-already-have-been-immunized-by-the-disease-itself
"A publication that says that it is not possible to know what the potential vaccine against COVID-19 contains and that if a patient “becomes quadriplegic, he cannot go to court”, with the image of Dr. Roberto Castellano",Chequeado,2020/10/21 ,Argentina,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-publication-that-says-that-it-is-not-possible-to-know-what-the-potential-vaccine-against-covid-19-contains-and-that-if-a-patient-becomes-quadriplegic-he-cannot-go-to-court-with-the-image-of-dr
Australian officers can kidnap and forcibly vaccinated. Australian PM said that the COVID-19 vaccine would be as mandatory as possible.,VoxCheck,2020/10/21 ,"Ukraine, Australia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=australian-officers-can-kidnap-and-forcibly-vaccinated-australian-pm-said-that-the-covid-19-vaccine-would-be-as-mandatory-as-possible
