claim,fact-check agency,time,orginated,label,poynter_url
"A document released by the US Food and Drug Administration (FDA) revealed more than 1,200 deaths related to Pfizer-BioNTech’s Covid-19 vaccine in a 90-day period.",AFP,2021/12/15 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-document-released-by-the-us-food-and-drug-administration-fda-revealed-more-than-1200-deaths-related-to-pfizer-biontechs-covid-19-vaccine-in-a-90-day-period
The video shows the chief of BioNTech — the company that developed a Covid-19 jab with Pfizer — admitting he has not been vaccinated against the coronavirus.,AFP,2021/12/15 ,"Germany, Hong Kong",FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-the-chief-of-biontech-the-company-that-developed-a-covid-19-jab-with-pfizer-admitting-he-has-not-been-vaccinated-against-the-coronavirus
The video of Belgian politician Bart Somers in which he is given the vaccine with the plastic cap on the needle.,Maldita.es,2021/12/15 ,"Spain, Belgium",FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-of-belgian-politician-bart-somers-in-which-he-is-given-the-vaccine-with-the-plastic-cap-on-the-needle
It is not yet known how much the vaccines protect against the new coronavirus variant.,Vistinomer,2021/12/14 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-not-yet-known-how-much-the-vaccines-protect-against-the-new-coronavirus-variant
"My husband and I have reviewed two doses of Sinovac. After two weeks of the vaccine, we were infected with severe symptoms. I barely survived. And I am one hundred percent sure that we became infected with the vaccines.",Vistinomer,2021/12/14 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=my-husband-and-i-have-reviewed-two-doses-of-sinovac-after-two-weeks-of-the-vaccine-we-were-infected-with-severe-symptoms-i-barely-survived-and-i-am-one-hundred-percent-sure-that-we-became-infected
The Israeli Ministry of Health states that constant revaccination against the COVID-19 will always be required from now on.,VoxCheck,2021/12/14 ,"Ukraine, Israel",FALSE,https://www.poynter.org/?ifcn_misinformation=the-israeli-ministry-of-health-states-that-constant-revaccination-against-the-covid-19-will-always-be-required-from-now-on
It is false that the side effects of COVID-19 vaccines in England are potentially toxic.,Chequeado,2021/12/14 ,"Argentina, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-false-that-the-side-effects-of-covid-19-vaccines-in-england-are-potentially-toxic
Professional athletes die as a result of vaccination against the COVID-19.,VoxCheck,2021/12/14 ,Ukraine,NO EVIDENCE,https://www.poynter.org/?ifcn_misinformation=professional-athletes-die-as-a-result-of-vaccination-against-the-covid-19
The Prime Minister of Australia called the people who were vaccinated sheep.,VoxCheck,2021/12/14 ,"Ukraine, Australia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-prime-minister-of-australia-called-the-people-who-were-vaccinated-sheep
“Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus.”,Science Feedback,2021/12/14 ,United States,MISLEADING,https://www.poynter.org/?ifcn_misinformation=dr-fauci-opens-up-the-possibility-that-the-covid-19-vaccine-could-be-making-people-more-likely-to-be-infected-by-the-virus
People in Australia who are not vaccinated will be refused life-saving surgeries.,Myth Detector,2021/12/14 ,"Georgia, Australia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=people-in-australia-who-are-not-vaccinated-will-be-refused-life-saving-surgeries
German chemist Andreas Noack has been killed for denouncing that covid vaccines contain graphene hydroxide.,EFE Verifica,2021/12/14 ,"Spain, North America, Europe",NO EVIDENCE,https://www.poynter.org/?ifcn_misinformation=german-chemist-andreas-noack-has-been-killed-for-denouncing-that-covid-vaccines-contain-graphene-hydroxide
The video shows French police officers demonstrating against vaccination.,Agência Lupa,2021/12/14 ,"Brazil, France",FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-french-police-officers-demonstrating-against-vaccination
The COVID-19 vaccines cause AIDS.,PolitiFact,2021/12/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccines-cause-aids
"No pandemic lasted more than two years, and they didn’t end with the vaccine.",Doğruluk Payı,2021/12/13 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=no-pandemic-lasted-more-than-two-years-and-they-didnt-end-with-the-vaccine
