claim,fact-check agency,time,orginated,label,poynter_url
Head of Kocaeli University got the vaccine before his turn,Teyit,2021/01/13 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=head-of-kocaeli-university-got-the-vaccine-before-his-turn
Photo of an alleged package of the Pfizer vaccine. It says “made in China”,Agência Lupa,2021/01/13 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-an-alleged-package-of-the-pfizer-vaccine-it-says-made-in-china
Merck Pharmaceuticals does not want to get muddy in a possible genocide with COVID-19 vaccines,Newtral.es,2021/01/13 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=merck-pharmaceuticals-does-not-want-to-get-muddy-in-a-possible-genocide-with-covid-19-vaccines
"Historically, vaccines did not get rid of infectious diseases",Détecteur de rumeurs,2021/01/13 ,"Canada, France",FALSE,https://www.poynter.org/?ifcn_misinformation=historically-vaccines-did-not-get-rid-of-infectious-diseases-hygiene-did
People who have been vaccinated once were still infected with COVID-19. That is why we are called to do COVID-19 vaccine for the second time.,FactCheck Georgia,2021/01/13 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=people-who-have-been-vaccinated-once-were-still-infected-with-covid-19-that-is-why-we-are-called-to-do-covid-19-vaccine-for-the-second-time
This video exposes vaccination circus,AFP,2021/01/13 ,"France, Argentina",Partially false,https://www.poynter.org/?ifcn_misinformation=this-video-exposes-vaccination-circus
The post contains video material and calls on the citizens not to be vaccinated,Vistinomer,2021/01/13 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-post-contains-video-material-and-calls-on-the-citizens-not-to-be-vaccinated-god-is-showing-it-to-you-open-your-eyes-the-deception-of-the-satanists-is-on-our-doorstep-do-not-accept-any-vaccine
The COVID-19 vaccines contain nanobots,FactCheck Georgia,2021/01/12 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccines-contain-nanobots
A Belgian doctor claimed that COVID-19 is safe and the vaccine is ineffective.,Doğruluk Payı,2021/01/12 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=a-belgian-doctor-claimed-that-covid-19-is-safe-and-the-vaccine-is-ineffective
The cause of deaths in Spanish flu was vaccination.,Doğruluk Payı,2021/01/12 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cause-of-deaths-in-spanish-flu-was-vaccination
The vast majority of the Greek hospitals stopped vaccination following a complaint about the lack of a marketing authorization for the vaccine,Myth Detector,2021/01/12 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-vast-majority-of-the-greek-hospitals-stopped-vaccination-following-a-complaint-about-the-lack-of-a-marketing-authorization-for-the-vaccine
After vaccination you should fast because your digestive system will stop.,Doğruluk Payı,2021/01/12 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=after-vaccination-you-should-fast-because-your-digestive-system-will-stop
Some celebrities got the vaccination before their turn,Teyit,2021/01/12 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=some-celebrities-got-the-vaccination-before-their-turn
COVID-19 Vaccine destroys the immune system,Newtral.es,2021/01/12 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-destroys-the-immune-system
The post claims,Vistinomer,2021/01/12 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-post-claims-three-vaccines-against-the-most-holy-trinity-with-the-first-the-process-of-mutation-and-genetic-engineering-begins-the-second-alters-the-bodys-own-dna-the-third-upgrades-the-dna
