claim,fact-check agency,time,orginated,label,poynter_url
"American nurse Tiffany Dover who passed out minutes after receiving coronavirus vaccine on December 17 is dead, confirms the data from the American webpage SearchQuarry, which shows that the death certificate of 30 years old Tiffany Dover living in Alabama is ready",Myth Detector,2020/12/22 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=american-nurse-tiffany-dover-who-passed-out-minutes-after-receiving-coronavirus-vaccine-on-december-17-is-dead-confirms-the-data-from-the-american-webpage-searchquarry-which-shows-that-the-death-cer
"Wuhan Lab is owned by the pharmaceutical company Glaxo, which is also the owner of Pfizer. Both companies are managed by BlackRock, a George Soros-owned company. Bill Gates is the main shareholder of Pfizer. The aforementioned actors are connected to Wuhan lab (Wuhan Institute of Virology) and the dissemination of the coronavirus. In 2015, Anthony Fauci gifted USD 3.7 million to the Wuhan lab, which “was tasked with creating the coronavirus”.",Myth Detector,2020/12/17 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=wuhan-lab-is-owned-by-the-pharmaceutical-company-glaxo-which-is-also-the-owner-of-pfizer-both-companies-are-managed-by-blackrock-a-george-soros-owned-company-bill-gates-is-the-main-shareholder-of
A nurse died after getting the COVID-19 vaccine in Alabama.,FactCheck.org,2020/12/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-nurse-died-after-getting-the-covid-19-vaccine-in-alabama
SARS-CoV-2 was made in chinese laboratory,Estadão Verifica,2020/12/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=sars-cov-2-was-made-in-chinese-laboratory
The laboratory in Wuhan is owned by Glaxo,Newtral.es,2020/12/15 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-laboratory-in-wuhan-is-owned-by-glaxo
American journal accused São Paulo’s state governor of being bribed by Sinovac laboratory,Estadão Verifica,2020/12/14 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=american-journal-accused-sao-paulos-state-governor-of-being-bribed-by-sinovac-laboratory
"The Wuhan lab is owned by Glaxo and is related to Pfizer, which distributes the vaccines for COVID",Animal Político,2020/12/13 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=the-wuhan-lab-is-owned-by-glaxo-and-is-related-to-pfizer-which-distributes-the-vaccines-for-covid
"Wuhan Virology Laboratory is owned by pharmaceutical companies, Pfizer and Glaxo",FactCheck Georgia,2020/12/12 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=wuhan-virology-laboratory-is-owned-by-pharmaceutical-companies-pfizer-and-glaxo
Media outlets reports that the World Health Organization has stated that wearing a mask while playing sports “decreases the availability of oxygen” or “increases the levels of carbon dioxide we absorb.”,Maldita.es,2020/12/10 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=media-outlets-reports-that-the-world-health-organization-has-stated-that-wearing-a-mask-while-playing-sports-decreases-the-availability-of-oxygen-or-increases-the-levels-of-carbon-dioxide-we-absorb
Switzerland refused to approve a Covid vaccine because it’s too dangerous and incalculable,Correctiv,2020/12/09 ,"Germany, Switzerland",FALSE,https://www.poynter.org/?ifcn_misinformation=switzerland-refused-to-approve-a-covid-vaccine-because-its-too-dangerous-and-incalculable
"Immunologist Tasuku Honjo stated that the coronavirus is a man-made virus, intentionally manufactured in a lab",FactCheck Georgia,2020/12/04 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=immunologist-tasuku-honjo-stated-that-the-coronavirus-is-a-man-made-virus-intentionally-manufactured-in-a-lab
The Wuhan Virology Laboratory has a link with GSK and Pfizer,La Silla Vacía,2020/12/04 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-wuhan-virology-laboratory-has-a-link-with-gsk-and-pfizer
Miguel Falabella died of COVID-19,Agência Lupa,2020/12/04 ,Brazil,Missing context,https://www.poynter.org/?ifcn_misinformation=miguel-falabella-died-of-covid-19
Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories,Maldita.es,2020/12/03 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-text-says-that-wuhan-biological-laboratory-is-owned-by-glaxo-and-pfizer-laboratories
SARS-CoV-2 was produced in a laboratory in France and vaccines will change people’s DNA,Estadão Verifica,2020/12/02 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=sars-cov-2-was-produced-in-a-laboratory-in-france-and-vaccines-will-change-peoples-dna
