claim,fact-check agency,time,orginated,label,poynter_url
Social media posts claim that US citizens married to immigrants are not eligible for relief payments available to many Americans under the stimulus package aimed at countering the economic crisis sparked by the COVID-19 pandemic.,AFP,2020/04/17 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=social-media-posts-claim-that-us-citizens-married-to-immigrants-are-not-eligible-for-relief-payments-available-to-many-americans-under-the-stimulus-package-aimed-at-countering-the-economic-crisis-spar
Image of people participating in a ‘Chariot pulling’ festival in Kalabari district (Karnataka) despite the current lockdown in the country implemented to handle COVID-19 spread.,Factly,2020/04/16 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=image-of-people-participating-in-a-chariot-pulling-festival-in-kalabari-district-karnataka-despite-the-current-lockdown-in-the-country-implemented-to-handle-covid-19-spread
The coronavirus could have leaked from a Chinese lab.,FactCheck Georgia,2020/04/15 ,Georgia,No evidence,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-could-have-leaked-from-a-chinese-lab
A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows labourers stranded in the western Indian state of Gujarat during a nationwide COVID-19 lockdown.,AFP,2020/04/15 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-has-been-shared-in-multiple-posts-on-facebook-and-twitter-alongside-a-claim-it-shows-labourers-stranded-in-the-western-indian-state-of-gujarat-during-a-nationwide-covid-19-lockdown
The coronavirus is synthetic and was created in a Chinese laboratory.,Chequeado,2020/04/13 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-synthetic-and-was-created-in-a-chinese-laboratory
Gunes newspaper published an article about COVID-19’s production in lab in 2013.,Teyit,2020/04/13 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=gunes-newspaper-published-an-article-about-covid-19s-production-in-lab-in-2013
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,PolitiFact,2020/04/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=joe-diffies-death-was-labeled-as-a-covid-19-death-and-it-wasnt
Video,FactCrescendo,2020/04/11 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-migrant-labourers-in-kerala-gambling-with-huges-stashes-of-cash-amid-lockdown
The text claims that a Harvard University professor was arrested for allegedly making the coronavirus in his laboratory and then selling it to two Chinese people.,Vistinomer,2020/04/10 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-text-claims-that-a-harvard-university-professor-was-arrested-for-allegedly-making-the-coronavirus-in-his-laboratory-and-then-selling-it-to-two-chinese-people
China’s Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,LeadStories,2020/04/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=chinas-communist-government-created-the-novel-coronavirus-in-a-laboratory-and-released-it-into-the-world-as-a-deadly-bioweapon
"In Almaty, the American BioLAB shows no signs of participating in the fight against coronavirus, while the whole of Kazakhstan has been making every effort for almost a month in the situation with the spread of coronavirus infection in the country.",Factcheck.kz,2020/04/07 ,"Kazakhstan, Russia, Ukraine",FALSE,https://www.poynter.org/?ifcn_misinformation=in-almaty-the-american-biolab-shows-no-signs-of-participating-in-the-fight-against-coronavirus-while-the-whole-of-kazakhstan-has-been-making-every-effort-for-almost-a-month-in-the-situation-with-the
Posts shared on Facebook and WhatsApp claim a South African hospital found that traces of the novel coronavirus had survived on the surface of fresh food items for 12 hours during lab tests.,AFP,2020/04/06 ,South Africa,False,https://www.poynter.org/?ifcn_misinformation=posts-shared-on-facebook-and-whatsapp-claim-a-south-african-hospital-found-that-traces-of-the-novel-coronavirus-had-survived-on-the-surface-of-fresh-food-items-for-12-hours-during-lab-tests
"An audio by the Brazilian doctor Roberto Zeballos saying that coronavirus is artificial and was released from a laboratory in Wuhan, China.",Estadão Verifica,2020/04/05 ,Brazil,misleading,https://www.poynter.org/?ifcn_misinformation=an-audio-by-the-brazilian-doctor-roberto-zeballos-saying-that-coronavirus-is-artificial-and-was-released-from-a-laboratory-in-wuhan-china
The coronavirus was created in a laboratory.,Animal Político,2020/04/02 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-created-in-a-laboratory
A news story by Italian TV RAI proves coronavirus was created in lab by Chinese government.,Estadão Verifica,2020/03/31 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=a-news-story-by-italian-tv-rai-proves-coronavirus-was-created-in-lab-by-chinese-government
