claim,fact-check agency,time,orginated,label,poynter_url
"The biological research laboratory Ruilan Bao Hu San Biotech Limited in Shanghai, the city where #coronarvirus originated, has a logo like that of the Umbrella Corporation of RESIDENT EVIL and corona is an anagram for Racoon. WTF",Maldita.es,2020/01/30 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-biological-research-laboratory-ruilan-bao-hu-san-biotech-limited-in-shanghai-the-city-where-coronarvirus-originated-has-a-logo-like-that-of-the-umbrella-corporation-of-resident-evil-and-corona
"Coronavirus was made in a lab, with pre existing patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus.",15min.lt,2020/01/29 ,Lithuania,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-made-in-a-lab-with-pre-existing-patents-for-a-vaccine-the-bill-and-melinda-gates-foundation-is-involved-in-spreading-the-coronavirus
"A “Wuhan super virus” was created in a Chinese biosecurity lab and has infected more than 100,000 people in Wuhan.",AAP FactCheck,2020/01/28 ,Australia,False,https://www.poynter.org/?ifcn_misinformation=a-wuhan-super-virus-was-created-in-a-chinese-biosecurity-lab-and-has-infected-more-than-100000-people-in-wuhan
A “Chinese spy team” working in a Canadian government lab sent “pathogens to the Wuhan facility” prior to the coronavirus outbreak.,FactCheck.org,2020/01/27 ,United States,False,https://www.poynter.org/?ifcn_misinformation=a-chinese-spy-team-working-in-a-canadian-government-lab-sent-pathogens-to-the-wuhan-facility-prior-to-the-coronavirus-outbreak
“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,PolitiFact,2020/01/27 ,United States,False,https://www.poynter.org/?ifcn_misinformation=in-resident-evil-the-umbrella-corporation-releases-a-virus-that-infects-the-people-of-raccoon-city-a-biological-research-lab-with-the-exact-same-logo-as-the-umbrella-corpor
"Raúl Rodolfo Abhduz Khan, biochemical engineer from Karmalah Laboratories, is the creator of the novel coronavirus.",Animal Político,2020/01/27 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=raul-rodolfo-abhduz-khan-biochemical-engineer-from-karmalah-laboratories-is-the-creator-of-the-novel-coronavirus
An Israeli analyst suggests that the coronavirus might be a biological weapon created in a laboratory.,Estadão Verifica,2020/01/27 ,Brazil,Partially false,https://www.poynter.org/?ifcn_misinformation=an-israeli-analyst-suggests-that-the-coronavirus-might-be-a-biological-weapon-created-in-a-laboratory
The coronavirus was created and patented by an American lab two years before the pandemic.,franceinfo,2020/01/27 ,France,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-created-and-patented-by-an-american-lab-two-years-before-the-pandemic
The Chinese Communist Party “will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.”,PolitiFact,2020/01/27 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-chinese-communist-party-will-finally-admit-that-the-real-source-of-the-coronavirus-is-from-a-lab-in-wuhan-linked-to-its-covert-biological-weapon-programs
Coronavirus may have originated in a lab linked to China’s biowarfare program.,Factcheck.kz,2020/01/27 ,"Kazakhstan, Russia",Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-may-have-originated-in-a-lab-linked-to-chinas-biowarfare-program
"Spreading coronavirus is the interest of the USA, because American laboratories are operating not only around Russia but in the surroundings of Asian countries and in Georgia (Lugar lab).",Myth Detector,2020/01/27 ,Georgia,False,https://www.poynter.org/?ifcn_misinformation=spreading-coronavirus-is-the-interest-of-the-usa-because-american-laboratories-are-operating-not-only-around-russia-but-in-the-surroundings-of-asian-countries-and-in-georgia-lugar-lab
"There is a Chinese patient at the Hi-Precision Diagnostics clinic in Alabang, Philippines, who was tested positive for the novel coronavirus or 2019 nCoV.",Rappler,2020/01/26 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-chinese-patient-at-the-hi-precision-diagnostics-clinic-in-alabang-philippines-who-was-tested-positive-for-the-novel-coronavirus-or-2019-ncov
Coronavirus has been originated in a laboratory linked to China’s biowarfare program.,Pagella Politica,2020/01/25 ,Italy,Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-has-been-originated-in-a-laboratory-linked-to-chinas-biowarfare-program-2
Coronavirus has been originated in a laboratory linked to China’s biowarfare program.,Pagella Politica,2020/01/25 ,Italy,Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-has-been-originated-in-a-laboratory-linked-to-chinas-biowarfare-program
Chinese scientists expelled from a Canadian microbiology lab took the novel coronavirus strain with them to China.,Décrypteurs - Radio-Canada and CBC,2020/01/25 ,Canada,False,https://www.poynter.org/?ifcn_misinformation=chinese-scientists-expelled-from-a-canadian-microbiology-lab-took-the-novel-coronavirus-strain-with-them-to-china
