claim,fact-check agency,time,orginated,label,poynter_url
"“The ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3,800,000 American dollars.",FactCheck.org,2020/06/11 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-biological-lab-in-wuhan-where-the-covid-19-virus-was-created-was-funded-by-president-barak-hussein-obama-in-2015-to-the-tune-of-3800000-american-dollars
“Plandemia”,Animal Político,2020/06/10 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=plandemia-this-video-claims-that-the-coronavirus-was-created-in-a-laboratory-and-that-it-is-a-plan-to-reduce-the-population-where-vaccines-and-abortion-are-involved-among-many-other-claims
A lab in Thane was closed for reporting false positive cases of COVID-19,BOOM FactCheck,2020/06/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-lab-in-thane-was-closed-for-reporting-false-positive-cases-of-covid-19
China is now using special glasses instead of laboratory equipment to screen for coronavirus.,PesaCheck,2020/06/09 ,Burundi,FALSE,https://www.poynter.org/?ifcn_misinformation=china-is-now-using-special-glasses-instead-of-laboratory-equipment-to-screen-for-coronavirus
MMS is the treatment for COVID19 and is available now in pharmacies in Iraq.,Fatabyyano,2020/06/08 ,Iraq,FALSE,https://www.poynter.org/?ifcn_misinformation=mms-is-the-treatment-for-covid19-and-is-available-now-in-pharmacies-in-iraq
"Tasuku Honjo, Nobel prize winner, stated that the SARS-Cov-2 was made in a lab in Wuhan, where he used to work.",Agência Lupa,2020/06/05 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=tasuku-honjo-nobel-prize-winner-stated-that-the-sars-cov-2-was-made-in-a-lab-in-wuhan-where-he-used-to-work
"A viral message circulating on WhatsApp claims that a vaccine would be available in September 2020, “thus ending speculation that the vaccine would not be available until 2021”.",Maldita.es,2020/06/03 ,Spain,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-viral-message-circulating-on-whatsapp-claims-that-a-vaccine-would-be-available-in-september-2020-thus-ending-speculation-that-the-vaccine-would-not-be-available-until-2021
The US are working on secret biological weapon in Tbilisi-based Lugar Lab. Its researchers conducted reserch on bats back in 2014.,Myth Detector,2020/06/03 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-us-are-working-on-secret-biological-weapon-in-tbilisi-based-lugar-lab-its-researchers-conducted-reserch-on-bats-back-in-2014
Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.,India Today,2020/06/03 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=japanese-nobel-laureate-dr-tasuku-honjo-has-said-china-manufactured-coronavirus-and-he-once-worked-at-the-wuhan-lab-which-later-produced-it
Migrant labourers in the state of Gujarat are protesting amidst the lockdown.,BOOM FactCheck,2020/05/26 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=migrant-labourers-in-the-state-of-gujarat-are-protesting-amidst-the-lockdown
Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.,Check Your Fact,2020/05/21 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=japanese-nobel-laureate-dr-tasuku-honjo-said-the-new-coronavirus-was-engineered-in-a-chinese-laboratory
Lithuanian parliament member said that there are some very serious reasons to believe that virus was made artificialy in a laboratory and everything is related to Gates and other millionaires plan to create artificial virus just to sell vaccines afterwards.,Delfi Melo Detektorius (Lie Detector),2020/05/21 ,Lithuania,FALSE,https://www.poynter.org/?ifcn_misinformation=lithuanian-parliament-member-said-that-there-are-some-very-serious-reasons-to-believe-that-virus-was-made-artificialy-in-a-laboratory-and-everything-is-related-to-gates-and-other-millionaires-plan-to
EUMM (European Union Monitoring Mission) is collecting biologial materials for dangerous experiments in the Lugar Lab alongside South Ossetian border. This is provied by the photos of medical car accompanying the mission patrols.,Myth Detector,2020/05/20 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=eumm-european-union-monitoring-mission-is-collecting-biologial-materials-for-dangerous-experiments-in-the-lugar-lab-alongside-south-ossetian-border-this-is-provied-by-the-photos-of-medical-car-acco
Migrant labourers stuck at the Delhi-Uttar Pradesh border as they try to return home.,The Quint,2020/05/19 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=migrant-labourers-stuck-at-the-delhi-uttar-pradesh-border-as-they-try-to-return-home
A video shows the situation in the Indian slum being extremely acute. No COVID-19 tests nor genuine figures are available there.,Taiwan FactCheck Center,2020/05/18 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-the-situation-in-the-indian-slum-being-extremely-acute-no-covid-19-tests-nor-genuine-figures-are-available-there
