claim,fact-check agency,time,orginated,label,poynter_url
"Russian psychic labels the pandemic a hoax adding that after the COVID-19 is gone and the vaccinations are done, a “mass murder of people” will begin and Bill Gates will play his part in it.",Myth Detector,2020/08/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=russian-psychic-labels-the-pandemic-a-hoax-adding-that-after-the-covid-19-is-gone-and-the-vaccinations-are-done-a-mass-murder-of-people-will-begin-and-bill-gates-will-play-his-part
"Multiple Facebook posts shared thousands of times claim the Australian government paid nursing homes AUS$25,000 for “labelling [COVID-19] as the main cause of deaths on death certificates”. The posts cite a purported broadcast with an unidentified man on an Australian radio station as evidence for the claim.",AFP,2020/08/07 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-facebook-posts-shared-thousands-of-times-claim-the-australian-government-paid-nursing-homes-aus25000-for-labelling-covid-19-as-the-main-cause-of-deaths-on-death-certificates
A warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,AFP,2020/08/05 ,France,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-warning-label-on-a-box-of-disposable-masks-shows-that-they-are-ineffective-at-protecting-against-the-spread-of-covid-19
Video allegedly featuring a group of doctors in white lab coats with a caption that noted that coronavirus does not kill and this video actually proves it,Myth Detector,2020/08/04 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=video-allegedly-featuring-a-group-of-doctors-in-white-lab-coats-with-a-caption-that-noted-that-coronavirus-does-not-kill-and-this-video-actually-proves-it
"Barack Obama, Melinda Gates and Anthony Fauci visited a laboratory in Wuhan.",Colombiacheck,2020/07/31 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=barack-obama-melinda-gates-and-anthony-fauci-visited-a-laboratory-in-wuhan
"Brazilian regulatory agency Anvisa labeled ivermectin a controled substance, because it’s cheap and helps save lives.",Estadão Verifica,2020/07/27 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=brazilian-regulatory-agency-anvisa-labeled-ivermectin-a-controled-substance-because-its-cheap-and-helps-save-lives
The President of Ghana revealed that the coronavirus was created in a laboratory.,La Silla Vacía,2020/07/27 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-president-of-ghana-revealed-that-the-coronavirus-was-created-in-a-laboratory
Claim,FactCheck Georgia,2020/07/24 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-top-georgian-health-official-gamkrelidze-said-the-covid-19-vaccine-will-be-available-in-georgia-in-several-weeks
The president of Ghana said that the coronavirus was created in a laboratory,Colombiacheck,2020/07/23 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-president-of-ghana-said-that-the-coronavirus-was-created-in-a-laboratory
"Obama, Dr. Fauci visited Wuhan lab in 2015",Newsmeter.in,2020/07/18 ,"India, USA",FALSE,https://www.poynter.org/?ifcn_misinformation=obama-dr-fauci-visited-wuhan-lab-in-2015
Minister Murillo assures that respirators are available “everywhere” in Bolivia,Bolivia Verifica,2020/07/17 ,Bolivia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=minister-murillo-assures-that-respirators-are-available-everywhere-in-bolivia
Chinese scientists have publicly stated that the coronavirus is lab-made,Myth Detector,2020/07/16 ,"Georgia, United States, China",Misleading,https://www.poynter.org/?ifcn_misinformation=chinese-scientists-have-publicly-stated-that-the-coronavirus-is-lab-made
Some statements by the American political scientist and activist Susan George in which she says that “Spaniards are laboratory rats,Maldita.es,2020/07/16 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=some-statements-by-the-american-political-scientist-and-activist-susan-george-in-which-she-says-that-spaniards-are-laboratory-rats-lets-see-how-much-punishment-they-tolerate-without-rebelling-the
Chinese scientists confess that the coronavirus was invented in a lab,FactCheck Georgia,2020/07/15 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-scientists-confess-that-the-coronavirus-was-invented-in-a-lab
Ghana’s president said the coronavirus was created in a laboratory.,Chequeado,2020/07/15 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=ghanas-president-said-the-coronavirus-was-created-in-a-laboratory-2
