claim,fact-check agency,time,orginated,label,poynter_url
American scientist Judy Mykowitz exposes facts about the US administration regarding coronavirus and accuses the US military of fabricating it in conjunction with the Wuhan Chinese laboratory.,Misbar,2020/05/17 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=american-scientist-judy-mykowitz-exposes-facts-about-the-us-administration-regarding-coronavirus-and-accuses-the-us-military-of-fabricating-it-in-conjunction-with-the-wuhan-chinese-laboratory
Migrant labourers are being denied entry in Uttar Pradesh by the UP government.,BOOM FactCheck,2020/05/16 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=migrant-labourers-are-being-denied-entry-in-uttar-pradesh-by-the-up-government
Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,PolitiFact,2020/05/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=says-a-warning-label-on-a-box-of-disposable-masks-shows-that-they-are-ineffective-at-protecting-against-the-spread-of-covid-19
Left-wing parties in Brazil asked the Supreme Court to prevent the Army from making beds at the Military Hospital available for people with COVID-19.,Aos Fatos,2020/05/16 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=left-wing-parties-in-brazil-asked-the-supreme-court-to-prevent-the-army-from-making-beds-at-the-military-hospital-available-for-people-with-covid-19
Migrant labourers are killing people in Delhi due to coronavirus lockdown.,The Quint,2020/05/15 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=migrant-labourers-are-killing-people-in-delhi-due-to-coronavirus-lockdown
"Workers who worked from 1990 to 2020 have the right to receive the Corona relief of INR120,000 from Ministry of Labour and Employment.",Digiteye India,2020/05/15 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=workers-who-worked-from-1990-to-2020-have-the-right-to-receive-the-corona-relief-of-inr120000-from-ministry-of-labour-and-employment
There is 5G equipment labeled “COV-19”.,FactCheck Georgia,2020/05/15 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-5g-equipment-labeled-cov-19
Photo showing the wounds on the feet of migrant labourers who had to travel all the way to their native places by foot due to the lockdown restrictions in India.,Factly,2020/05/14 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=photo-showing-the-wounds-on-the-feet-of-migrant-labourers-who-had-to-travel-all-the-way-to-their-native-places-by-foot-due-to-the-lockdown-restrictions-in-india
"Video shows migrant laborers protesting in Surat, Gujrat.",FactCrescendo,2020/05/14 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-migrant-laborers-protesting-in-surat-gujrat
"A video shows a man in a face mask, safety helmet and hi-vis work top. The man claims he has been installing “5G masts” and has opened a 5G device and found a label that says “COV.19” on a component on the circuit board inside.",AAP FactCheck,2020/05/14 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-man-in-a-face-mask-safety-helmet-and-hi-vis-work-top-the-man-claims-he-has-been-installing-5g-masts-and-has-opened-a-5g-device-and-found-a-label-that-says-cov-19-on-a-component-o
"Dr Mikovits, an established scientist, revealed that Dr Anthony Fauci was paid to cover up the extent of the problem caused by COVID-19. Also she revealed that SARS-CoV-2 was created in a lab and that influenza vaccines increase COVID-19 mortality by 36%.",Ellinika Hoaxes,2020/05/14 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-mikovits-an-established-scientist-revealed-that-dr-anthony-fauci-was-paid-to-cover-up-the-extent-of-the-problem-caused-by-covid-19-also-she-revealed-that-sars-cov-2-was-created-in-a-lab-and-that
Video showing a overcrowded Sharmik trains operated by the government of India for the travel of stranded migrant labourers during the current lockdown.,Factly,2020/05/14 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-showing-a-overcrowded-sharmik-trains-operated-by-the-government-of-india-for-the-travel-of-stranded-migrant-labourers-during-the-current-lockdown
Claims made in the viral video Plandemic include,TheJournal.ie,2020/05/13 ,"Ireland, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=claims-made-in-the-viral-video-plandemic-include-that-the-virus-was-manipulated-in-a-laboratory-setting-that-hydroxychloroquine-is-effective-against-these-families-of-viruses-and-that-wearing-a
"An “interagency” Facebook page of the labor and social welfare departments in the Philippines says “online applications” for the second wave of the government’s financial aid during the COVID-19 pandemic is now open, asking netizens to comment their personal details.",VERA Files,2020/05/13 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=an-interagency-facebook-page-of-the-labor-and-social-welfare-departments-in-the-philippines-says-online-applications-for-the-second-wave-of-the-governments-financial-aid-during-the-covid-19-pande
"Residents in Surat, India are protesting due to unavailability of food.",The Quint,2020/05/12 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=residents-in-surat-india-are-protesting-due-to-unavailability-of-food
