claim,fact-check agency,time,orginated,label,poynter_url
Coronavirus was created in a laboratory in Wuhan.,Faktograf,2020/02/06 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-created-in-a-laboratory-in-wuhan
"The novel coronavirus contains “pShuttle-SN” sequence, proving laboratory origin.",Science Feedback,2020/02/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-novel-coronavirus-contains-pshuttle-sn-sequence-proving-laboratory-origin-2
Label on disinfectant says the new coronavirus strain is not new.,Spondeo Media,2020/02/05 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=label-on-disinfectant-says-the-new-coronavirus-strain-is-not-new-2
"The novel coronavirus contains “pShuttle-SN” sequence, proving laboratory origin.",Science Feedback,2020/02/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-novel-coronavirus-contains-pshuttle-sn-sequence-proving-laboratory-origin
Label on disinfectant says the new coronavirus strain is not new.,Spondeo Media,2020/02/05 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=label-on-disinfectant-says-the-new-coronavirus-strain-is-not-new
The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.,FactCheck.org,2020/02/03 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-contains-hiv-insertions-and-shows-signs-of-being-created-in-a-lab
“The coronavirus was engineered by scientists in a lab.”,PolitiFact,2020/02/03 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-engineered-by-scientists-in-a-lab-2
“The coronavirus was engineered by scientists in a lab.”,PolitiFact,2020/02/03 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-engineered-by-scientists-in-a-lab
The Wuhan coronavirus was leaked from the Wuhan P4 lab.,Taiwan FactCheck Center,2020/02/03 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=the-wuhan-coronavirus-was-leaked-from-the-wuhan-p4-lab-2
The Wuhan coronavirus was leaked from the Wuhan P4 lab.,Taiwan FactCheck Center,2020/02/03 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=the-wuhan-coronavirus-was-leaked-from-the-wuhan-p4-lab
Chinese spies stole the coronavirus from a Canadian lab.,AFP,2020/01/31 ,Canada,False,https://www.poynter.org/?ifcn_misinformation=chinese-spies-stole-the-coronavirus-from-a-canadian-lab
"Scientists and experts answer questions and rumors about the coronavirus (bat soup, Wuhan P4 Laboratory, patented virus, people collapsing, etc).",franceinfo,2020/01/31 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-and-experts-answer-questions-and-rumors-about-the-coronavirus-bat-soup-wuhan-p4-laboratory-patented-virus-people-collapsing-etc
Coronavirus was created in a lab in order to destroy the Chinese economy. A vaccine is already available.,Raskrinkavanje,2020/01/31 ,Bosnia and Herzegovina,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-created-in-a-lab-in-order-to-destroy-the-chinese-economy-a-vaccine-is-already-available
Coronavirus SARS-CoV-2 is a weapon developed in a chinese lab.,Les Décodeurs,2020/01/30 ,"France, United States",False,https://www.poynter.org/?ifcn_misinformation=coronavirus-sars-cov-2-is-a-weapon-developed-in-a-chinese-lab
The lab from which the coronavirus originated has a similar symbol as the lab responsible for a mass outbreak in the Resident Evil games.,Full Fact,2020/01/30 ,United Kingdom,FALSE,https://www.poynter.org/?ifcn_misinformation=the-lab-from-which-the-coronavirus-originated-has-a-similar-symbol-as-the-lab-responsible-for-a-mass-outbreak-in-the-resident-evil-games
