claim,fact-check agency,time,orginated,label,poynter_url
COVID-19 vaccines contain microchips that will connect vaccinated people to 5G satellites.,FactCheck Georgia,2020/12/22 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-contain-microchips-that-will-connect-vaccinated-people-to-5g-satellites
"American professor and virologist Robert F. Garry notes that 5G high-frequency towers were installed to control humans implanted with microchips, whereas the Masons and the Rockefellers allocated millions of U.S. dollars to finance the coronavirus vaccine in order to implant microchips in humans and control them through special computers and 5G technology.",Myth Detector,2020/12/07 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=american-professor-and-virologist-robert-f-garry-notes-that-5g-high-frequency-towers-were-installed-to-control-humans-implanted-with-microchips-whereas-the-masons-and-the-rockefellers-allocated-mill
A long conspiracy video claims that,Agência Lupa,2020/12/03 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-long-conspiracy-video-claims-that-vaccines-can-alter-a-persons-dna-nanorobots-are-inserted-with-the-vaccine-to-collect-biometric-data-bill-gates-already-owns-this-data-and-the-body-can-receive-5
Magnetic fields and 5G networks activate and spread the coronavirus,Chequeado,2020/11/14 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=magnetic-fields-and-5g-networks-activate-and-spread-the-coronavirus
"5G networks are being secretly set up around the world. In Poland, rallies against the new world order take place.",VoxCheck,2020/10/31 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=5g-networks-are-being-secretly-set-up-around-the-world-in-poland-rallies-against-the-new-world-order-take-place
The global government uses pandemic as a cover to kill the retired people with 5G.,VoxCheck,2020/10/26 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=the-global-government-uses-pandemic-as-a-cover-to-kill-the-retired-people-with-5g
"With the Covid-19 tests, microchips are implanted in the body of the person being tested, through which, with the help of 5G technology and a genetic sample of DNA, important data about the specific person are extracted.",Vistinomer,2020/10/19 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=with-the-covid-19-tests-microchips-are-implanted-in-the-body-of-the-person-being-tested-through-which-with-the-help-of-5g-technology-and-a-genetic-sample-of-dna-important-data-about-the-specific-p
A video that affirm thath the high frequencies that 5G will use are dangerous and absorb oxygen wherever it penetrates,Newtral.es,2020/10/15 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-that-affirm-thath-the-high-frequencies-that-5g-will-use-are-dangerous-and-absorb-oxygen-wherever-it-penetrates
"The video shows shivering people affected by 5G in Wuhan. The comment claims that it is not coronavirus, which affects people, but 5G.",VoxCheck,2020/10/11 ,"Ukraine, China, South Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-shivering-people-affected-by-5g-in-wuhan-the-comment-claims-that-it-is-not-coronavirus-which-affects-people-but-5g
"5G and any mobile connection are incredibly harmful to people. Moreover, the coronavirus pandemic is related to 5G.",VoxCheck,2020/10/07 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-and-any-mobile-connection-are-incredibly-harmful-to-people-moreover-the-coronavirus-pandemic-is-related-to-5g
The COVID-19 vaccine contains HIV and 5G nanoparticles.,VoxCheck,2020/10/07 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-contains-hiv-and-5g-nanoparticles
"A Russian dubbed video states the United Nations has developed a program on establishing the New World order in 2021-2030. The UN has outlined its goals to eventually rule the world and these goals envisage an end to families and state sovereignty, implanting microchips in humans, spreading 5G technology, spreading global digital currency, creating world army, etc.",Myth Detector,2020/10/02 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-russian-dubbed-video-states-the-united-nations-has-developed-a-program-on-establishing-the-new-world-order-in-2021-2030-the-un-has-outlined-its-goals-to-eventually-rule-the-world-and-these-goals-en
"There is no Covid-19 pandemic. The chemtrails disseminate the nanoparticles, which kill people under the influence of 5G.",VoxCheck,2020/09/18 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-no-covid-19-pandemic-the-chemtrails-disseminate-the-nanoparticles-which-kill-people-under-the-influence-of-5g
A censored report from gendarmes on COVID-19 reveal 5G and COVID-19 are linked,AFP,2020/09/04 ,"France, Spain",FALSE,https://www.poynter.org/?ifcn_misinformation=a-censored-report-from-gendarmes-on-covid-19-reveal-5g-and-covid-19-are-linked
Video,FactCheck Georgia,2020/09/02 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=video-people-in-italy-are-burning-5g-masts
