claim,fact-check agency,time,orginated,label,poynter_url
5G Technology believed to have caused the coronavirus.,LeadStories,2020/03/18 ,United States,False,https://www.poynter.org/?ifcn_misinformation=5g-technology-believed-to-have-caused-the-coronavirus
COVID-19 is caused by 5G.,Décrypteurs - Radio-Canada,2020/03/16 ,Canada,False,https://www.poynter.org/?ifcn_misinformation=covid-19-is-caused-by-5g
No evidence that 5G is being forcibly installed in schools.,LeadStories,2020/03/16 ,United States,False,https://www.poynter.org/?ifcn_misinformation=no-evidence-that-5g-is-being-forcibly-installed-in-schools
COVID-19 is a vaccine that is ‘activated’ and spreads with the 5G.,Animal Político,2020/03/14 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-a-vaccine-that-is-activated-and-spreads-with-the-5g
Fake coronavirus pandemic is a cover-up for the “5G disease.”,Demagog,2020/03/10 ,Poland,False,https://www.poynter.org/?ifcn_misinformation=fake-coronavirus-pandemic-is-a-cover-up-for-the-5g-disease-2
Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.,Maldita.es,2020/03/09 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-caused-by-a-mysterious-vaccine-activation-distributed-in-china-by-chemtrails-and-activated-by-5g
5G is accelerating the spread of the new coronavirus.,FactCheck Georgia,2020/03/08 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-is-accelerating-the-spread-of-the-new-coronavirus
A video says COVID-19 is caused by 5G.,Décrypteurs - Radio-Canada,2020/03/07 ,Canada,False,https://www.poynter.org/?ifcn_misinformation=a-video-says-covid-19-is-caused-by-5g
The coronavirus outbreak is caused by 5G technology.,Science Feedback,2020/03/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-caused-by-5g-technology-2
There is a connection between 5G and Covid-19.,Correctiv,2020/03/05 ,Germany,No evidence,https://www.poynter.org/?ifcn_misinformation=there-is-a-connection-between-5g-and-covid-19
The coronavirus outbreak is caused by 5G technology.,Science Feedback,2020/03/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-caused-by-5g-technology
“Coronavirus hoax,PolitiFact,2020/03/02 ,United States,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-hoax-fake-virus-pandemic-fabricated-to-cover-up-global-outbreak-of-5g-syndrome
The link between COVID-19 and 5G is being hidden.,Faktograf,2020/02/24 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=the-link-between-covid-19-and-5g-is-being-hidden
COVID-19 was caused by 5G antennas.,15min.lt,2020/02/13 ,Lithuania,False,https://www.poynter.org/?ifcn_misinformation=covid-19-was-caused-by-5g-antennas
Several posts say that coronavirus deaths are linked to 5G technology.,Observador,2020/02/06 ,Portugal,FALSE,https://www.poynter.org/?ifcn_misinformation=several-posts-say-that-coronavirus-deaths-are-linked-to-5g-technology
