claim,fact-check agency,time,orginated,label,poynter_url
Stethoscopes send out 5G waves which can stop the heart.,Colombiacheck,2020/08/20 ,"Colombia, Mexico",FALSE,https://www.poynter.org/?ifcn_misinformation=stethoscopes-send-out-5g-waves-which-can-stop-the-heart
Chinese-made COVID-19 vaccines have microchips that allow 5G tracking,Aos Fatos,2020/08/06 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-made-covid-19-vaccines-have-microchips-that-allow-5g-tracking
Covid – 19 is a bacteria amplified by 5G technology,Colombiacheck,2020/08/06 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-a-bacteria-amplified-by-5g-technology
Chinese vaccines contain a microchip that receives 5G signals and allow Chinese government to interfere with your RNA,Agência Lupa,2020/08/04 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-vaccines-contain-a-microchip-that-receives-5g-signals-and-allow-chinese-government-to-interfere-with-your-rna
"The first wave of COVID-19 is just the flu. People die not due to COVID-19, but because of the 5G harmful influence.",VoxCheck,2020/07/31 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-first-wave-of-covid-19-is-just-the-flu-people-die-not-due-to-covid-19-but-because-of-the-5g-harmful-influence
The new coronavirus vaccine has “digitizable RNA” that is “activated by 5G” and can reactivate the virus.,Colombiacheck,2020/07/31 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-vaccine-has-digitizable-rna-that-is-activated-by-5g-and-can-reactivate-the-virus
"Publications that state that “the new vaccine contains digitizable ‘RNA’”, an alleged “replicant that is activated by 5G” and that is why “the virus can be reactivated after the patient recovers”",Chequeado,2020/07/25 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=publications-that-state-that-the-new-vaccine-contains-digitizable-rna-an-alleged-replicant-that-is-activated-by-5g-and-that-is-why-the-virus-can-be-reactivated-after-the-patien
The NIH confirms that 5G can cause Covid-19,Correctiv,2020/07/23 ,"Germany, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=the-nih-confirms-that-5g-can-cause-covid-19
5G generates the coronavirus SARS-CoV-2 in human skin cells.,Science Feedback,2020/07/23 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-generates-the-coronavirus-sars-cov-2-in-human-skin-cells
5G technology creates coronavirus in human cells,AFP,2020/07/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-creates-coronavirus-in-human-cells
The coronavirus is an amplified bacterium and is related to 5G.,La Silla Vacía,2020/07/15 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-an-amplified-bacterium-and-is-related-to-5g
"The new vaccine contains “RNA” Digitizable replicator that is activated with 5g, so that the virus can reactivate after the patient recovers",Animal Político,2020/07/14 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-vaccine-contains-rna-digitizable-replicator-that-is-activated-with-5g-so-that-the-virus-can-reactivate-after-the-patient-recovers
"5G weakens the immune system, phones cause cancer, and Google helps kill representatives of some religions people in China.",VoxCheck,2020/07/12 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=5g-weakens-the-immune-system-phones-cause-cancer-and-google-helps-kill-representatives-of-some-religions-people-in-china
5G spreads the new coronavirus.,Ecuador Chequea,2020/07/08 ,Ecuador,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-spreads-the-new-coronavirus
David Icke says the pandemic was caused by 5g technology.,Colombiacheck,2020/07/07 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=david-icke-says-the-pandemic-was-caused-by-5g-technology
