claim,fact-check agency,time,orginated,label,poynter_url
This video shows a 5G antenna component with Cov-19 mentioned on it,AFP,2020/06/04 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=this-video-shows-a-5g-antenna-component-with-cov-19-mentioned-on-it
"Donald Trump has stopped 5G, has canceled Bill Gates’ ID2020 and H.R. 6666 COVID-19 Trace bill.",Re:Check,2020/06/02 ,Latvia,Misleading,https://www.poynter.org/?ifcn_misinformation=donald-trump-has-stopped-5g-has-canceled-bill-gates-id2020-and-h-r-6666-covid-19-trace-bill
"A video has been shared thousands of times on social media, claiming that circuit boards with “COV-19” inscribed on them are being fitted to 5G towers.",AFP,2020/06/02 ,"Canada, United States, Australia, Malawi",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-shared-thousands-of-times-on-social-media-claiming-that-circuit-boards-with-cov-19-inscribed-on-them-are-being-fitted-to-5g-towers
"Italy did not follow WHO protocol and did an autopsy on a corpse that died from COVID-19 and realised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia, and multiple other claims.",Vishvas News,2020/06/02 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=italy-did-not-follow-who-protocol-and-did-an-autopsy-on-a-corpse-that-died-from-covid-19-and-realised-that-coronavirus-is-actually-not-a-virus-but-a-bacterium-which-gets-amplified-with-5g-electromagne
"Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID-19, the disease caused by the novel coronavirus. The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.",AFP,2020/05/31 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-facebook-posts-shared-thousands-of-times-by-filipino-facebook-users-make-several-false-claims-about-a-future-vaccine-for-covid-19-the-disease-caused-by-the-novel-coronavirus-the-posts-also
"Coronavirus was created artificially. Actually, people are dying from the effects of 5G technology, according to Leonard Caldwell.",VoxCheck,2020/05/30 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-created-artificially-actually-people-are-dying-from-the-effects-of-5g-technology-according-to-leonard-caldwell
A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and “demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks”.,Science Feedback,2020/05/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-study-by-bartomeu-payeras-i-cifre-shows-a-direct-correlation-between-5g-networks-and-covid-19-outbreaks-and-demonstrates-clearly-the-most-likely-probability-that-the-covid-19-hypoxic-injuries-and-h
5G towers have a ‘VOC 19’ component and cause coronavirus.,Colombiacheck,2020/05/29 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-towers-have-a-voc-19-component-and-cause-coronavirus
The coronavirus is a bacteria which expands with 5G.,La Silla Vacía,2020/05/27 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-a-bacteria-which-expands-with-5g
A photo shows the installation of a hidden 5G antenna.,Colombiacheck,2020/05/27 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-the-installation-of-a-hidden-5g-antenna
"The coronavirus disease is caused by a bacterium that, in turn, causes thrombosis. Moreover, these bacteria get stronger under the influence of the 5G waves.",VoxCheck,2020/05/26 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-disease-is-caused-by-a-bacterium-that-in-turn-causes-thrombosis-moreover-these-bacteria-get-stronger-under-the-influence-of-the-5g-waves
A study by Spanish biologist Bartomeu Payeras i Cifre proves that there is a connection between 5G and outbreaks of the coronavirus.,Correctiv,2020/05/26 ,"Germany, Spain",No evidence,https://www.poynter.org/?ifcn_misinformation=a-study-by-spanish-biologist-bartomeu-payeras-i-cifre-proves-that-there-is-a-connection-between-5g-and-outbreaks-of-the-coronavirus
Mulitple Facebook posts shared thousands of times claim the Italian health ministry has discovered COVID-19 is caused by bacteria. The posts go on to claim the health ministry discovered COVID-19 is exacerbated by 5G technology and can be cured using painkillers and antibiotics.,AFP,2020/05/24 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=mulitple-facebook-posts-shared-thousands-of-times-claim-the-italian-health-ministry-has-discovered-covid-19-is-caused-by-bacteria-the-posts-go-on-to-claim-the-health-ministry-discovered-covid-19-is-e
An image of a cactus-shaped antenna claiming that it is a 5G antenna and that they hide them so that “people do not realize that they are radioactive and emit electromagnetic frequency waves”.,Maldita.es,2020/05/23 ,"Spain, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-of-a-cactus-shaped-antenna-claiming-that-it-is-a-5g-antenna-and-that-they-hide-them-so-that-people-do-not-realize-that-they-are-radioactive-and-emit-electromagnetic-frequency-waves
Italy found the cure to the coronavirus and the illness is due to 5G.,Newtral.es,2020/05/22 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=italy-found-the-cure-to-the-coronavirus-and-the-illness-is-due-to-5g
