claim,fact-check agency,time,orginated,label,poynter_url
Croatian doctor claims that coronavirus was created by 5G network with the goal to force obligatory vaccination.,Faktograf,2020/04/15 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=croatian-doctor-claims-that-coronavirus-was-created-by-5g-network-with-the-goal-to-force-obligatory-vaccination
Video shows Italians are burning 5G tower due to coronavirus pandemic.,Demagog,2020/04/14 ,"Poland, Italy",FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-italians-are-burning-5g-tower-due-to-coronavirus-pandemic
The government takes the opportunity of the epidemy to discreetly develop 5G in France.,CheckNews,2020/04/13 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=the-government-takes-the-opportunity-of-the-epidemy-to-discreetly-develop-5g-in-france
Countries without 5G are free from coronavirus,Demagog,2020/04/13 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=countries-without-5g-are-free-from-coronavirus
5G caused the spread of coronavirus.,VoxCheck,2020/04/11 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-caused-the-spread-of-coronavirus
5G is the real cause of the epidemic.,franceinfo,2020/04/11 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-is-the-real-cause-of-the-epidemic
Ali Gomaa ( famous islamic sheikh) in his program said that 5G may have had a role in the spread of COVID-19.,Fatabyyano,2020/04/11 ,"Middle East, North Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=ali-gomaa-famous-islamic-sheikh-in-his-program-said-that-5g-may-have-had-a-role-in-the-spread-of-covid-19
"The coronavirus COVID-19 is actually “not a biological weapon”, but a consequence of the 5G network, which “suffocates” humans.",Animal Político,2020/04/11 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-covid-19-is-actually-not-a-biological-weapon-but-a-consequence-of-the-5g-network-which-suffocates-humans
A graphic purporting to detail health risks due to 5G-induced radiation has been published on various websites and shared hundreds of times on Facebook and Twitter. The image was shared as other hoaxes circulated claiming that COVID-19 is linked to the global rollout of 5G networks.,AFP,2020/04/10 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-graphic-purporting-to-detail-health-risks-due-to-5g-induced-radiation-has-been-published-on-various-websites-and-shared-hundreds-of-times-on-facebook-and-twitter-the-image-was-shared-as-other-hoaxe
China asked France to give Huawei the French 5G market in exchange for masks against COVID-19.,franceinfo,2020/04/10 ,"France, China",FALSE,https://www.poynter.org/?ifcn_misinformation=china-asked-france-to-give-huawei-the-french-5g-market-in-exchange-for-masks-against-covid-19
An article says that Britain has “pulled out” of a 5G contract with Chinese company Huawei because test kits were found to be contaminated with coronavirus.,AfricaCheck,2020/04/09 ,"India, Ivory Coast",FALSE,https://www.poynter.org/?ifcn_misinformation=an-article-says-that-britain-has-pulled-out-of-a-5g-contract-with-chinese-company-huawei-because-test-kits-were-found-to-be-contaminated-with-coronavirus
David Icke’s claims that 5G waves can prevent oxygen uptake into the human body and that one can target a nursing home and remove oxygen from it with the help of 5G,Raskrinkavanje,2020/04/09 ,"Bosnia and Herzegovina, Croatia, Serbia",FALSE,https://www.poynter.org/?ifcn_misinformation=david-ickes-claims-that-5g-waves-can-prevent-oxygen-uptake-into-the-human-body-and-that-one-can-target-a-nursing-home-and-remove-oxygen-from-it-with-the-help-of-5g
"A vital video depicts angry citizens in the city of Wuhan, where the outbreak of SARS-CoV-2 began, bringing down a 5G tower due to its connection with the increased deaths from the COVID-19 pandemic.",Ellinika Hoaxes,2020/04/09 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-vital-video-depicts-angry-citizens-in-the-city-of-wuhan-where-the-outbreak-of-sars-cov-2-began-bringing-down-a-5g-tower-due-to-its-connection-with-the-increased-deaths-from-the-covid-19-pandemic
"A screenshot of an article about the link between coronavirus and 5G, which Dutch news medium De Telegraaf alledgedly published and deleted.",Nieuwscheckers,2020/04/09 ,Netherlands,FALSE,https://www.poynter.org/?ifcn_misinformation=a-screenshot-of-an-article-about-the-link-between-coronavirus-and-5g-which-dutch-news-medium-de-telegraaf-alledgedly-published-and-deleted
"Coronavirus epidemic is a hoax, used to cover-up that 5G network is secretly being installed in Croatia’s capital city Zagreb.",Faktograf,2020/04/07 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-epidemic-is-a-hoax-used-to-cover-up-that-5g-network-is-secretly-being-installed-in-croatias-capital-city-zagreb
