claim,fact-check agency,time,orginated,label,poynter_url
Coronavirus outbreak is due to 5G.,Newtral.es,2020/05/11 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-outbreak-is-due-to-5g
5G towers weaken our immunity and expose us to Coronavirus.,Digiteye India,2020/05/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-towers-weaken-our-immunity-and-expose-us-to-coronavirus
Bill Gates is funding a vaccine in adhesive patch form. The vaccine contains a microchip that is going to be used to monitor people via 5G network.,Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-funding-a-vaccine-in-adhesive-patch-form-the-vaccine-contains-a-microchip-that-is-going-to-be-used-to-monitor-people-via-5g-network
"A video has been viewed more than 100,000 times in multiple Facebook posts that claim to show a 5G mast burning in the Italian city of La Spezia.",AFP,2020/05/07 ,"Australia, Poland, Netherlands",misleading,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-more-than-100000-times-in-multiple-facebook-posts-that-claim-to-show-a-5g-mast-burning-in-the-italian-city-of-la-spezia
"A video has been viewed more than 100,000 times in multiple Facebook posts that claim to show a 5G mast burning in the Italian city of La Spezia.",AFP,2020/05/07 ,"Australia, Poland, Netherlands",misleading,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-more-than-100000-times-in-multiple-facebook-posts-that-claim-to-show-a-5g-mast-burning-in-the-italian-city-of-la-spezia-2
"According to David Icke, there is no COVID-19 pandemic and 5G is poison to human cells.",VoxCheck,2020/05/05 ,"Ukraine, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-david-icke-there-is-no-covid-19-pandemic-and-5g-is-poison-to-human-cells
US Defense Secretary Mark Esper let slip that 5G could be destructive and it has something to do with pandemic.,Myth Detector,2020/05/05 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=us-defense-secretary-mark-esper-let-slip-that-5g-could-be-destructive-and-it-has-something-to-do-with-pandemic
A post shared hundreds of times on Facebook claims that the Nigerian presidency imposed a curfew to allow Chinese companies to build 5G masts.,AFP,2020/05/05 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-shared-hundreds-of-times-on-facebook-claims-that-the-nigerian-presidency-imposed-a-curfew-to-allow-chinese-companies-to-build-5g-masts
"COVID-19 is an exosome, and the pandemic is related to 5G signals.",Chequeado,2020/05/05 ,"Argentina, Spain, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-an-exosome-and-the-pandemic-is-related-to-5g-signals
5G frequences are negatively affecting the oxygen absorbion by the human body and it worsen the symptoms of COVID-19.,Ellinika Hoaxes,2020/05/04 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-frequences-are-negatively-affecting-the-oxygen-absorbion-by-the-human-body-and-it-worsen-the-symptoms-of-covid-19
"A series of claims, including that the COVID-19 pandemic was “fake” and 5G telecommunications is causing the illness.",AAP FactCheck,2020/05/01 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-series-of-claims-including-that-the-covid-19-pandemic-was-fake-and-5g-telecommunications-is-causing-the-illness
"When the COVID-19 vaccine is introduced, microchips will also be introduced into the human body, then 5G networks will come into play, through which the world’s elite will send various signals to nanochips that have settled in human organisms. They will want to send such a signal that only the a “Golden” billion will remain on Earth.",Factcheck.kz,2020/05/01 ,"Russia, Kazakhstan, Kyrgyzstan",FALSE,https://www.poynter.org/?ifcn_misinformation=when-the-covid-19-vaccine-is-introduced-microchips-will-also-be-introduced-into-the-human-body-then-5g-networks-will-come-into-play-through-which-the-worlds-elite-will-send-various-signals-to-nano
COVID-19 is fake and just a coverup for 5G technology.,Vishvas News,2020/04/29 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-fake-and-just-a-coverup-for-5g-technology
5G technology is the cause of the coronavirus.,Colombiacheck,2020/04/28 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-is-the-cause-of-the-coronavirus
Indian company Jio offering 25GB of free data daily during the COVID-19 lockdown.,Vishvas News,2020/04/27 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=indian-company-jio-offering-25gb-of-free-data-daily-during-the-covid-19-lockdown
