claim,fact-check agency,time,orginated,label,poynter_url
5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,Science Feedback,2020/04/07 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-exposure-radiation-pollution-compromises-the-structure-and-function-of-hemoglobin-in-cells-and-worsens-covid-19-pandemic
A report from the Georgia Institute of Technology links 5G to the immune system and coronavirus.,Open,2020/04/06 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=a-report-from-the-georgia-institute-of-technology-links-5g-to-the-immune-system-and-coronavirus
Coronavirus is fake or a made-up ploy by 5G.,LeadStories,2020/04/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-fake-or-a-made-up-ploy-by-5g
5G technology is responsible for the increasing number of deaths from COVID-19.,Ellinika Hoaxes,2020/04/05 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-technology-is-responsible-for-the-increasing-number-of-deaths-from-covid-19
"Facebook users calling for mass meditation, “to open up magical portal” that will stop coronavirus and 5G (that allegedly causes coronavirus).",Delfi Melo Detektorius (Lie Detector),2020/04/03 ,Lithuania,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-users-calling-for-mass-meditation-to-open-up-magical-portal-that-will-stop-coronavirus-and-5g-that-allegedly-causes-coronavirus
This map shows that the spread of coronavirus epidemic is the same as 5G deployment on French territory.,AFP,2020/04/02 ,France,False,https://www.poynter.org/?ifcn_misinformation=this-map-shows-that-the-spread-of-coronavirus-epidemic-is-the-same-as-5g-deployment-on-french-territory
Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,PolitiFact,2020/04/02 ,United States,False,https://www.poynter.org/?ifcn_misinformation=says-video-shows-the-chinese-are-destroying-the-5g-poles-as-they-are-aware-that-it-is-the-thing-triggering-the-corona-symptoms
A hoax claim has been shared hundreds of times on Facebook and Twitter that certain viral outbreaks in the last 100 years aligned with the introduction of new telecommunications technologies. The posts suggest that the ongoing COVID-19 pandemic is linked to the rollout of 5G mobile phone technology.,AFP,2020/04/02 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-hoax-claim-has-been-shared-hundreds-of-times-on-facebook-and-twitter-that-certain-viral-outbreaks-in-the-last-100-years-aligned-with-the-introduction-of-new-telecommunications-technologies-the-post
"Video shows demolished 5G stations in Hong Kong, protestors held the 5G responsible for COVID-19.",Teyit,2020/04/02 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=video-shows-demolished-5g-stations-in-hong-kong-protestors-held-the-5g-responsible-for-covid-19
There is a connection between the COVID-19 outbreak and 5G technology.,Teyit,2020/03/31 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-connection-between-the-covid-19-outbreak-and-5g-technology
Coronavirus is caused by 5G.,LeadStories,2020/03/31 ,United States,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-caused-by-5g
A publication that affirms the coronavirus was created in the United States to kill elderly people and stop 5G development.,Maldita.es,2020/03/31 ,"Spain, United States",False,https://www.poynter.org/?ifcn_misinformation=a-publication-that-affirms-the-coronavirus-was-created-in-the-united-states-to-kill-elderly-people-and-stop-5g-development
The electromagnetic waves of 5G penetrate the cells and weaken the immune system.,Open,2020/03/30 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=the-electromagnetic-waves-of-5g-penetrate-the-cells-and-weaken-the-immune-system
"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel coronavirus.",AFP,2020/03/29 ,Hong Kong,False,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-tens-of-thousands-of-times-in-multiple-facebook-instagram-and-youtube-posts-which-claim-it-shows-people-in-china-toppling-a-5g-tower-because-of-fears-that-it-cause-the-novel-c
Says a “5G Law Passed while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,PolitiFact,2020/03/28 ,United States,Mostly false,https://www.poynter.org/?ifcn_misinformation=says-a-5g-law-passed-while-everyone-was-distracted-with-the-coronavirus-pandemic-and-lists-20-symptoms-associated-with-5g-exposure
