claim,fact-check agency,time,orginated,label,poynter_url
A series of unsubstantiated claims from an interview with David Icke. Amongst the allegation were the alleged connection between 5G and coronavirus and the claim that doctors characterise every death as a COVID-19 fatality.,Ellinika Hoaxes,2020/04/26 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-series-of-unsubstantiated-claims-from-an-interview-with-david-icke-amongst-the-allegation-were-the-alleged-connection-between-5g-and-coronavirus-and-the-claim-that-doctors-characterise-every-death
UK dropped Huawei as 5G vendor due to coronavirus fears.,Myth Detector,2020/04/25 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=uk-dropped-huawei-as-5g-vendor-due-to-coronavirus-fears
"5G is weakening the immune system, which causes the coronavirus.",Détecteur de rumeurs,2020/04/24 ,"Canada, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=5g-is-weakening-the-immune-system-which-causes-the-coronavirus
The 5G network causes flu symptoms and it caused the COVID-19 pandemic.,Chequeado,2020/04/21 ,"Argentina, Chile, Mexico, Spain",FALSE,https://www.poynter.org/?ifcn_misinformation=the-5g-network-causes-flu-symptoms-and-it-caused-the-covid-19-pandemic
"Coronavirus is a lie, it was caused by 5G and the goal is to implant the entire population with microchips.",Faktograf,2020/04/20 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-a-lie-it-was-caused-by-5g-and-the-goal-is-to-implant-the-entire-population-with-microchips
5G is being secretly installed in Croatia in the shadow of the coronavirus pandemic.,Faktograf,2020/04/20 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-is-being-secretly-installed-in-croatia-in-the-shadow-of-the-coronavirus-pandemic
Video shows people in China tearing down a 5G pole because it is “triggering the Corona symptoms.”,Check Your Fact,2020/04/20 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-people-in-china-tearing-down-a-5g-pole-because-it-is-triggering-the-corona-symptoms
"According to a meme, in 2003, when 3G was introduced to the world, there was an outbreak of Sars, or severe acute respiratory syndrome. In 2009, 4G was introduced and there was a swine flu outbreak, and in 2020, when 5G was introduced, the world has suffered the coronavirus outbreak.",AfricaCheck,2020/04/20 ,"Nigeria, West Africa, Southern Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-a-meme-in-2003-when-3g-was-introduced-to-the-world-there-was-an-outbreak-of-sars-or-severe-acute-respiratory-syndrome-in-2009-4g-was-introduced-and-there-was-a-swine-flu-outbreak-a
There is a relationship between COVID-19 and the 5G network.,Verificado,2020/04/20 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-relationship-between-covid-19-and-the-5g-network
The COVID-19 pandemic was caused by the 5G network. All influenza pandemics are caused by the “electrification” of the earth.,Animal Político,2020/04/20 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=the-covid-19-pandemic-was-caused-by-the-5g-network-all-influenza-pandemics-are-caused-by-the-electrification-of-the-earth
"COVID-19, MERS and H1N1 epidemics coincide with the installation of 3G, 4G and 5G networks respectively.",Poligrafo,2020/04/20 ,Portugal,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-mers-and-h1n1-epidemics-coincide-with-the-installation-of-3g-4g-and-5g-networks-respectively
The coronavirus is caused by 5G technology.,Maldita.es,2020/04/17 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-caused-by-5g-technology
A map showing 5G antennas in Italy with accompanying claim that they are related to the coronavirus pandemic.,Demagog,2020/04/17 ,"Poland, Italy",FALSE,https://www.poynter.org/?ifcn_misinformation=a-map-showing-5g-antennas-in-italy-with-accompanying-claim-that-they-are-related-to-the-coronavirus-pandemic
5G mobile networks are linked to the coronavirus outbreak.,Rappler,2020/04/16 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-mobile-networks-are-linked-to-the-coronavirus-outbreak
COVID-19 linked to 5G technology.,Re:Check,2020/04/15 ,Latvia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-linked-to-5g-technology
