claim,fact-check agency,time,orginated,label,poynter_url
"A Coronavac volunteer was admitted in an ICU at a hospital in Barretos, right after receiving the vaccine",Agência Lupa,2020/10/16 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-coronavac-volunteer-was-admitted-in-an-icu-at-a-hospital-in-barretos-right-after-receiving-the-vaccine
"Social media message claim that in Spain the hospitals are empty, that Spain is the only country that has imposed the use of the masks and that the health workers can not talk with the media, among other things",Newtral.es,2020/10/15 ,Spain,Partially false,https://www.poynter.org/?ifcn_misinformation=social-media-message-claim-that-in-spain-the-hospitals-are-empty-that-spain-is-the-only-country-that-has-imposed-the-use-of-the-masks-and-that-the-health-workers-can-not-talk-with-the-media-among-ot
66% of those hospitalized with COVID-19 in New York became infected through ventilation at home.,VoxCheck,2020/10/10 ,"Ukraine, United States",No evidence,https://www.poynter.org/?ifcn_misinformation=66-of-those-hospitalized-with-covid-19-in-new-york-became-infected-through-ventilation-at-home
"Every day in Germany more people die because of wrong medical treatment, misuse of drugs or hospital germs than of Covid-19",Correctiv,2020/10/09 ,Germany,No evidence,https://www.poynter.org/?ifcn_misinformation=every-day-in-germany-more-people-die-because-of-wrong-medical-treatment-misuse-of-drugs-or-hospital-germs-than-of-covid-19
A patient positive for coronavirus managed to escape from the City General Hospital “8 September”. Several media outlets spread this news with the addition that “the patient disguised himself as a doctor and thus managed to escape”.,Vistinomer,2020/10/07 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-patient-positive-for-coronavirus-managed-to-escape-from-the-city-general-hospital-8-september-several-media-outlets-spread-this-news-with-the-addition-that-the-patient-disguised-himself-as-a-doc
Posts on social media claim that several presidents of Taiwanese hospitals have warned to keep up vigilance and wear masks due to some uncommon data,Taiwan FactCheck Center,2020/10/06 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=posts-on-social-media-claim-that-several-presidents-of-taiwanese-hospitals-have-warned-to-keep-up-vigilance-and-wear-masks-due-to-some-uncommon-data
Hundreds of bikers gathered in prayer for Donald Trump after the US president was hospitalized for Covid-19,AFP,2020/10/06 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=hundreds-of-bikers-gathered-in-prayer-for-donald-trump-after-the-us-president-was-hospitalized-for-covid-19
Two hospitals in Madrid close its Covid-floors because there are no patients,Maldita.es,2020/10/05 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=two-hospitals-in-madrid-close-its-covid-floors-because-there-are-no-patients
"A video supossedly shows an empty intensive care floor in a Valencia Hospital, it’s been used to say that the situation is not so bad.",Maldita.es,2020/10/02 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-supossedly-shows-an-empty-intensive-care-floor-in-a-valencia-hospital-its-been-used-to-say-that-the-situation-is-not-so-bad
"Medellín has 1,000 beds of active Intensive Care Units, and the city expanded its hospital capacity by 200% in six months.",Colombiacheck,2020/10/02 ,Colombia,Partially false,https://www.poynter.org/?ifcn_misinformation=medellin-has-%e2%80%8b%e2%80%8b1000-beds-of-active-intensive-care-units-and-the-city-expanded-its-hospital-capacity-by-200-in-six-months
"In Vienna there are 10 children in hospital with a lung fungus infection, which they got because of face masks",Correctiv,2020/10/01 ,"Germany, Austria",No evidence,https://www.poynter.org/?ifcn_misinformation=in-vienna-there-are-10-children-in-hospital-with-a-lung-fungus-infection-which-they-got-because-of-face-masks
The statement from a former COVID-19 skeptic who supposedly changed his mind after he was hospitalised in an ICU as a COVID-19 case are staged. This is evident by the fact that he is not intubated.,Ellinika Hoaxes,2020/09/29 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=the-statement-from-a-former-covid-19-skeptic-who-supposedly-changed-his-mind-after-he-was-hospitalised-in-an-icu-as-a-covid-19-case-are-staged-this-is-evident-by-the-fact-that-he-is-not-intubated
A Tv show in Spain showed images of what it claimed to be Madrid hospitals but were actually from China,AFP,2020/09/25 ,Spain,Misleading,https://www.poynter.org/?ifcn_misinformation=a-tv-show-in-spain-showed-images-of-what-it-claimed-to-be-madrid-hospitals-but-were-actually-from-china
A viral Whatsapp Message says that various hospitals in Madrid request workers via email,Maldita.es,2020/09/25 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-viral-whatsapp-message-says-that-various-hospitals-in-madrid-request-workers-via-email
A viral post says that Germany suspended PCR test and that Spanish hospitals are empty,Maldita.es,2020/09/25 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-viral-post-says-that-germany-suspended-pcr-test-and-that-spanish-hospitals-are-empty
