claim,fact-check agency,time,orginated,label,poynter_url
People over 60 years of age are being vaccinated against COVID-19 without prior appointment at the Germans Trias Hospital in Badalona (Barcelona),Maldita.es,2021/05/04 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=people-over-60-years-of-age-are-being-vaccinated-against-covid-19-without-prior-appointment-at-the-germans-trias-hospital-in-badalona-barcelona
"It is not known whether the Chinese vaccines that arrived in the country are from Sinopharm or from Sinovac. As is well known, the effectiveness of the second type of vaccine is barely 50.7 percent against infection and 78 percent against the severe forms of the disease (pneumonia). In other words, one in 4-5 people vaccinated with this vaccine will get pneumonia, with a chance of ending up in the hospital, which is worrying.",Vistinomer,2021/05/04 ,North Macedonia,partly false,https://www.poynter.org/?ifcn_misinformation=it-is-not-known-whether-the-chinese-vaccines-that-arrived-in-the-country-are-from-sinopharm-or-from-sinovac-as-is-well-known-the-effectiveness-of-the-second-type-of-vaccine-is-barely-50-7-percent-ag
DRDO has set up hospitals in Mumbai and Bangalore to help with fighting COVID-19,BOOM FactCheck,2021/05/02 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=drdo-has-set-up-hospitals-in-mumbai-and-bangalore-to-help-with-fighting-covid-19
The Chinese medicine recipe from Tri-Service General Hospital can kill all types of Covid-19 virus.,Taiwan FactCheck Center,2021/05/01 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chinese-medicine-recipe-from-tri-service-general-hospital-can-kill-all-types-of-covid-19-virus
Moderna’s COVID-19 vaccine contains “Luciferin dissolved with 66.6 ml of distilled phosphate buffer solution.”,Check Your Fact,2021/04/30 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=modernas-covid-19-vaccine-contains-luciferin-dissolved-with-66-6-ml-of-distilled-phosphate-buffer-solution
"Photo of a 1,500-bed hospital set up to cope with surging Covid-19 cases in the northern Indian city of Lucknow.",AFP,2021/04/29 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-a-1500-bed-hospital-set-up-to-cope-with-surging-covid-19-cases-in-the-northern-indian-city-of-lucknow
Video in which health workers complain that COVID-19 cases are being invented in a hospital in Mexico,Maldita.es,2021/04/29 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=video-in-which-health-workers-complain-that-covid-19-cases-are-being-invented-in-a-hospital-in-mexico
Nurses singing religious hymns show an empty hospital in Brazil,Estadão Verifica,2021/04/28 ,Brazil,Missing Context,https://www.poynter.org/?ifcn_misinformation=nurses-singing-religious-hymns-show-an-empty-hospital-in-brazil
There is an alleged letter from the director of the Argerich hospital to Alberto Fernandez after his remarks about the “relaxation” of the health system.,Chequeado,2021/04/25 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-an-alleged-letter-from-the-director-of-the-argerich-hospital-to-alberto-fernandez-after-his-remarks-about-the-relaxation-of-the-health-system
People are falling on the streets due to lack of oxygen in hospitals in India,BOOM FactCheck,2021/04/25 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=people-are-falling-on-the-streets-due-to-lack-of-oxygen-in-hospitals-in-india
"As Indian hospitals buckle under record Covid-19 infections, a photo of an elderly woman sitting by the road with an oxygen",AFP,2021/04/23 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=as-indian-hospitals-buckle-under-record-covid-19-infections-a-photo-of-an-elderly-woman-sitting-by-the-road-with-an-oxygen
Empty beds showed in a Brazilian hospital revealing the “truth about the pandemic” in the country,AFP,2021/04/22 ,"Brazil, France",Misleading,https://www.poynter.org/?ifcn_misinformation=empty-beds-showed-in-a-brazilian-hospital-revealing-the-truth-about-the-pandemic-in-the-country
Inhaling the mixture of camphor and carom seeds improved the oxygen level that had fallen significantly due to corona infection and the patient wasn’t needed to be taken to the hospital.,Vishvas News,2021/04/21 ,India,Fake,https://www.poynter.org/?ifcn_misinformation=inhaling-the-mixture-of-camphor-and-carom-seeds-improved-the-oxygen-level-that-had-fallen-significantly-due-to-corona-infection-and-the-patient-wasnt-needed-to-be-taken-to-the-hospital
Swiss Health Minister visited still models in hospital.,Teyit,2021/04/20 ,"Turkey, Switzerland",FALSE,https://www.poynter.org/?ifcn_misinformation=swiss-health-minister-visited-still-models-in-hospital
"Doctor Fu, who works at Taichung Veterans General Hospital forced and cheated a 70-year-old into getting AstraZeneca vaccine on April 16.",Taiwan FactCheck Center,2021/04/19 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=doctor-fu-who-works-at-taichung-veterans-general-hospital-forced-and-cheated-a-70-year-old-into-getting-astrazeneca-vaccine-on-april-16
