claim,fact-check agency,time,orginated,label,poynter_url
Chinese elderly couple infected with coronavirus says goodbye while they are in a hospital.,Spondeo Media,2020/02/12 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=chinese-elderly-couple-infected-with-coronavirus-says-goodbye-while-they-are-in-a-hospital-2
Chinese elderly couple infected with coronavirus says goodbye while they are in a hospital.,Spondeo Media,2020/02/12 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=chinese-elderly-couple-infected-with-coronavirus-says-goodbye-while-they-are-in-a-hospital
A coronavirus-infected girl was admitted to Badulla Hospital in Sri Lanka.,FactCrescendo,2020/02/09 ,Sri Lanka,False,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-infected-girl-was-admitted-to-badulla-hospital-in-sri-lanka
"A case of the novel coronavirus was registered in a hospital in Maranhão, Brazil.",Agência Lupa,2020/02/05 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=a-case-of-the-novel-coronavirus-was-registered-in-a-hospital-in-maranhao-brazil
Three photos show coronavirus hospitals In China.,Misbar,2020/02/04 ,"Middle East, North Africa",Misleading,https://www.poynter.org/?ifcn_misinformation=three-photos-show-coronavirus-hospitals-in-china
A video shows a new hospital for coronavirus patients in China.,Factly,2020/02/03 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-new-hospital-for-coronavirus-patients-in-china
27 patients with coronavirus are in a Rome hospital.,Pagella Politica,2020/02/03 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=27-patients-with-coronavirus-are-in-a-rome-hospital-2
27 patients with coronavirus are in a Rome hospital.,Pagella Politica,2020/02/03 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=27-patients-with-coronavirus-are-in-a-rome-hospital
A photo shows the newly built hospital in Wuhan.,Newschecker,2020/02/01 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-the-newly-built-hospital-in-wuhan
A video caption said,France 24 Observers,2020/02/01 ,France,False,https://www.poynter.org/?ifcn_misinformation=a-video-caption-said-doctor-affected-by-the-virus-in-a-hospital-in-wuhan-china
A coronavirus case was confirmed in the Istanbul Medical School Hospital.,Teyit,2020/02/01 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-case-was-confirmed-in-the-istanbul-medical-school-hospital
A coronavirus case was confirmed in the Istanbul Medical School Hospital.,Teyit,2020/02/01 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-case-was-confirmed-in-the-istanbul-medical-school-hospital-2
A photo shows a new hospital in Wuhan.,AFP,2020/01/31 ,Algeria,False,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-a-new-hospital-in-wuhan
China builds a hospital for coronavirus patients in 48 hours.,FactCrescendo,2020/01/31 ,Sri Lanka,False,https://www.poynter.org/?ifcn_misinformation=china-builds-a-hospital-for-coronavirus-patients-in-48-hours
China builds a hospital for coronavirus patients in 48 hours.,Newtral.es,2020/01/31 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=china-builds-a-hospital-for-coronavirus-patients-in-48-hours-3
