claim,fact-check agency,time,orginated,label,poynter_url
"Audio allegedly from a CEO of a major hospital in São Paulo, Brazil, gives a higher number of deaths from coronavirus than officially announced.",Estadão Verifica,2020/03/18 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=audio-allegedly-from-a-ceo-of-a-major-hospital-in-sao-paulo-brazil-gives-a-higher-number-of-deaths-from-coronavirus-than-officially-announced
"La Paz, Gregorio Marañon or 12 de octubre hospitals are closing because the are over capacity.",Newtral.es,2020/03/18 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=la-paz-gregorio-maranon-or-12-de-octubre-hospitals-are-closing-because-the-are-over-capacity
Peru has just nationalized hospitals and clinics.,OjoPúblico,2020/03/18 ,Peru,False,https://www.poynter.org/?ifcn_misinformation=peru-has-just-nationalized-hospitals-and-clinics
"In Ecuador, Maritza Frías, former director of the Teófilo Dávila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected.",Ecuador Chequea,2020/03/18 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=in-ecuador-maritza-frias-former-director-of-the-teofilo-davila-hospital-in-machala-and-mauro-calle-former-manager-of-this-health-center-concealed-official-figures-of-those-infected
A Tokyo hospital destroys all the PCR-tested samples and tells patients instead that they have tested negative.,INFACT,2020/03/18 ,Japan,False,https://www.poynter.org/?ifcn_misinformation=a-tokyo-hospital-destroys-all-the-pcr-tested-samples-and-tells-patients-instead-that-they-have-tested-negative
Some of Madrid hospitals close because they are “too full” because of the coronavirus.,Newtral.es,2020/03/18 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=some-of-madrid-hospitals-close-because-they-are-too-full-because-of-the-coronavirus-2
"In Spain, La Paz, Gregorio Marañon or 12 de Octubre hospitals are closing because the are over capacity.",Newtral.es,2020/03/18 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=in-spain-la-paz-gregorio-maranon-or-12-de-octubre-hospitals-are-closing-because-the-are-over-capacity
Cristiano Ronaldo donated his hotel to be turned into an hospital.,Teyit,2020/03/17 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-donated-his-hotel-to-be-turned-into-an-hospital-2
Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid.,Newtral.es,2020/03/17 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=nino-jesus-hospital-has-been-left-without-covid-19-to-care-for-children-and-young-people-in-madrid-3
Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff.,Newschecker,2020/03/17 ,India,False,https://www.poynter.org/?ifcn_misinformation=football-player-cristiano-ronaldo-turned-all-his-hotels-into-hospitals-to-help-coronavirus-patients-and-is-paying-doctors-and-the-staff
A hospital in Debar (North Macedonia) was left without an epidemiologist.,Vistinomer,2020/03/17 ,North Macedonia,False,https://www.poynter.org/?ifcn_misinformation=a-hospital-in-debar-north-macedonia-was-left-without-an-epidemiologist
Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid.,Newtral.es,2020/03/17 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=nino-jesus-hospital-has-been-left-without-covid-19-to-care-for-children-and-young-people-in-madrid-2
A whole floor of the main Peruvian hospital is infected with COVID-19 and they decided to close the place.,OjoPúblico,2020/03/17 ,Peru,False,https://www.poynter.org/?ifcn_misinformation=a-whole-floor-of-the-main-peruvian-hospital-is-infected-with-covid-19-and-they-decided-to-close-the-place-2
Cristiano Ronaldo turned his hotels into hospitals for COVID-19 patients.,Newsmeter.in,2020/03/17 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-turned-his-hotels-into-hospitals-for-covid-19-patients
Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid.,Newtral.es,2020/03/17 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=nino-jesus-hospital-has-been-left-without-covid-19-to-care-for-children-and-young-people-in-madrid
