claim,fact-check agency,time,orginated,label,poynter_url
A man is hospitalized after eating a bat.,AFP,2020/03/03 ,Singapore,Misleading,https://www.poynter.org/?ifcn_misinformation=a-man-is-hospitalized-after-eating-a-bat
Local hospital in Ecuador says first COVID-19 patient didn’t have coronavirus.,Ecuador Chequea,2020/03/02 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=local-hospital-in-ecuador-says-first-covid-19-patient-didnt-have-coronavirus
Four patients infected with the coronavirus are hospitalized in Sri Lanka.,AFP,2020/03/01 ,Sri Lanka,Misleading,https://www.poynter.org/?ifcn_misinformation=four-patients-infected-with-the-coronavirus-are-hospitalized-in-sri-lanka
“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,PolitiFact,2020/03/01 ,United States,False,https://www.poynter.org/?ifcn_misinformation=florida-hospital-reports-a-coronavirus-infestation-with-multiple-confirmed-patients
"“Shands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.”",PolitiFact,2020/03/01 ,United States,False,https://www.poynter.org/?ifcn_misinformation=shands-hospital-of-gainesville-florida-has-confirmed-its-first-case-of-coronavirus
El Pais said there is a possible case of coronavirus at the hospital Gregorio Marañón in Spain.,Maldita.es,2020/02/27 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=el-pais-said-there-is-a-possible-case-of-coronavirus-at-the-hospital-gregorio-maranon-in-spain
A video accompanying a claim shows bodies being removed from a hospital in Iran during the novel coronavirus pandemic.,AFP,2020/02/27 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-video-accompanying-a-claim-shows-bodies-being-removed-from-a-hospital-in-iran-during-the-novel-coronavirus-pandemic
There is a confirmed case of coronavirus in a Bogotá hospital.,Colombiacheck,2020/02/26 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-confirmed-case-of-coronavirus-in-a-bogota-hospital
A suspicious case of coronavirus in a Military Hospital in Maracay originated with an Army member who claimed have visited China in December.,Efecto Cocuyo,2020/02/21 ,Venezuela,False,https://www.poynter.org/?ifcn_misinformation=a-suspicious-case-of-coronavirus-in-a-military-hospital-in-maracay-originated-with-an-army-member-who-claimed-have-visited-china-in-december
An elderly Chinese couple infected with coronavirus say goodbye while they are in a hospital.,Newtral.es,2020/02/19 ,Spain,Partially false,https://www.poynter.org/?ifcn_misinformation=an-elderly-chinese-couple-infected-with-coronavirus-say-goodbye-while-they-are-in-a-hospital
"In the midst of the health emergency due to the COVID-19 pandemic, the image of what appears to be a hospital emergency room was shared. The images show that at least three patients are treated on the floor, since all beds are occupied by other patients.",Animal Político,2020/02/19 ,Mexico,misleading,https://www.poynter.org/?ifcn_misinformation=in-the-midst-of-the-health-emergency-due-to-the-covid-19-pandemic-the-image-of-what-appears-to-be-a-hospital-emergency-room-was-shared-the-images-show-that-at-least-three-patients-are-treated-on-the
Dr. Chao Chien Kuo from Wuhan Central Hospital said drinking alcohol can prevent COVID-19.,Taiwan FactCheck Center,2020/02/18 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=dr-chao-chien-kuo-from-wuhan-central-hospital-said-drinking-alcohol-can-prevent-covid-19
Dr. Chao Chien Kuo from Wuhan Central Hospital said drinking alcohol can prevent COVID-19.,Taiwan FactCheck Center,2020/02/18 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=dr-chao-chien-kuo-from-wuhan-central-hospital-said-drinking-alcohol-can-prevent-covid-19-2
Philippine President Rodrigo Duterte orders state hospital to accept COVID-19 patients from Wuhan.,VERA Files,2020/02/16 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=philippine-president-rodrigo-duterte-orders-state-hospital-to-accept-covid-19-patients-from-wuhan-2
Philippine President Rodrigo Duterte orders state hospital to accept COVID-19 patients from Wuhan.,VERA Files,2020/02/16 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=philippine-president-rodrigo-duterte-orders-state-hospital-to-accept-covid-19-patients-from-wuhan
