claim,fact-check agency,time,orginated,label,poynter_url
A photo claims to show conditions in the Ankara Keçiören Hospital reanimation room,Teyit,2020/09/23 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-claims-to-show-conditions-in-the-ankara-kecioren-hospital-reanimation-room
Photo claims to show conditions at Ankara Keçiören Hospital,Teyit,2020/09/22 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-claims-to-show-conditions-at-ankara-kecioren-hospital
The entire cardiovascular wing of the Macarena hospital in Seville has tested positive for coronavirus,Maldita.es,2020/09/21 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-entire-cardiovascular-wing-of-the-macarena-hospital-in-seville-has-tested-positive-for-coronavirus
"A photo of staff at the Central Hospital of San Cristóbal, in the state of Táchira, Venezuela, paying tribute to the head of the Intensive Care Unit Luis Díaz, who died last September 6 fromcovid-19.",AFP,2020/09/11 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-staff-at-the-central-hospital-of-san-cristobal-in-the-state-of-tachira-venezuela-paying-tribute-to-the-head-of-the-intensive-care-unit-luis-diaz-who-died-last-september-6-fromcovid-19
"Hospitals can claim between P43,000 to P750,000 in benefits from PhilHealth for every COVID-19 patient admitted, regardless of the actual cost of treatment.",Rappler,2020/09/11 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=hospitals-can-claim-between-p43000-to-p750000-in-benefits-from-philhealth-for-every-covid-19-patient-admitted-regardless-of-the-actual-cost-of-treatment
"In September 1918, when the ‘Spanish Flu’ quarantine ended, 200,000 people took to the streets to demonstrate against measures to stay at home longer. Four days later, all the beds in the 31 hospitals in that city were full and approximately 4,500 people died in the space of a few days",Colombiacheck,2020/08/28 ,Colombia,Partially true,https://www.poynter.org/?ifcn_misinformation=in-september-1918-when-the-spanish-flu-quarantine-ended-200000-people-took-to-the-streets-to-demonstrate-against-measures-to-stay-at-home-longer-four-days-later-all-the-beds-in
TV host Kris Aquino was hospitalized and hinted to have tested positive for COVID-19.,VERA Files,2020/08/27 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=tv-host-kris-aquino-was-hospitalized-and-hinted-to-have-tested-positive-for-covid-19
"In Nagpur’s Medical Hospital, the kidney of the patient was removed and the excuse was made that the patient had corona.",Vishvas News,2020/08/25 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=in-nagpurs-medical-hospital-the-kidney-of-the-patient-was-removed-and-the-excuse-was-made-that-the-patient-had-corona
This is a recent picture where hospitals show dogs inside the ward,Vishvas News,2020/08/22 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-a-recent-picture-where-hospitals-show-dogs-inside-the-ward
The kidney of the deceased taken out in Nagpur hospital by claiming the patient had the new coronavirus,Vishvas News,2020/08/19 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=the-kidney-of-the-deceased-taken-out-in-nagpur-hospital-by-claiming-the-patient-had-the-new-coronavirus
"An image showing doctors at Al-Mujtahed Hospital in the Syrian capital Damascus, bending in front of the body of a colleague who died as a result of being infected with the coronavirus.",Misbar,2020/08/16 ,Syria,Misleading,https://www.poynter.org/?ifcn_misinformation=an-image-showing-doctors-at-al-mujtahed-hospital-in-the-syrian-capital-damascus-bending-in-front-of-the-body-of-a-colleague-who-died-as-a-result-of-being-infected-with-the-coronavirus
"A video shows a hospital guard who collapsed in a hospital in José C. Paz, Argentina",Chequeado,2020/08/14 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-hospital-guard-who-collapsed-in-a-hospital-in-jose-c-paz-argentina
Brazilian governors decreed that all deaths on public hospitals should be registered as COVID-19.,Agência Lupa,2020/08/12 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-governors-decreed-that-all-deaths-on-public-hospitals-should-be-registered-as-covid-19
A photo claims that this person is a doctor who died after attending to too many COVID-19 patinents in Hospital Muñiz in Buenos Aires.,Maldita.es,2020/08/11 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-claims-that-this-person-is-a-doctor-who-died-after-attending-to-too-many-covid-19-patinents-in-hospital-muniz-in-buenos-aires
A post spreading on WhatsApp claims there are 50 hospital guards job oppenings at IFEMA hospital in Madrid.,Maldita.es,2020/08/06 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-spreading-on-whatsapp-claims-there-are-50-hospital-guards-job-oppenings-at-ifema-hospital-in-madrid
