claim,fact-check agency,time,orginated,label,poynter_url
Video shows Brazilian lawmaker erupt in anger as he breaks into a field hospital that had claimed to have 5 000 novel coronavirus patients and finds it empty,Myth Detector,2021/07/27 ,"Georgia, Brazil",FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-brazilian-lawmaker-erupt-in-anger-as-he-breaks-into-a-field-hospital-that-had-claimed-to-have-5-000-novel-coronavirus-patients-and-finds-it-empty
Those who are exposed to the delta variant of the virus that causes COVID-19 are “twice as likely to require hospitalization if the person was vaccinated.”,FactCheck.org,2021/07/22 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=those-who-are-exposed-to-the-delta-variant-of-the-virus-that-causes-covid-19-are-twice-as-likely-to-require-hospitalization-if-the-person-was-vaccinated
“60% of patients admitted to the hospital in the UK have been fully vaccinated”,PolitiFact,2021/07/21 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=60-of-patients-admitted-to-the-hospital-in-the-uk-have-been-fully-vaccinated
60% of people hospitalized in the UK had both doses of COVID-19 vaccines,Animal Político,2021/07/19 ,Mexico,out of context,https://www.poynter.org/?ifcn_misinformation=60-of-people-hospitalized-in-the-uk-had-both-doses-of-covid-19-vaccines
Warning about the Delta variant of coronavirus from the virologist at the Hospital Clínico de Málaga,Maldita.es,2021/07/14 ,Spain,FALSO,https://www.poynter.org/?ifcn_misinformation=warning-about-the-delta-variant-of-coronavirus-from-the-virologist-at-the-hospital-clinico-de-malaga
"In the Turkish Republic of Northern Cyprus, Dr. Johnson & Johnson’s vaccine has been removed at the Dr. Suat Günsel University of Kyrenia Hospital.",Doğruluk Payı,2021/07/08 ,"Turkey, Turkish Republic of Northern Cyprus",FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-turkish-republic-of-northern-cyprus-dr-johnson-johnsons-vaccine-has-been-removed-at-the-dr-suat-gunsel-university-of-kyrenia-hospital
Actors are filmed in videos about the vaccination queue and overcrowded hospitals. It proves that the pandemic is staged.,VoxCheck,2021/07/07 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=actors-are-filmed-in-videos-about-the-vaccination-queue-and-overcrowded-hospitals-it-proves-that-the-pandemic-is-staged
Museveni was airlifted to the hospital in Germany.,AFP,2021/07/05 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=museveni-was-airlifted-to-the-hospital-in-germany
"The government and hospital charged few thousand dollars for a rapid test while the rapid test the celebrity, Jacky Wu, bought for charity costs only NTD $272-300 per test.",Taiwan FactCheck Center,2021/07/02 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=the-government-and-hospital-charged-few-thousand-dollars-for-a-rapid-test-while-the-rapid-test-the-celebrity-jacky-wu-bought-for-charity-costs-only-ntd-272-300-per-test
Infectious hospitals are being destroyed in Ukraine,StopFake.org,2021/06/30 ,Ukraine,Manipulation,https://www.poynter.org/?ifcn_misinformation=infectious-hospitals-are-being-destroyed-in-ukraine
“CDC officials admit more hospitalizations of young people from the vaccine than from the actual COVID virus.”,PolitiFact,2021/06/28 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-officials-admit-more-hospitalizations-of-young-people-from-the-vaccine-than-from-the-actual-covid-virus
Germany falsified hospital occupancy data to justify quarantine.,VoxCheck,2021/06/15 ,"Ukraine, Germany",MISLEADING,https://www.poynter.org/?ifcn_misinformation=germany-falsified-hospital-occupancy-data-to-justify-quarantine
Half of those vaccinated who take CoronaVac will not develop protection against Covid-19 says Albert Einstein Hospital virologist.,Aos Fatos,2021/06/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=half-of-those-vaccinated-who-take-coronavac-will-not-develop-protection-against-covid-19-says-albert-einstein-hospital-virologist
Children who were on the ventilators in hospitals weren’t there because of the COVID-19.,Science Feedback,2021/06/08 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=children-who-were-on-the-ventilators-in-hospitals-werent-there-because-of-the-covid-19
More and more people are being admitted to hospitals with the negative effects of Covid vaccines.,Re:Check,2021/06/08 ,Latvia,FALSE,https://www.poynter.org/?ifcn_misinformation=more-and-more-people-are-being-admitted-to-hospitals-with-the-negative-effects-of-covid-vaccines
