claim,fact-check agency,time,orginated,label,poynter_url
China builds a hospital for coronavirus patients in 48 hours.,Newtral.es,2020/01/31 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=china-builds-a-hospital-for-coronavirus-patients-in-48-hours-2
A video shows the new hospital set up in China for coronavirus patients.,Factly,2020/01/31 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-video-shows-the-new-hospital-set-up-in-china-for-coronavirus-patients
"Photos show part of Huoshenshan Hospital in Wuhan, built in five days.",Ellinika Hoaxes,2020/01/31 ,Greece,False,https://www.poynter.org/?ifcn_misinformation=photos-show-part-of-huoshenshan-hospital-in-wuhan-built-in-five-days
"Manir Hossain, a 23-year-old man from India’s Tripura, died in a hospital in Malaysia due to the new coronavirus.",FactCrescendo,2020/01/30 ,India,False,https://www.poynter.org/?ifcn_misinformation=manir-hossain-a-23-year-old-man-from-indias-tripura-died-in-a-hospital-in-malaysia-due-to-the-new-coronavirus
A person with COVID-19 died in a hospital in Taiwan. His body was burned on 1/26. (Jan. 30),Taiwan FactCheck Center,2020/01/30 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=a-person-with-covid-19-died-in-a-hospital-in-taiwan-his-body-was-burned-on-1-26-jan-30
China constructed an hospital for the epidemic in 48 hours.,Teyit,2020/01/30 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=china-constructed-an-hospital-for-the-epidemic-in-48-hours
"A coronavirus case was diagnosed in Atasehir hospital, Istanbul (Jan. 30)",Teyit,2020/01/30 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-case-was-diagnosed-in-atasehir-hospital-istanbul-jan-30
China built a hospital in 48 hours to receive new coronavirus patients.,Factcheck.kz,2020/01/30 ,"Kazakhstan, Russia, Ukraine",Misleading,https://www.poynter.org/?ifcn_misinformation=china-built-a-hospital-in-48-hours-to-receive-new-coronavirus-patients
A person with COVID-19 died in a hospital in Taiwan. His body was burned on 1/26. (Jan. 30),Taiwan FactCheck Center,2020/01/30 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=a-person-with-covid-19-died-in-a-hospital-in-taiwan-his-body-was-burned-on-1-26-jan-30-2
China constructed an hospital for the epidemic in 48 hours.,Teyit,2020/01/30 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=china-constructed-an-hospital-for-the-epidemic-in-48-hours-2
China constructed a hospital for the new coronavirus in 48 hours.,Raskrinkavanje,2020/01/29 ,"Bosnia and Herzegovina, Serbia, Croatia, Montenegro",False,https://www.poynter.org/?ifcn_misinformation=china-constructed-a-hospital-for-the-new-coronavirus-in-48-hours
"There is a “positive” case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.",Rappler,2020/01/29 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-positive-case-of-the-novel-coronavirus-ncov-in-a-hospital-in-banlic-cabuyao-city-laguna-philippines-in-january-2020
China constructed a hospital for the new coronavirus in 48 hours.,Raskrinkavanje,2020/01/29 ,"Bosnia and Herzegovina, Serbia, Croatia, Montenegro",False,https://www.poynter.org/?ifcn_misinformation=china-constructed-a-hospital-for-the-new-coronavirus-in-48-hours-2
Picture of the first new Wuhan coronavirus hospital.,AFP,2020/01/29 ,"Nepal, China",Misleading,https://www.poynter.org/?ifcn_misinformation=picture-of-the-first-new-wuhan-coronavirus-hospital
Picture of the first new Wuhan coronavirus hospital.,AFP,2020/01/29 ,"Nepal, China",Misleading,https://www.poynter.org/?ifcn_misinformation=picture-of-the-first-new-wuhan-coronavirus-hospital-2
