claim,fact-check agency,time,orginated,label,poynter_url
"Italian doctors discovered that COVID-19 causes thrombosis instead of pneumonia by doing autopsies on the dead, which is prohibited by the WHO.",Chequeado,2020/05/28 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=italian-doctors-discovered-that-covid-19-causes-thrombosis-instead-of-pneumonia-by-doing-autopsies-on-the-dead-which-is-prohibited-by-the-who
The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,VoxCheck,2020/05/28 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-covid-19-lockdown-measures-were-a-waste-of-time-it-caused-more-deaths-than-it-saved
"The number of COVID-19 deaths in Ceará state, Brazil, fell by 90% after an operation by the federal police to investigate frauds with the death toll.",Agência Lupa,2020/05/28 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-in-ceara-state-brazil-fell-by-90-after-an-operation-by-the-federal-police-to-investigate-frauds-with-the-death-toll
"A video shows a man being rescued, alive, from inside a tomb. The caption states he was buried alive, after being declared dead of COVID-19.",Agência Lupa,2020/05/27 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-man-being-rescued-alive-from-inside-a-tomb-the-caption-states-he-was-buried-alive-after-being-declared-dead-of-covid-19
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",PolitiFact,2020/05/27 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-cdc-so-far-this-year-florida-has-had-1762-deaths-from-covid-19-and-5185-from-pneumonia-average-pneumonia-deaths-in-florida-from-2013-2018-for-the-same-time-period-are-91
A photo of a person with several puncture wounds on their arm has been shared hundreds of times in multiple Facebook posts that claim China and Iran were hit by a deadly insect “pandemic” during the coronavirus crisis.,AFP,2020/05/27 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-a-person-with-several-puncture-wounds-on-their-arm-has-been-shared-hundreds-of-times-in-multiple-facebook-posts-that-claim-china-and-iran-were-hit-by-a-deadly-insect-pandemic-duri
"“We’re down near the low end of per capita deaths … Most places are at 60 deaths per 100,000. We’re at 29.”",PolitiFact,2020/05/27 ,United States,Mostly False,https://www.poynter.org/?ifcn_misinformation=were-down-near-the-low-end-of-per-capita-deaths-most-places-are-at-60-deaths-per-100000-were-at-29
Dr. Rashid Buttar stating Dr. Anthony Fauci is responsible for causing the new Coronavirus pandemic; there are no deaths recorded caused by COVID-19.,Re:Check,2020/05/26 ,Latvia,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-rashid-buttar-stating-dr-anthony-fauci-is-responsible-for-causing-the-new-coronavirus-pandemic-there-are-no-deaths-recorded-caused-by-covid-19
Quarantine and social distancing caused more deaths than COVID,Demagog,2020/05/26 ,Poland,Partially false,https://www.poynter.org/?ifcn_misinformation=quarantine-and-social-distancing-caused-more-deaths-than-covid
"Brazilian states receive a R$ 16,450 extra funding from the federal government for each COVID-19 death.",Agência Lupa,2020/05/25 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-states-receive-a-r-16450-extra-funding-from-the-federal-government-for-each-covid-19-death
COVID-19 is a bacteria causing death due to thrombosis.,FactCrescendo,2020/05/25 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-a-bacteria-causing-death-due-to-thrombosis
"A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and YouTube alongside a claim it shows police in India beating a man to death after he violated a nationwide coronavirus lockdown by “venturing out for food”.",AFP,2020/05/25 ,Singapore,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-tens-of-thousands-of-times-in-multiple-posts-on-facebook-twitter-and-youtube-alongside-a-claim-it-shows-police-in-india-beating-a-man-to-death-after-he-violated-a-nationwide-c
Thrombosis is the main cause of death for COVID-19 patients. Antibiotics can treat coronavirus patients.,India Today,2020/05/25 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=thrombosis-is-the-main-cause-of-death-for-covid-19-patients-antibiotics-can-treat-coronavirus-patients
"A quote supposedly from Plato on freedom of speech went viral in China in February after the death of Li Wenliang, a medical doctor in Wuhan who tried to alert others to the coronavirus threat late last year. The same quote again became popular in Hong Kong in May, attributing it to Plato as well.",Annie Lab,2020/05/25 ,"Hong Kong, China",MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-quote-supposedly-from-plato-on-freedom-of-speech-went-viral-in-china-in-february-after-the-death-of-li-wenliang-a-medical-doctor-in-wuhan-who-tried-to-alert-others-to-the-coronavirus-threat-late-la
Video shows Dean of Kasturba Hospital telling gargling with salt water kills coronavirus.,FactCrescendo,2020/05/23 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-dean-of-kasturba-hospital-telling-gargling-with-salt-water-kills-coronavirus
