claim,fact-check agency,time,orginated,label,poynter_url
"The total number of deaths in the U.S. this year is significantly down compared to previous years, so COVID-19 restrictions weren’t needed.",FactCheck.org,2020/11/19 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-total-number-of-deaths-in-the-u-s-this-year-is-significantly-down-compared-to-previous-years-so-covid-19-restrictions-werent-needed
"The cause of death of a 31-year-old woman was the flu vaccine. The deceased was given the flu vaccine as a preventive measure after his father was diagnosed with the coronavirus, however she herself was not infected with the coronavirus; Within hours of receiving the flu vaccine, he became paralyzed and died within 3 days.",Myth Detector,2020/11/18 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cause-of-death-of-a-31-year-old-woman-was-the-flu-vaccine-the-deceased-was-given-the-flu-vaccine-as-a-preventive-measure-after-his-father-was-diagnosed-with-the-coronavirus-however-she-herself-w
A video claims to show “new cremation chambers” sent to Argentina for future deaths caused by the coronavirus vaccine.,Chequeado,2020/11/16 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-claims-to-show-new-cremation-chambers-sent-to-argentina-for-future-deaths-caused-by-the-coronavirus-vaccine
The number of deaths in Ireland between January and October 2020 was significantly lower than in previous years,TheJournal.ie,2020/11/14 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-deaths-in-ireland-between-january-and-october-2020-was-significantly-lower-than-in-previous-years
The institute of research Butantan did not report Brazilian health authorities about a death during clinical trials of CoronaVac,Estadão Verifica,2020/11/13 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=the-institute-of-research-butantan-did-not-report-brazilian-health-authorities-about-a-death-during-clinical-trials-of-coronavac
A study by a clinic from Baden-Wurttemberg shows that 45% of additional deaths were due to the lockdown,Correctiv,2020/11/12 ,Germany,No evidence,https://www.poynter.org/?ifcn_misinformation=a-study-by-a-clinic-from-baden-wurttemberg-shows-that-45-of-additional-deaths-were-due-to-the-lockdown
"Deaths from COVID-19 are ten times less than from influenza, tuberculosis and rotavirus.",VoxCheck,2020/11/10 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=deaths-from-covid-19-are-ten-times-less-than-from-influenza-tuberculosis-and-rotavirus
In Sweden 98% of reported deaths from COVID-19 were actually deaths from unrelated causes. The vast majority of the reported cases were fake and 23 doctors were sent to prison for this deception.,Ellinika Hoaxes,2020/11/10 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=in-sweden-98-of-reported-deaths-from-covid-19-were-actually-deaths-from-unrelated-causes-the-vast-majority-of-the-reported-cases-were-fake-and-23-doctors-were-sent-to-prison-for-this-deception
70% of COVID-19-related deaths in the US are from nursing homes.,Rappler,2020/11/10 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=70-of-covid-19-related-deaths-in-the-us-are-from-nursing-homes
Mass extermination through vaccine consists of two strategies,Vistinomer,2020/11/05 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=mass-extermination-through-vaccine-consists-of-two-strategies-binding-vaccines-to-new-viral-strains-of-bio-weapons-to-ensure-that-the-outbreak-narrative-continues-remarkably-this-requires-only-le
"The number of COVID-19 deaths is higher in regions, where people were previously vaccinated against influenza.",VoxCheck,2020/11/05 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-is-higher-in-regions-where-people-were-previously-vaccinated-against-influenza
"Everyone who enters into the Clinic for Infectious Diseases, will not come out alive. We were lied to that my mother-in-law had to be tested for Covid-19 in order to be prescribed medication. And they said they would return her immediately, but they kept her. There was nothing. The second night we talked, she said in front of us, “wow, they are going to stab me in the shoulder too, and they stabbed her.” All three who were there, two women from Kocani and one from Delchevo were stabbed in the shoulder and in three hours we received a call that they were dead and suddenly positive and the result is still missing.",Vistinomer,2020/11/03 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=everyone-who-enters-into-the-clinic-for-infectious-diseases-will-not-come-out-alive-we-were-lied-to-that-my-mother-in-law-had-to-be-tested-for-covid-19-in-order-to-be-prescribed-medication-and-they
Vitamin D insufficiency may account for the majority of COVID-19 deaths,Science Feedback,2020/11/02 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=vitamin-d-insufficiency-may-account-for-the-majority-of-covid-19-deaths
It is impossible to be sick with a deadly virus without symptoms.,VoxCheck,2020/11/02 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-impossible-to-be-sick-with-a-deadly-virus-without-symptoms
"The organisation GPMB, which is a part of the WHO stated in a report that it would release a deadly respiratory virus in the context of a training exercise in September of 2020.",Ellinika Hoaxes,2020/11/02 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=the-organisation-gpmb-which-is-a-part-of-the-who-stated-in-a-report-that-it-would-release-a-deadly-respiratory-virus-in-the-context-of-a-training-exercise-in-september-of-2020
