claim,fact-check agency,time,orginated,label,poynter_url
The coronavirus vaccine is not able reduce deaths from COVID-19.,StopFake.org,2021/03/28 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-vaccine-is-not-able-reduce-deaths-from-covid-19
Japan’s first death caused by the Covid-19 vaccination.,Infact,2021/03/28 ,Japan,FALSE,https://www.poynter.org/?ifcn_misinformation=japans-first-death-caused-by-the-covid-19-vaccination
Prolonged wearing of masks is causing lung disease and death.,Colombiacheck,2021/03/26 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=prolonged-wearing-of-masks-is-causing-lung-disease-and-death
"The CDC changed death certificate procedures and violated federal law, resulting in wildly inflated COVID-19 deaths.",FactCheck.org,2021/03/25 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-changed-death-certificate-procedures-and-violated-federal-law-resulting-in-wildly-inflated-covid-19-deaths
"A Nobel Laureate Dr. Dénis Mukwege refused to work in the COVID-19 response team and stated that the reason was the assignment given to him demanding every disease or death to be attributed to coronavirus, more particularly to coronavirus “Plandemic”, which means that pandemic was pre-determined.",Myth Detector,2021/03/25 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-nobel-laureate-dr-denis-mukwege-refused-to-work-in-the-covid-19-response-team-and-stated-that-the-reason-was-the-assignment-given-to-him-demanding-every-disease-or-death-to-be-attributed-to-coronav
"The CDC changed death certificate procedures and violated federal law, resulting in wildly inflated COVID-19 deaths.",FactCheck.org,2021/03/25 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-changed-death-certificate-procedures-and-violated-federal-law-resulting-in-wildly-inflated-covid-19-deaths-2
"The big deal of inhalation is to help with breathing, which is Covid’s big problem. I’ll tell you the quick recipe for you (…) Here",Agência Lupa,2021/03/25 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-big-deal-of-inhalation-is-to-help-with-breathing-which-is-covids-big-problem-ill-tell-you-the-quick-recipe-for-you-here-250-ml-of-water-very-simple-250-ml-of-filtered-or-mineral-water
"“I Am Legend,” which depicts the world devastated by a deadly virus after a cancer cure goes wrong, is set in 2021",AFP,2021/03/24 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=i-am-legend-which-depicts-the-world-devastated-by-a-deadly-virus-after-a-cancer-cure-goes-wrong-is-set-in-2021
5 Claims,Myth Detector,2021/03/22 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=5-claims-1-the-technology-used-in-the-mrna-coronavirus-vaccines-was-tested-only-on-animals-before-the-pandemic-the-rna-based-vaccines-have-not-been-tested-on-humans-so-far-2-japan-suspended-use
Ivermectin reduces the risk of death from COVID-19,Science Feedback,2021/03/19 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=ivermectin-reduces-the-risk-of-death-from-covid-19
"Indignant NURSE calls the press and talks about what is happening in hospitals (VERY SERIOUS). She said that the order is to intubate all patients and then lower the oxygen, to increase the number of deaths and justify the lockdown, to break the economy and try to destabilize the Federal Government. It is a VERY SERIOUS denunciation it is a great genocide they are literally killing people, Absurd. We will see if this will be reported in the press.",Agência Lupa,2021/03/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=indignant-nurse-calls-the-press-and-talks-about-what-is-happening-in-hospitals-very-serious-she-said-that-the-order-is-to-intubate-all-patients-and-then-lower-the-oxygen-to-increase-the-number-of
"In Spain there have been 1,000 deaths caused by the COVID-19 vaccine",Maldita.es,2021/03/18 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=in-spain-there-have-been-1000-deaths-caused-by-the-covid-19-vaccine
Fantastic idea [device with inhaler and pet bottle with water capable of creating concentrated oxygen]. Many urgently need to breathe. Let’s spread this news together,Agência Lupa,2021/03/18 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=fantastic-idea-device-with-inhaler-and-pet-bottle-with-water-capable-of-creating-concentrated-oxygen-many-urgently-need-to-breathe-lets-spread-this-news-together
"AstraZeneca, a Chinese company with 45,000 employees. All those who received the vaccine are dead. Several countries have stopped vaccinating. Mike",Vistinomer,2021/03/18 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=astrazeneca-a-chinese-company-with-45000-employees-all-those-who-received-the-vaccine-are-dead-several-countries-have-stopped-vaccinating-mike-covid-is-a-scam-refuse-vaccines-and-masks-this-is
Boxing great Hagler’s death is linked to Covid-19 vaccine,AFP,2021/03/17 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=boxing-great-haglers-death-is-linked-to-covid-19-vaccine
