claim,fact-check agency,time,orginated,label,poynter_url
There have been only 113 COVID-19 deaths in Northern Ireland since the start of the pandemic.,FactCheckNI,2021/02/14 ,"United Kingdom, Northern Ireland",MISLEADING,https://www.poynter.org/?ifcn_misinformation=there-have-been-only-113-covid-19-deaths-in-northern-ireland-since-the-start-of-the-pandemic
"A video that went viral on social media depicts the death of a man in Israel, 15 minutes after getting vaccinated for COVID-19.",Ellinika Hoaxes,2021/02/14 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-that-went-viral-on-social-media-depicts-the-death-of-a-man-in-israel-15-minutes-after-getting-vaccinated-for-covid-19
"Hospitals get a provison of 40 to 80 Euro each time they claim Covid-19 as the cause of death for a patient, so doctors fake death certificates.",Correctiv,2021/02/13 ,Germany,FALSE,https://www.poynter.org/?ifcn_misinformation=hospitals-get-a-provison-of-40-to-80-euro-each-time-they-claim-covid-19-as-the-cause-of-death-for-a-patient-so-doctors-fake-death-certificates
Sweden reported 69 deaths connected to the COVID-19 vaccine.,VoxCheck,2021/02/13 ,"Ukraine, Sweden",FALSE,https://www.poynter.org/?ifcn_misinformation=sweden-reported-69-deaths-connected-to-the-covid-19-vaccine
Amish religious communities have not been affected by the deadly Covid-19 pandemic.,AFP,2021/02/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=amish-religious-communities-have-not-been-affected-by-the-deadly-covid-19-pandemic
A video falsely claims that people receiving authorized COVID-19 vaccines are taking part in a deadly clinical trial and that those administering the doses are war criminals under the Nuremberg Code.,FactCheck.org,2021/02/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-falsely-claims-that-people-receiving-authorized-covid-19-vaccines-are-taking-part-in-a-deadly-clinical-trial-and-that-those-administering-the-doses-are-war-criminals-under-the-nuremberg-code
A video falsely claims that people receiving authorized COVID-19 vaccines are taking part in a deadly clinical trial and that those administering the doses are war criminals under the Nuremberg Code.,FactCheck.org,2021/02/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-falsely-claims-that-people-receiving-authorized-covid-19-vaccines-are-taking-part-in-a-deadly-clinical-trial-and-that-those-administering-the-doses-are-war-criminals-under-the-nuremberg-code-2
"The CDC has rented a land area, where millions of “plastic coffins” purchased by this health protection agency have been stored. if they are preparing for the gravest pandemic, it may be linked to what Bill Gates meant when talking about 30 million deaths within six months.",Myth Detector,2021/02/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-has-rented-a-land-area-where-millions-of-plastic-coffins-purchased-by-this-health-protection-agency-have-been-stored-if-they-are-preparing-for-the-gravest-pandemic-it-may
A study co-written by epidemiologist Anthony Fauci in 2008 concludes that the deaths registered during the 1918 pandemic are related to the use of a mask,Animal Político,2021/02/11 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=a-study-co-written-by-epidemiologist-anthony-fauci-in-2008-concludes-that-the-deaths-registered-during-the-1918-pandemic-are-related-to-the-use-of-a-mask
"CDC data shows more than 500 deaths and more than 10,000 adverse events from Covid-19 vaccine",Aos Fatos,2021/02/10 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=cdc-data-shows-more-than-500-deaths-and-more-than-10000-adverse-events-from-covid-19-vaccine
"The CDC inflated COVID-19 deaths by at least 1,600 percent because it changed the way death certificates are reported",Science Feedback,2021/02/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-inflated-covid-19-deaths-by-at-least-1600-percent-because-it-changed-the-way-death-certificates-are-reported
Death records in the Brazilian state of Amazonas fell 99% after a visit by the Minister of Health.,Aos Fatos,2021/02/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=death-records-in-the-brazilian-state-of-amazonas-fell-99-after-a-visit-by-the-minister-of-health
Police have detained discredited US researcher Judy Mikovits for “discovering evidence that deadly retroviruses are transmitted through vaccines”.,AFP,2021/02/09 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=police-have-detained-discredited-us-researcher-judy-mikovits-for-discovering-evidence-that-deadly-retroviruses-are-transmitted-through-vaccines
The number of COVID-19 deaths in Amazonas state decreased after minister Eduardo Pazuello visited the state,Agência Lupa,2021/02/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-in-amazonas-state-decreased-after-minister-eduardo-pazuello-visited-the-state
U.S National Institute of Health has said that the use of masks causes deaths from bacterial pneumonia,Maldita.es,2021/02/08 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=u-s-national-institute-of-health-has-said-that-the-use-of-masks-causes-deaths-from-bacterial-pneumonia
