claim,fact-check agency,time,orginated,label,poynter_url
“Unexpected deaths” of people who deny COVID-19,StopFake.org,2021/03/17 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=unexpected-deaths-of-people-who-deny-covid-19
São Paulo government has thrown away respirators to increase Covid-19 deaths.,Aos Fatos,2021/03/17 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=sao-paulo-government-has-thrown-away-respirators-to-increase-covid-19-deaths
8 people infected by a Covid-19 variant from Brittany before their death,AFP,2021/03/17 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=8-people-infected-by-a-covid-19-variant-from-brittany-before-their-death
"AstraZeneca vaccination caused the death of 5 people in Italy, 3 of them were soldiers who died of thrombosis.",Myth Detector,2021/03/16 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=astrazeneca-vaccination-caused-the-death-of-5-people-in-italy-3-of-them-were-soldiers-who-died-of-thrombosis
"The Spike protein “can bind to your DNA and irreversibly change it”; “[W]e could be looking at right now as many as 12,000 deaths” from the COVID-19 mRNA vaccines",Science Feedback,2021/03/15 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-spike-protein-can-bind-to-your-dna-and-irreversibly-change-it-we-could-be-looking-at-right-now-as-many-as-12000-deaths-from-the-covid-19-mrna-vaccines
The international media artificially increases the number of deaths from coronavirus,FactCheck Georgia,2021/03/15 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-international-media-artificially-increases-the-number-of-deaths-from-coronavirus
Pfizer’s vaccine has multiplied the covid-19 deaths of the elderly in Israel by 40.,EFE Verifica,2021/03/12 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizers-vaccine-has-multiplied-the-covid-19-deaths-of-the-elderly-in-israel-by-40
Anvisa registers 26 new deaths due to vaccines in the last 24 hours,Agência Lupa,2021/03/11 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=anvisa-registers-26-new-deaths-due-to-vaccines-in-the-last-24-hours
U.S. Institutes of Health report blames facemasks for bacterial pneumonia deaths in 1918 flu pandemic,Newtral.es,2021/03/11 ,"Spain, United States",Missing Context,https://www.poynter.org/?ifcn_misinformation=u-s-institutes-of-health-report-blames-facemasks-for-bacterial-pneumonia-deaths-in-1918-flu-pandemic
"Corona vaccine causes Guillain-Barré syndrome, and the death rate due to the Pfizer vaccine is 4%",Fatabyyano,2021/03/11 ,"Middle East, North Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=corona-vaccine-causes-guillain-barre-syndrome-and-the-death-rate-due-to-the-pfizer-vaccine-is-4
"Rancho Queimado’s city has no deaths of COVID-19 due to early treatment with azitromicin, ivermectin, hydroxychloroquine and zinc.",Estadão Verifica,2021/03/10 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=rancho-queimados-city-has-no-deaths-of-covid-19-due-to-early-treatment-with-azitromicin-ivermectin-hydroxychloroquine-and-zinc
"São Pedro dos Crentes’ city has only two deaths of COVID-19 due to early treatment with azitromicin, ivermectin, hydroxychloroquine and zinc.",Estadão Verifica,2021/03/10 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=sao-pedro-dos-crentes-city-has-only-two-deaths-of-covid-19-due-to-early-treatment-with-azitromicin-ivermectin-hydroxychloroquine-and-zinc
“FDA documents” show that COVID-19 “mRNA vaccines cause death and other side effects.”,FactCheck.org,2021/03/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=fda-documents-show-that-covid-19-mrna-vaccines-cause-death-and-other-side-effects-2
Pfizer’s vaccine increased the death rate of COVID-19 in Israel,Estadão Verifica,2021/03/10 ,"Brazil, Israel",FALSE,https://www.poynter.org/?ifcn_misinformation=pfizers-vaccine-increased-the-death-rate-of-covid-19-in-israel
“FDA documents” show that COVID-19 “mRNA vaccines cause death and other side effects.”,FactCheck.org,2021/03/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=fda-documents-show-that-covid-19-mrna-vaccines-cause-death-and-other-side-effects
