claim,fact-check agency,time,orginated,label,poynter_url
Nigerian pastor claims Covid-19 jabs are ‘death warrants’ and mandatory in the country.,AFP,2021/05/12 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=nigerian-pastor-claims-covid-19-jabs-are-death-warrants-and-mandatory-in-the-country
The British government recognizes in a document that the “resurgence of both hospitalizations and deaths” is “dominated” by people vaccinated against COVID-19,Maldita.es,2021/05/12 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-british-government-recognizes-in-a-document-that-the-resurgence-of-both-hospitalizations-and-deaths-is-dominated-by-people-vaccinated-against-covid-19
"As of May 10, Georgia was on the first place in the world by COVID-19 death rate according to Our World in Data.",Myth Detector,2021/05/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=as-of-may-10-georgia-was-on-the-first-place-in-the-world-by-covid-19-death-rate-according-to-our-world-in-data
A photo purported to be dead birds infected with Indian Covid variant.,Taiwan FactCheck Center,2021/05/11 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-purported-to-be-dead-birds-infected-with-indian-covid-variant
"Image of an alleged graveyard in India is not from mass deaths caused by pandemic, but from a gas leak from May 2020.",Newtral.es,2021/05/08 ,"Spain, India",FALSE,https://www.poynter.org/?ifcn_misinformation=image-of-an-alleged-graveyard-in-india-is-not-from-mass-deaths-caused-by-pandemic-but-from-a-gas-leak-from-may-2020
5G radiations are responsible for bird deaths and spread of COVID-19.,Newsmeter.in,2021/05/08 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-radiations-are-responsible-for-bird-deaths-and-spread-of-covid-19
The SPI-M-O prognosis shows that the third wave of COVID-19 will result in hospitalization and death of 60-70% of people who receive both doses of the vaccine.,Myth Detector,2021/05/07 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-spi-m-o-prognosis-shows-that-the-third-wave-of-covid-19-will-result-in-hospitalization-and-death-of-60-70-of-people-who-receive-both-doses-of-the-vaccine
Brazil didn’t have a increse in deaths in 2020 compared to 2019,Estadão Verifica,2021/05/07 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazil-didnt-have-a-increse-in-deaths-in-2020-compared-to-2019
Fox News host Tucker Carlson claims US government figures show the “apparent death rate” from Covid-19 vaccines.,AFP,2021/05/07 ,United States,Missing context,https://www.poynter.org/?ifcn_misinformation=fox-news-host-tucker-carlson-claims-us-government-figures-show-the-apparent-death-rate-from-covid-19-vaccines
any death that occurs within 20 days of a positive COVID-19 test result is counted as a COVID-19 death.,Check Your Fact,2021/05/07 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=any-death-that-occurs-within-20-days-of-a-positive-covid-19-test-result-is-counted-as-a-covid-19-death
The cause of only one percent of deaths described as COVID-19 is a coronavirus.,Doğruluk Payı,2021/05/07 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cause-of-only-one-percent-of-deaths-described-as-covid-19-is-a-coronavirus
Photo of a makeshift cemetery in the middle of the street in India does not correspond to deaths from COVID-19 but to deaths in a gas leak,Maldita.es,2021/05/07 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-a-makeshift-cemetery-in-the-middle-of-the-street-in-india-does-not-correspond-to-deaths-from-covid-19-but-to-deaths-in-a-gas-leak
"There have been more than 4,000 deaths in the US from the COVID-19 vaccines.",Ellinika Hoaxes,2021/05/07 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=there-have-been-more-than-4000-deaths-in-the-us-from-the-covid-19-vaccines
Inhabitants of a village in India expel staff who administer vaccines after the increase in deaths as a result of the use of these drugs.,EFE Verifica,2021/05/06 ,"Spain, Europe, Asia, India",FALSE,https://www.poynter.org/?ifcn_misinformation=inhabitants-of-a-village-in-india-expel-staff-who-administer-vaccines-after-the-increase-in-deaths-as-a-result-of-the-use-of-these-drugs
Indian villagers stone vaccination squads after seeing correlation between increase in vaccinated and increase in deaths,Newtral.es,2021/05/06 ,"Spain, India",FALSE,https://www.poynter.org/?ifcn_misinformation=indian-villagers-stone-vaccination-squads-after-seeing-correlation-between-increase-in-vaccinated-and-increase-in-deaths
