claim,fact-check agency,time,orginated,label,poynter_url
"The coronavirus is only as dangerous as a flu, the diseases have the same death rate, air pollution and bad hygienic conditions in Italian hospitals (hospital germs) are responsible for the many death cases and only 5% of the whole population is endangered by COVID-19.",Correctiv,2020/04/08 ,Germany,Partially false,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-only-as-dangerous-as-a-flu-the-diseases-have-the-same-death-rate-air-pollution-and-bad-hygienic-conditions-in-italian-hospitals-hospital-germs-are-responsible-for-the-many-death
On social media a graph is reportedly showing a correlation between the use of face masks in four Asian countries and significantly fewer coronaviruses cases.,TjekDet.dk,2020/04/07 ,Denmark,No evidence,https://www.poynter.org/?ifcn_misinformation=on-social-media-a-graph-is-reportedly-showing-a-correlation-between-the-use-of-face-masks-in-four-asian-countries-and-significantly-fewer-coronaviruses-cases
Bhutan has zero COVID-19 cases thanks to its vegetarian diet.,Taiwan FactCheck Center,2020/04/07 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=bhutan-has-zero-covid-19-cases-thanks-to-its-vegetarian-diet
"Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africa’s most populous country recorded its first case of COVID-19.",AFP,2020/04/07 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=social-media-accounts-purporting-to-represent-the-nigeria-centre-for-disease-control-have-proliferated-since-february-when-africas-most-populous-country-recorded-its-first-case-of-covid-19
A video showing a police officer briefing about cases being registered against the WhatsApp group admins is shared in the context of coronavirus lockdown.,FactCrescendo,2020/04/06 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-video-showing-a-police-officer-briefing-about-cases-being-registered-against-the-whatsapp-group-admins-is-shared-in-the-context-of-coronavirus-lockdown
Several blogs are claiming that the United Nations doubts that there is any active COVID-19 case in Nigeria.,Dubawa,2020/04/06 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=several-blogs-are-claiming-that-the-united-nations-doubts-that-there-is-any-active-covid-19-case-in-nigeria
There have been no cases of infection in Beijing. The epidemic did not create problems for the Chinese economy. This proves that the new coronavirus is a biological weapon of the Chinese to destroy the world.,Open,2020/04/05 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=there-have-been-no-cases-of-infection-in-beijing-the-epidemic-did-not-create-problems-for-the-chinese-economy-this-proves-that-the-new-coronavirus-is-a-biological-weapon-of-the-chinese-to-destroy-th
"Since 4/4/20, Italy hasn’t registered any new cases of the coronavirus.",AFP,2020/04/05 ,France,False,https://www.poynter.org/?ifcn_misinformation=since-4-4-20-italy-hasnt-registered-any-new-cases-of-the-coronavirus
"Federal deputy (equivalent to Federal representative in Brazil) Osmar Terra claims that, in Italy, lockdown policies made COVID-19 cases shot up.",Agência Lupa,2020/04/04 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=federal-deputy-equivalent-to-federal-representative-in-brazil-osmar-terra-claims-that-in-italy-lockdown-policies-made-covid-19-cases-shot-up
"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020.",PolitiFact,2020/04/03 ,United States,Mostly True,https://www.poynter.org/?ifcn_misinformation=says-a-study-projects-wisconsins-coronavirus-cases-will-peak-on-april-26-2020
"The governor of the state of São Paulo, João Doria, transferred a helicopter used for health case to use it for his personal transport.",Estadão Verifica,2020/04/03 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-governor-of-the-state-of-sao-paulo-joao-doria-transferred-a-helicopter-used-for-health-case-to-use-it-for-his-personal-transport
Hantavirus is being compared with novel coronavirus. Message describes recent hantavirus case in China and says that 32 people in one bus were diagnosed with hantavirus.,Delfi Melo Detektorius (Lie Detector),2020/04/03 ,Lithuania,FALSE,https://www.poynter.org/?ifcn_misinformation=hantavirus-is-being-compared-with-novel-coronavirus-message-describes-recent-hantavirus-case-in-china-and-says-that-32-people-in-one-bus-were-diagnosed-with-hantavirus
Shanghai and Beijing had no cases of coronavirus.,Estadão Verifica,2020/04/03 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=shanghai-and-beijing-had-no-cases-of-coronavirus
A map shows that Madagascar is the only country without coronavirus cases.,Spondeo Media,2020/04/03 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=a-map-shows-that-madagascar-is-the-only-country-without-coronavirus-cases
"A Whatsapp chain message claims that China is responsible for the outbreak of the coronavirus and that the country has an economic benefit from this (oil price and stock market), Wuhan is suddenly free from COVID-19 and in other big cities there were no cases.",Correctiv,2020/04/03 ,Germany,mostly false,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-chain-message-claims-that-china-is-responsible-for-the-outbreak-of-the-coronavirus-and-that-the-country-has-an-economic-benefit-from-this-oil-price-and-stock-market-wuhan-is-suddenly-fre
