claim,fact-check agency,time,orginated,label,poynter_url
News stories referencing the number “322” and COVID-19 are proof cases tolls are being “synchronized”.,PolitiFact,2020/06/15 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=news-stories-referencing-the-number-322-and-covid-19-are-proof-cases-tolls-are-being-synchronized
The WHO stated that asymptomatic cases of COVID-19 do not contribute to the spread the disease.,Agência Lupa,2020/06/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-who-stated-that-asymptomatic-cases-of-covid-19-do-not-contribute-to-the-spread-the-disease
A lab in Thane was closed for reporting false positive cases of COVID-19,BOOM FactCheck,2020/06/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-lab-in-thane-was-closed-for-reporting-false-positive-cases-of-covid-19
In photos circulating social media we see a woman carrying body bags of COVID-19 cases with extreme ease thus proving that COVID-19 deaths are staged.,Ellinika Hoaxes,2020/06/06 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=in-photos-circulating-social-media-we-see-a-woman-carrying-body-bags-of-covid-19-cases-with-extreme-ease-thus-proving-that-covid-19-deaths-are-staged
"The severity of the COVID-19 Case in Surabaya, Indonesia is caused by a “global elite conspiracy”.",TEMPO,2020/06/04 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-severity-of-the-covid-19-case-in-surabaya-indonesia-is-caused-by-a-global-elite-conspiracy
French “Stopcovid” case-tracking app has been secretly installed on smartphones.,AFP,2020/06/03 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=french-stopcovid-case-tracking-app-has-been-secretly-installed-on-smartphones
"Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections, some of the factories are still working.",Vistinomer,2020/06/03 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-despite-the-fact-that-the-crisis-headquarters-in-the-north-macedonian-town-of-stip-announced-that-the-textile-factories-in-stip-will-be-closed-due-to-established-cases-of-coronavirus-infect
WHO introduces online tests to detect new cases of Covid-19 in Egypt.,Misbar,2020/05/31 ,Egypt,FALSE,https://www.poynter.org/?ifcn_misinformation=who-introduces-online-tests-to-detect-new-cases-of-covid-19-in-egypt
"South Sudan had recorded 481 COVID-19 cases by May 20, after the announcement of 134 new cases in Juba.",PesaCheck,2020/05/29 ,South Sudan,FALSE,https://www.poynter.org/?ifcn_misinformation=south-sudan-had-recorded-481-covid-19-cases-by-may-20-after-the-announcement-of-134-new-cases-in-juba
"São Paulo’s governor João Doria said 215 countries have cases of COVID-19. As there is only 193 countries, the speech of the governor shows the numbers of pandemic are made up.",Estadão Verifica,2020/05/29 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=sao-paulos-governor-joao-doria-said-215-countries-have-cases-of-covid-19-as-there-is-only-193-countries-the-speech-of-the-governor-shows-the-numbers-of-pandemic-are-made-up
"“Vaccines are dangerous,” says the German homeopathic organisation Ärzte für Aufklärung, which campaigns against the coronary measures and against vaccines. They give four cases on her website that would show that vaccines can be dangerous. Three of the four cases are misleading, one is uncertain.",Factcheck.Vlaanderen,2020/05/28 ,Belgium,MISLEADING,https://www.poynter.org/?ifcn_misinformation=vaccines-are-dangerous-says-the-german-homeopathic-organisation-arzte-fur-aufklarung-which-campaigns-against-the-coronary-measures-and-against-vaccines-they-give-four-cases-on-her-website-that-wo
"A jail in Villavicencio, Colombia, has 95 percent of confirmed COVID-19 cases.",Colombiacheck,2020/05/27 ,Colombia,Partially false,https://www.poynter.org/?ifcn_misinformation=a-jail-in-villavicencio-colombia-has-95-percent-of-confirmed-covid-19-cases
Squadron of aircraft paints the flag of Italy to celebrate the registration of zero cases of coronavirus in the Italian city of Milan.,Misbar,2020/05/26 ,Italy,Misleading,https://www.poynter.org/?ifcn_misinformation=squadron-of-aircraft-paints-the-flag-of-italy-to-celebrate-the-registration-of-zero-cases-of-coronavirus-in-the-italian-city-of-milan
A pavilion will be opened in Fraga (Huesca) due to an increase in the number of COVID-19 cases.,Newtral.es,2020/05/25 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-pavilion-will-be-opened-in-fraga-huesca-due-to-an-increase-in-the-number-of-covid-19-cases
"A video shows a man in Porto Alegre claiming his wife died of cancer, but the hospital claimed it was a case as COVID-19.",Estadão Verifica,2020/05/24 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-man-in-porto-alegre-claiming-his-wife-died-of-cancer-but-the-hospital-claimed-it-was-a-case-as-covid-19
