claim,fact-check agency,time,orginated,label,poynter_url
Four cases of coronavirus were reported in the West Bank.,Misbar,2020/03/05 ,"Middle East, North Africa",Misleading,https://www.poynter.org/?ifcn_misinformation=four-cases-of-coronavirus-were-reported-in-the-west-bank
10 coronavirus cases confirmed in Ecuador.,Ecuador Chequea,2020/03/04 ,Ecuador,FALSE,https://www.poynter.org/?ifcn_misinformation=10-coronavirus-cases-confirmed-in-ecuador
"First coronavirus case in Ambato, Ecuador.",Ecuador Chequea,2020/03/04 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=first-coronavirus-case-in-ambato-ecuador-2
10 coronavirus cases are confirmed in Ecuador.,Ecuador Chequea,2020/03/04 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=10-coronavirus-cases-are-confirmed-in-ecuador
The first coronavirus case in North Macedonia was a well-known fashion designer.,Vistinomer,2020/03/04 ,North Macedonia,False,https://www.poynter.org/?ifcn_misinformation=the-first-coronavirus-case-in-north-macedonia-was-a-well-known-fashion-designer
There is a case of coronavirus at the School of Architects of Madrid.,AFP,2020/03/03 ,Hong Kong,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-case-of-coronavirus-at-the-school-of-architects-of-madrid-2
"A new case of coronavirus has been confirmed in Tulcán, Ecuador.",Ecuador Chequea,2020/03/03 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=a-new-case-of-coronavirus-has-been-confirmed-in-tulcan-ecuador
Uganda has recorded its first coronavirus case from Chinese nationals at the Entebbe Regional Referral Hospital.,PesaCheck,2020/03/03 ,Uganda,FALSE,https://www.poynter.org/?ifcn_misinformation=uganda-has-recorded-its-first-coronavirus-case-from-chinese-nationals-at-the-entebbe-regional-referral-hospital
An audio clip claims Kenya has recorded 63 cases of COVID-19.,PesaCheck,2020/03/03 ,Kenya,False,https://www.poynter.org/?ifcn_misinformation=an-audio-clip-claims-kenya-has-recorded-63-cases-of-covid-19
"Two cases of coronavirus have been reported in Loja, Ecuador.",Ecuador Chequea,2020/03/03 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=two-cases-of-coronavirus-have-been-reported-in-loja-ecuador
An audio clip claims Kenya has recorded 63 cases of COVID-19.,PesaCheck,2020/03/03 ,Kenya,False,https://www.poynter.org/?ifcn_misinformation=an-audio-clip-claims-kenya-has-recorded-63-cases-of-covid-19-2
There is a case of coronavirus at the School of Architects of Madrid.,AFP,2020/03/03 ,Hong Kong,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-case-of-coronavirus-at-the-school-of-architects-of-madrid
"Ministry of Health confirms new case of coronavirus in Santa Elena province, Ecuador.",Ecuador Chequea,2020/03/02 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=ministry-of-health-confirms-new-case-of-coronavirus-in-santa-elena-province-ecuador
There are cases of coronavirus in the Amazon forest.,Ecuador Chequea,2020/03/02 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=there-are-cases-of-coronavirus-in-the-amazon-forest
"“Shands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.”",PolitiFact,2020/03/01 ,United States,False,https://www.poynter.org/?ifcn_misinformation=shands-hospital-of-gainesville-florida-has-confirmed-its-first-case-of-coronavirus
