claim,fact-check agency,time,orginated,label,poynter_url
"Covid-19 is only a laboratory pandemic, not a deadly disease – we have herd immunity already and PCR tests don’t prove infections",Correctiv,2020/09/06 ,Germany,Mainly false,https://www.poynter.org/?ifcn_misinformation=covid-19-is-only-a-laboratory-pandemic-not-a-deadly-disease-we-have-herd-immunity-already-and-pcr-tests-dont-prove-infections
United States admitted that only 6% of reported deaths were “actually” from coronavirus,Chequeado,2020/09/04 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=united-states-admitted-that-only-6-of-reported-deaths-were-actually-from-coronavirus
Number of deaths in Brazil by COVID-19 drops soon after beaches become crowded,Aos Fatos,2020/09/04 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=number-of-deaths-in-brazil-by-covid-19-drops-soon-after-beaches-become-crowded
"In the USA, the CDC “discreetly” announced that only 6% of Covid deaths were indeed Covid deaths",Détecteur de rumeurs,2020/09/03 ,Canada,FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-usa-the-cdc-discreetly-announced-that-only-6-of-covid-deaths-were-indeed-covid-deaths
Only 6% of the deaths that occur can be directly attributed to COVID. 94% can’t. According to the CDC,Animal Político,2020/09/03 ,Mexico,MISLEADING,https://www.poynter.org/?ifcn_misinformation=only-6-of-the-deaths-that-occur-can-be-directly-attributed-to-covid-94-cant-according-to-the-cdc
"The global death count of COVID-19 is much lower than other diseases including tuberculosis, hepatitis B, pneumonia, HIV/AIDS, malaria, and many others.",Rappler,2020/09/02 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=the-global-death-count-of-covid-19-is-much-lower-than-other-diseases-including-tuberculosis-hepatitis-b-pneumonia-hiv-aids-malaria-and-many-others
Former president Dilma Rousseff defended the idea of having students rotating in schools in order to reopen them,Estadão Verifica,2020/08/31 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=former-president-dilma-rousseff-defended-the-idea-of-having-students-rotating-in-schools-in-order-to-reopen-them
Buenos Aires (CABA) is the city with the highest number of COVID-19 deaths per million inhabitants in the world,Chequeado,2020/08/31 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=buenos-aires-caba-is-the-city-with-the-highest-number-of-covid-19-deaths-per-million-inhabitants-in-the-world
"In the US, the number of deaths caused by Covid-19 is lower than those caused by seasonal flu.",VoxCheck,2020/08/31 ,"Ukraine, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-us-the-number-of-deaths-caused-by-covid-19-is-lower-than-those-caused-by-seasonal-flu
The U.S. CDC quietly updated their numbers in August to show that only 6% of all coronavirus deaths were completely due to the coronavirus alone,Science Feedback,2020/08/30 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-u-s-cdc-quietly-updated-their-numbers-in-august-to-show-that-only-6-of-all-coronavirus-deaths-were-completely-due-to-the-coronavirus-alone
"Social media posts shared thousands of times and retweeted by President Donald Trump claim the U.S Centers for Disease Control and Prevention cut the national COVID-19 death toll by 94%, citing a CDC comorbidity chart.",AFP,2020/08/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=social-media-posts-shared-thousands-of-times-and-retweeted-by-president-donald-trump-claim-the-u-s-centers-for-disease-control-and-prevention-cut-the-national-covid-19-death-toll-by-94-citing-a-cdc-c
"The CDC updated the COVID-19 number to admit that only 6% of all the 153,504 deaths recorded actually died from COVID-19.",FactCheck.org,2020/08/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-updated-the-covid-19-number-to-admit-that-only-6-of-all-the-153504-deaths-recorded-actually-died-from-covid-19
A publication that mentions statements made by Raúl Rizzo (an Argentine actor) about Solange Musse’s death,Chequeado,2020/08/28 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-publication-that-mentions-statements-made-by-raul-rizzo-an-argentine-actor-about-solange-musses-death
"The COVID-19 death tolls in Ireland, England and Italy have been miscalculated and inflated",TheJournal.ie,2020/08/28 ,"Ireland, United Kingdom, Italy",FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-death-tolls-in-ireland-england-and-italy-have-been-miscalculated-and-inflated
American biologists created a deadly coronavirus back in 2015.,VoxCheck,2020/08/27 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=american-biologists-created-a-deadly-coronavirus-back-in-2015
