claim,fact-check agency,time,orginated,label,poynter_url
Table that compares deaths from COVID-19 with other causes show the new coronavirus is harmless.,Aos Fatos,2020/04/17 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=table-that-compares-deaths-from-covid-19-with-other-causes-show-the-new-coronavirus-is-harmless
"According to a BBC News screenshot, seven coronavirus victims in Rwanda were shot dead by unknown gunmen.",AfricaCheck,2020/04/17 ,"Rwanda, East Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-a-bbc-news-screenshot-seven-coronavirus-victims-in-rwanda-were-shot-dead-by-unknown-gunmen
The case-death rate was fixed in Turkey on purpose.,Teyit,2020/04/16 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-case-death-rate-was-fixed-in-turkey-on-purpose
"In the United States, there are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”",PolitiFact,2020/04/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-united-states-there-are-360000-deaths-a-year-from-swimming-pools-but-we-dont-shut-the-country-down-for-that
Some countries throw COVID-19 infected dead bodies into the seas.,PesaCheck,2020/04/16 ,"Kenya, Libya",FALSE,https://www.poynter.org/?ifcn_misinformation=some-countries-throw-covid-19-infected-dead-bodies-into-the-seas
"Multiple posts shared repeatedly on Facebook and Twitter since March 2020 claim that Israel has reported zero deaths from the novel coronavirus, which causes the disease COVID-19. The posts also claim Israeli citizens have protected themselves from COVID-19 by drinking a remedy of hot water, lemon and baking soda, which purportedly “kills” the virus.",AFP,2020/04/16 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-posts-shared-repeatedly-on-facebook-and-twitter-since-march-2020-claim-that-israel-has-reported-zero-deaths-from-the-novel-coronavirus-which-causes-the-disease-covid-19-the-posts-also-claim
Thailand reports first case of COVID-19 that infected from a dead body.,Sure And Share Center MCOT,2020/04/15 ,Thailand,No evidence,https://www.poynter.org/?ifcn_misinformation=thailand-reports-first-case-of-covid-19-that-infected-from-a-dead-body
A viral image hints that flu cases are counted as coronavirus cases because there are about 24.500 less deaths by flu this year than two years ago.,Correctiv,2020/04/14 ,Germany,Partially false,https://www.poynter.org/?ifcn_misinformation=a-viral-image-hints-that-flu-cases-are-counted-as-coronavirus-cases-because-there-are-about-24-500-less-deaths-by-flu-this-year-than-two-years-ago
The text claims that the coronavirus death rate in North Macedonia is the most devastating in the region.,Vistinomer,2020/04/14 ,"North Macedonia, Croatia, Serbia, Montenegro",Misleading,https://www.poynter.org/?ifcn_misinformation=the-text-claims-that-the-coronavirus-death-rate-in-north-macedonia-is-the-most-devastating-in-the-region
The video shows the dead bodies of patients of COVID-19 dumped into the sea.,FactCrescendo,2020/04/14 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-the-dead-bodies-of-patients-of-covid-19-dumped-into-the-sea
"The news media has tried to pass off one man’s death, attributed to complications from COVID-19, as two separate cases.",FactCheck.org,2020/04/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-news-media-has-tried-to-pass-off-one-mans-death-attributed-to-complications-from-covid-19-as-two-separate-cases
"Chinese state media claims Ghana’s coronavirus cases have surpassed 9,000, with over 400 deaths.",GhanaFact,2020/04/13 ,Ghana,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-state-media-claims-ghanas-coronavirus-cases-have-surpassed-9000-with-over-400-deaths
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,PolitiFact,2020/04/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=joe-diffies-death-was-labeled-as-a-covid-19-death-and-it-wasnt
Justin Trudeau promises to pay off Tamil Nadu (India) government’s debt.,FactCrescendo,2020/04/13 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=justin-trudeau-promises-to-pay-off-tamil-nadu-india-governments-debt
Philippine President Rodrigo Duterte said China has highest COVID-19 death toll as of 4/3/2020.,VERA Files,2020/04/13 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=philippine-president-rodrigo-duterte-said-china-has-highest-covid-19-death-toll-as-of-4-3-2020
