claim,fact-check agency,time,orginated,label,poynter_url
Switzerland recorded an increase in deaths from Covid-19 after banning hydroxychloroquine.,Aos Fatos,2021/05/06 ,"Brazil, Switzerland",FALSE,https://www.poynter.org/?ifcn_misinformation=switzerland-recorded-an-increase-in-deaths-from-covid-19-after-banning-hydroxychloroquine
The vaccine became the cause of death of a 67-year-old.,Myth Detector,2021/05/05 ,Georgia,No Evidence,https://www.poynter.org/?ifcn_misinformation=the-vaccine-became-the-cause-of-death-of-a-67-year-old
"Nearly 8,000 deaths and more than 330,000 adverse reactions caused by the covid-19 vaccines from Pfizer, Moderna, AstraZeneca and Janssen have been reported to the EudraVigilance drug side effect monitoring system in countries of the European Economic Area.",EFE Verifica,2021/05/05 ,"Spain, Europe, Asia, India",FALSE,https://www.poynter.org/?ifcn_misinformation=nearly-8000-deaths-and-more-than-330000-adverse-reactions-caused-by-the-covid-19-vaccines-from-pfizer-moderna-astrazeneca-and-janssen-have-been-reported-to-the-eudravigilance-drug-side-effect-moni
"The first vaccine turns off the white blood cells (immune system) and with it completely turns off the human immune system and this creates an immune deficiency. The second vaccine overwhelms the body with deadly toxins, ie. the second vaccine introduces various light and heavy metals into the human body. At this stage, the toxins are distributed in the body, but the person does not feel sick, because the immune system does not fight it. A third vaccine re-activates the immune system, which triggers the immune system to create an explosive course of the disease. The release of the immune system provokes a powerful attack of toxins that kill humans. This effect is known as cytokine bursting when the immune system is so shaken that it sends too many antibodies to infected parts. Thus the body kills itself.",Vistinomer,2021/05/05 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-first-vaccine-turns-off-the-white-blood-cells-immune-system-and-with-it-completely-turns-off-the-human-immune-system-and-this-creates-an-immune-deficiency-the-second-vaccine-overwhelms-the-body
"Let me remind you of a very important piece of information that many do not want to hear and understand. FILIPCE – “And if it has nothing to do with the Covid, we record ALL of them as dead from COVID-19”. In other words, Filipce tells you that- “When we announce the numbers of those who died from covid, they are not dead from covid but you will think that they died from covid and you will respect all measures for covid.” The whole manipulation is for our own health.",Vistinomer,2021/05/05 ,North Macedonia,Missing context,https://www.poynter.org/?ifcn_misinformation=let-me-remind-you-of-a-very-important-piece-of-information-that-many-do-not-want-to-hear-and-understand-filipce-and-if-it-has-nothing-to-do-with-the-covid-we-record-all-of-them-as-dead-from-covid
Finally something reasonable in the collective madness. Something that was suspicious from the very beginning … Maybe this text will be an explanation why the autopsy of the deceased is forbidden because only an autopsy can prove the cause of death.,Vistinomer,2021/05/04 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=finally-something-reasonable-in-the-collective-madness-something-that-was-suspicious-from-the-very-beginning-maybe-this-text-will-be-an-explanation-why-the-autopsy-of-the-deceased-is-forbidden-be
"Less sanitary restrictions in Florida than in Quebec, and less deaths?",Détecteur de rumeurs,2021/05/03 ,Canada,FAUX,https://www.poynter.org/?ifcn_misinformation=less-sanitary-restrictions-in-florida-than-in-quebec-and-less-deaths
"If you die within 20 days of testing positive for [COVID-19] (no matter what other factors were involved) you’ll be counted as a COVID death. However, if you drop dead within 24 hours of taking the vaccine it has nothing to do with it.",Science Feedback,2021/05/03 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=if-you-die-within-20-days-of-testing-positive-for-covid-19-no-matter-what-other-factors-were-involved-youll-be-counted-as-a-covid-death-however-if-you-drop-dead-within-24-hours-of-takin
Any deaths in the 20 days following positive COVID-19 tests are attributed to the disease.,FactCheck.org,2021/05/02 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=any-deaths-in-the-20-days-following-positive-covid-19-tests-are-attributed-to-the-disease
Any deaths in the 20 days following positive COVID-19 tests are attributed to the disease.,FactCheck.org,2021/05/02 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=any-deaths-in-the-20-days-following-positive-covid-19-tests-are-attributed-to-the-disease-2
The number of COVID-19 deaths peaked in Switzerland after the country suspended the use of hydroxychloroquine.,Agência Lupa,2021/04/30 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-peaked-in-switzerland-after-the-country-suspended-the-use-of-hydroxychloroquine
A video that shows doctors celebrating proves that TV news about rising COVID-19 cases and deaths are false.,Agência Lupa,2021/04/28 ,Brazil,Out of Context,https://www.poynter.org/?ifcn_misinformation=a-video-that-shows-doctors-celebrating-proves-that-tv-news-about-rising-covid-19-cases-and-deaths-are-false
The 450 dead sanitary workers in Venezuela turned out to be garbage bags stuffed with paper,Newtral.es,2021/04/27 ,"Spain, Venezuela",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-450-dead-sanitary-workers-in-venezuela-turned-out-to-be-garbage-bags-stuffed-with-paper
The third wave of COVID-19 will cause death of people who have been vaccinated by two doses.,VoxCheck,2021/04/27 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-third-wave-of-covid-19-will-cause-death-of-people-who-have-been-vaccinated-by-two-doses
"“The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding”",PolitiFact,2021/04/27 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-unvaccinated-beware-covid-19-mrna-shots-cause-death-and-disease-through-gmo-shedding
