claim,fact-check agency,time,orginated,label,poynter_url
"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.",Correctiv,2020/04/13 ,Germany,No evidence,https://www.poynter.org/?ifcn_misinformation=a-picture-that-is-shared-in-social-media-compared-deaths-by-malaria-alcohol-car-accidents-the-flu-suicide-and-other-causes-since-the-beginning-of-2020-with-covid-19-the-message-is-that-the-number
The clothes of COVID-19 dead patients will be exported to Egypt (Syria) and cause spread of COVID-19.,Fatabyyano,2020/04/12 ,"Egypt, Syria",FALSE,https://www.poynter.org/?ifcn_misinformation=the-clothes-of-covid-19-dead-patients-will-be-exported-to-egypt-syria-and-cause-spread-of-covid-19
Number of covid-related deaths has fallen since federal police started an investigation on the number of deaths,Estadão Verifica,2020/04/12 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=number-of-covid-related-deaths-has-fallen-since-federal-police-started-an-investigation-on-the-number-of-deaths
Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,LeadStories,2020/04/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=numbers-in-a-photo-about-death-tolls-from-covid-19-show-that-the-pandemic-is-a-con
The Government publishes the deadline of the containment measures by COVID-19.,Newtral.es,2020/04/11 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-government-publishes-the-deadline-of-the-containment-measures-by-covid-19
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,Vishvas News,2020/04/11 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-has-no-deaths-from-covid-19-tea-made-of-lemon-and-bicarbonate-can-cure-coronavirus-2
Countries throwing dead bodies of people died of COVID-19 into the sea. Image showing dead bodies washed ashore.,FactCrescendo,2020/04/10 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=countries-throwing-dead-bodies-of-people-died-of-covid-19-into-the-sea-image-showing-dead-bodies-washed-ashore
"This death body was incinerated in the streets of Guayaquil, Mexico.",Animal Político,2020/04/10 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=this-death-body-was-incinerated-in-the-streets-of-guayaquil-mexico-2
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,Vishvas News,2020/04/10 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-has-no-deaths-from-covid-19-tea-made-of-lemon-and-bicarbonate-can-cure-coronavirus
China’s Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,LeadStories,2020/04/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=chinas-communist-government-created-the-novel-coronavirus-in-a-laboratory-and-released-it-into-the-world-as-a-deadly-bioweapon
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,PolitiFact,2020/04/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=herd-immunity-is-probably-why-california-has-far-fewer-covid-19-deaths-than-new-york
A video of a television presenter talking about eastern equine encephalitis as a new virus much more deadly than the coronavirus.,Maldita.es,2020/04/09 ,"Spain, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-television-presenter-talking-about-eastern-equine-encephalitis-as-a-new-virus-much-more-deadly-than-the-coronavirus
An Indian doctor who had gone to collect coronavirus samples in Uttar Pradesh was stoned to death.,BOOM FactCheck,2020/04/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=an-indian-doctor-who-had-gone-to-collect-coronavirus-samples-in-uttar-pradesh-was-stoned-to-death
"The COVID-19 death tool in São Paulo (Brazil) has been reviewed, from 201 confirmed cases to only 26.",Agência Lupa,2020/04/09 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=the-covid-19-death-tool-in-sao-paulo-brazil-has-been-reviewed-from-201-confirmed-cases-to-only-26
Video of dead bodies of COVID-19 infected persons washed ashore as they were thrown in to the seas by some countries.,Factly,2020/04/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-dead-bodies-of-covid-19-infected-persons-washed-ashore-as-they-were-thrown-in-to-the-seas-by-some-countries
