claim,fact-check agency,time,orginated,label,poynter_url
Pfizer caused the death of six volunteers,Aos Fatos,2020/12/16 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-caused-the-death-of-six-volunteers
One of the first nurses to receive the vaccine in AL is now dead.,PolitiFact,2020/12/15 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=one-of-the-first-nurses-to-receive-the-vaccine-in-al-is-now-dead
Death continues to be a regular guest at those who have agreed to take part in vaccine testing. Six people have died from Pfizer vaccine trials. 4 people were paralyzed.,Vistinomer,2020/12/14 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=death-continues-to-be-a-regular-guest-at-those-who-have-agreed-to-take-part-in-vaccine-testing-six-people-have-died-from-pfizer-vaccine-trials-4-people-were-paralyzed
Centers for Disease Control and Prevention is reporting all pneumonia and influenza deaths as caused by COVID-19.,FactCheck.org,2020/12/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=centers-for-disease-control-and-prevention-is-reporting-all-pneumonia-and-influenza-deaths-as-caused-by-covid-19
A report on the deaths of two participants in Pfizer’s COVID-19 vaccine trial,AAP FactCheck,2020/12/11 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-report-on-the-deaths-of-two-participants-in-pfizers-covid-19-vaccine-trial
"Vaccines cause autism, while Remdesivir causes death",FactCheck Georgia,2020/12/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-cause-autism-while-remdesivir-causes-death
Pfizer vaccine has caused the death of six people,Newtral.es,2020/12/11 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-has-caused-the-death-of-six-people
The COVID-19 vaccine developed by Pfizer and BioNTech caused Bell’s palsy and deaths,Science Feedback,2020/12/11 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-developed-by-pfizer-and-biontech-caused-bells-palsy-and-deaths
"Among the side effects of vaccination against Covid-19, the FDA calls death.",VoxCheck,2020/12/10 ,"Ukraine, United States",MISLEADING,https://www.poynter.org/?ifcn_misinformation=among-the-side-effects-of-vaccination-against-covid-19-the-fda-calls-death
UK government braces for wave of deaths caused by the COVID-19 vaccine,Newtral.es,2020/12/09 ,"Spain, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=uk-government-braces-for-wave-of-deaths-caused-by-the-covid-19-vaccine
Israel managed to erradicate all deaths by COVID-19 using a recipe of lemon and baking soda,Agência Lupa,2020/12/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-managed-to-erradicate-all-deaths-by-covid-19-using-a-recipe-of-lemon-and-baking-soda
The proposed law for the payment of death and work accident compensation for the workers who were employed without taking any measures in the epidemic was rejected with the votes of the AK Party and MHP.,Doğruluk Payı,2020/12/08 ,Turkey,PARTLY FALSE,https://www.poynter.org/?ifcn_misinformation=the-proposed-law-for-the-payment-of-death-and-work-accident-compensation-for-the-workers-who-were-employed-without-taking-any-measures-in-the-epidemic-was-rejected-with-the-votes-of-the-ak-party-and-m
Social media posts downplay the impact of the coronavirus pandemic by comparing a partial 2020 US death toll with higher numbers from previous years.,AFP,2020/12/08 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=social-media-posts-downplay-the-impact-of-the-coronavirus-pandemic-by-comparing-a-partial-2020-us-death-toll-with-higher-numbers-from-previous-years
Brazilian city of Porto Feliz did not register a single death by Covid-19,Aos Fatos,2020/12/07 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-city-of-porto-feliz-did-not-register-a-single-death-by-covid-19
The President of Brazil called vaccination a deadly threat.,VoxCheck,2020/12/06 ,"Ukraine, Brazil",FALSE,https://www.poynter.org/?ifcn_misinformation=the-president-of-brazil-called-vaccination-a-deadly-threat
