claim,fact-check agency,time,orginated,label,poynter_url
As per ICMR study there’s been not a single case of COVID-19 among indigenous Assamese communities in India.,FactCrescendo,2020/04/24 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=as-per-icmr-study-theres-been-not-a-single-case-of-covid-19-among-indigenous-assamese-communities-in-india
The Philippines has fewer COVID-19 cases despite having a larger population and smaller land area than Italy. The post attributed it to Pres. Rodrigo Duterte’s “immediate response” to the pandemic.,VERA Files,2020/04/24 ,Philippines,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-philippines-has-fewer-covid-19-cases-despite-having-a-larger-population-and-smaller-land-area-than-italy-the-post-attributed-it-to-pres-rodrigo-dutertes-immediate-response-to-the-pandemic
"Brazilian new Minister of Health, Nelson Teich, is investigating COVID-19 statistics for alleged fraud. Because of that, the number of cases and deaths have been falling in Brazil on the week of April 24.",Agência Lupa,2020/04/24 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=brazilian-new-minister-of-health-nelson-teich-is-investigating-covid-19-statistics-for-alleged-fraud-because-of-that-the-number-of-cases-and-deaths-have-been-falling-in-brazil-on-the-week-of-april
The case fatality rate of COVID-19 is actually 28-55 times lower.,VoxCheck,2020/04/23 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-case-fatality-rate-of-covid-19-is-actually-28-55-times-lower
The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.,VoxCheck,2020/04/23 ,"Ukraine, United States",No evidence,https://www.poynter.org/?ifcn_misinformation=the-us-hospitals-inflate-the-number-of-covid-19-cases-and-deaths-so-they-can-receive-more-money
"COVID-19 is going away. On April 21, the number of new cured cases was larger than the number of new cases, which means the total number of active cases is diminishing.",Agência Lupa,2020/04/23 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-going-away-on-april-21-the-number-of-new-cured-cases-was-larger-than-the-number-of-new-cases-which-means-the-total-number-of-active-cases-is-diminishing
"An audio file by an alleged worker at a health institution in Rio de Janeiro. She says that healthcare workers on public institutions in Rio are forced to state whether a patient has COVID-19 or not even before he sees a doctor. This was, allegedly, being done to artificially inflate the number of cases.",Agência Lupa,2020/04/23 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-file-by-an-alleged-worker-at-a-health-institution-in-rio-de-janeiro-she-says-that-healthcare-workers-on-public-institutions-in-rio-are-forced-to-state-whether-a-patient-has-covid-19-or-not-e
The April 22 jump in COVID-19 cases in the United States was related to the election.,PolitiFact,2020/04/23 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-april-22-jump-in-covid-19-cases-in-the-united-states-was-related-to-the-election
"567 positive cases and 39 deaths from COVID-19 were recorded in Mali on April 13, 2020.",PesaCheck,2020/04/22 ,Mali,FALSE,https://www.poynter.org/?ifcn_misinformation=567-positive-cases-and-39-deaths-from-covid-19-were-recorded-in-mali-on-april-13-2020
Colombia is the country with less cases and deaths for coronavirus per inhabitant in America.,La Silla Vacía,2020/04/22 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=colombia-is-the-country-with-less-cases-and-deaths-for-coronavirus-per-inhabitant-in-america
Screenshot shows 109 coronavirus cases in a Cali’s neighborhood in Colombia.,Colombiacheck,2020/04/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=screenshot-shows-109-coronavirus-cases-in-a-calis-neighborhood-in-colombia
“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,PolitiFact,2020/04/21 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=nearly-half-of-missouri-counties-have-not-reported-positive-covid-19-cases
The danger of coronavirus is exaggerated. Look at the case of Mumbai slums.,VoxCheck,2020/04/20 ,"Ukraine, India",FALSE,https://www.poynter.org/?ifcn_misinformation=the-danger-of-coronavirus-is-exaggerated-look-at-the-case-of-mumbai-slums
People are offering prayers in groups on rooftops despite lockdown. That too when cases of coronavirus in India are continuously increasing.,Newschecker,2020/04/17 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=people-are-offering-prayers-in-groups-on-rooftops-despite-lockdown-that-too-when-cases-of-coronavirus-in-india-are-continuously-increasing
"Claim that according to the New York Times, US ballistic-missile submarine USS Tennessee has eight confirmed cases. Since the submarine was on a mission for 119 days, it indicated that the virus was originated from the US.",Taiwan FactCheck Center,2020/04/17 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-according-to-the-new-york-times-us-ballistic-missile-submarine-uss-tennessee-has-eight-confirmed-cases-since-the-submarine-was-on-a-mission-for-119-days-it-indicated-that-the-virus-was-o
