claim,fact-check agency,time,orginated,label,poynter_url
"According to Civil Registry record, the number of respiratory syndrome deaths decreased, and not increased, between 2019 and 2020 in Ceará, Brazil. The time period considered was March 16 to May 10.",Agência Lupa,2020/05/11 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-civil-registry-record-the-number-of-respiratory-syndrome-deaths-decreased-and-not-increased-between-2019-and-2020-in-ceara-brazil-the-time-period-considered-was-march-16-to-may-10
The government has banned autopsies on COVID-19 deaths. They want to hide the truth.,Open,2020/05/11 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=the-government-has-banned-autopsies-on-covid-19-deaths-they-want-to-hide-the-truth
"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that’s perhaps the most important number there is.”",PolitiFact,2020/05/11 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=germany-and-the-united-states-are-the-two-best-in-deaths-per-100000-people-which-frankly-to-me-thats-perhaps-the-most-important-number-there-is
The Brazilian state of Ceará had more deaths from respiratory diseases in 2019 and 2018 than in 2020.,Aos Fatos,2020/05/11 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-brazilian-state-of-ceara-had-more-deaths-from-respiratory-diseases-in-2019-and-2018-than-in-2020
Video shows people falling dead on street as the COVID-19 situation in India intensified.,FactCrescendo,2020/05/11 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-people-falling-dead-on-street-as-the-covid-19-situation-in-india-intensified
Statistics of deaths per million inhabitants show that COVID-19 pandemic in Brazil is not serious.,Aos Fatos,2020/05/11 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=statistics-of-deaths-per-million-inhabitants-show-that-covid-19-pandemic-in-brazil-is-not-serious
President Trump posted a tweet blaming President Obama for failing to prepare him for a pandemic and celebrating that there are still more people alive than dead.,LeadStories,2020/05/11 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=president-trump-posted-a-tweet-blaming-president-obama-for-failing-to-prepare-him-for-a-pandemic-and-celebrating-that-there-are-still-more-people-alive-than-dead-2
"Death of a young Sri Lankan nurse living in Adelaide, Australia was due to COVID-19.",FactCrescendo,2020/05/10 ,Sri Lanka,FALSE,https://www.poynter.org/?ifcn_misinformation=death-of-a-young-sri-lankan-nurse-living-in-adelaide-australia-was-due-to-covid-19
Burundi had 274 cases of COVID-19 and only one death on April 30.,PesaCheck,2020/05/08 ,Burundi,FALSE,https://www.poynter.org/?ifcn_misinformation=burundi-had-274-cases-of-covid-19-and-only-one-death-on-april-30
This graphics shows that the number of death in France during first trimester 2020 with COVID-19 is relatively small compared to past years.,AFP,2020/05/08 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=this-graphics-shows-that-the-number-of-death-in-france-during-first-trimester-2020-with-covid-19-is-relatively-small-compared-to-past-years
“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,PolitiFact,2020/05/08 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-mainstream-media-pretended-there-was-a-deadly-surge-in-covid-cases-thanks-to-wisconsinites-voting
"Despite the COVID-19 pandemic, the total number of deaths in Brazil decreased, rather than increased, when we compare the months of April 2019 and April 2020. This statement is backed by the national Civil Registry data.",Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=despite-the-covid-19-pandemic-the-total-number-of-deaths-in-brazil-decreased-rather-than-increased-when-we-compare-the-months-of-april-2019-and-april-2020-this-statement-is-backed-by-the-national
"Number of deaths by COVID-19 fell in the state capital of Amazonas, Manaus, after the visit of the Minister of Health.",Aos Fatos,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=number-of-deaths-by-covid-19-fell-in-the-state-capital-of-amazonas-manaus-after-the-visit-of-the-minister-of-health
"TV Globo used images of a collective funeral for the victims of a shipwreck in Lampedusa, in 2013, to illustrate a story about deaths by COVID-19 in Italy.",Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=tv-globo-used-images-of-a-collective-funeral-for-the-victims-of-a-shipwreck-in-lampedusa-in-2013-to-illustrate-a-story-about-deaths-by-covid-19-in-italy
"A card claiming to exempt the holder from wearing a face mask in public the real deal, sanctioned by the government.",LeadStories,2020/05/08 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-card-claiming-to-exempt-the-holder-from-wearing-a-face-mask-in-public-the-real-deal-sanctioned-by-the-government
