claim,fact-check agency,time,orginated,label,poynter_url
"Two cases are confirmed of coronavirus in Huelva, Andalucía (2/26/20)",Newtral.es,2020/02/26 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=two-cases-are-confirmed-of-coronavirus-in-huelva-andalucia-2-26-20-2
There is a confirmed case of coronavirus in a Bogotá hospital.,Colombiacheck,2020/02/26 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-confirmed-case-of-coronavirus-in-a-bogota-hospital
"Singapore government said confirmed case No. 12 is a prostitute. As a result, many of her clients are under quarantine.",Taiwan FactCheck Center,2020/02/26 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=singapore-government-said-confirmed-case-no-12-is-a-prostitute-as-a-result-many-of-her-clients-are-under-quarantine
"Singapore government said confirmed case No. 12 is a prostitute. As a result, many of her clients are under quarantine.",Taiwan FactCheck Center,2020/02/26 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=singapore-government-said-confirmed-case-no-12-is-a-prostitute-as-a-result-many-of-her-clients-are-under-quarantine-2
New cases of coronavirus in Madrid are linked to two universities and a club.,Newtral.es,2020/02/26 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=new-cases-of-coronavirus-in-madrid-are-linked-to-two-universities-and-a-club
The DPP (Democratic Progressive Party) politician Wang Shijian said Taiwan has more than 500 confirmed cases.,Taiwan FactCheck Center,2020/02/25 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=the-dpp-democratic-progressive-party-politician-wang-shijian-said-taiwan-has-more-than-500-confirmed-cases
The DPP (Democratic Progressive Party) politician Wang Shijian said Taiwan has more than 500 confirmed cases.,Taiwan FactCheck Center,2020/02/25 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=the-dpp-democratic-progressive-party-politician-wang-shijian-said-taiwan-has-more-than-500-confirmed-cases-2
"There are two coronavirus cases in Bovalino (Reggio Calabria, Italy).",Pagella Politica,2020/02/24 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=there-are-two-coronavirus-cases-in-bovalino-reggio-calabria-italy
"There are two coronavirus cases in Bovalino (Reggio Calabria, Italy).",Pagella Politica,2020/02/24 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=there-are-two-coronavirus-cases-in-bovalino-reggio-calabria-italy-2
"Coronavirus case in Uttar Pradesh district, India.",AFP,2020/02/24 ,India,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-case-in-uttar-pradesh-district-india
Video shows Chinese officials detaining suspected coronavirus cases.,AFP,2020/02/22 ,China,False,https://www.poynter.org/?ifcn_misinformation=video-shows-chinese-officials-detaining-suspected-coronavirus-cases
"Six coronavirus cases confirmed in Wichita, Kansas.",LeadStories,2020/02/21 ,United States,False,https://www.poynter.org/?ifcn_misinformation=six-coronavirus-cases-confirmed-in-wichita-kansas
A suspicious case of coronavirus in a Military Hospital in Maracay originated with an Army member who claimed have visited China in December.,Efecto Cocuyo,2020/02/21 ,Venezuela,False,https://www.poynter.org/?ifcn_misinformation=a-suspicious-case-of-coronavirus-in-a-military-hospital-in-maracay-originated-with-an-army-member-who-claimed-have-visited-china-in-december
There is a COVID-19 case in east Indian state.,AFP,2020/02/17 ,India,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-covid-19-case-in-east-indian-state
There is a COVID-19 case in Ethiopia.,AFP,2020/02/17 ,Ethiopia,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-covid-19-case-in-ethiopia
