claim,fact-check agency,time,orginated,label,poynter_url
“coronavirus itself is responsible for just 6% of all deaths listed as coronavirus-related”,Science Feedback,2021/04/07 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-itself-is-responsible-for-just-6-of-all-deaths-listed-as-coronavirus-related
"52 municipalities managed to reduce to zero the number of COVID-19 deaths by using ivermectin, hydroxychloroquine and azitromicin",Agência Lupa,2021/04/07 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=52-municipalities-managed-to-reduce-to-zero-the-number-of-covid-19-deaths-by-using-ivermectin-hydroxychloroquine-and-azitromicin
A video states that vaccination against Covid-19 can cause more deaths and could be linked to appearance of variants of virus,AFP,2021/04/07 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-states-that-vaccination-against-covid-19-can-cause-more-deaths-and-could-be-linked-to-appearance-of-variants-of-virus
"In a video shared via Facebook, a woman posing as an Israeli complains that those vaccinated against covid-19 in this country have a privileged life compared to those who refuse to be vaccinated. The video claims that the level of awareness of those who refuse the vaccine has been raised and that they are stubborn people who will not sell their soul and body to the devil “, she further claims that “the pandemic is false (6 minutes and 18 seconds of the video ), that “the authorities lie about the death toll and write it deaths as if they happened from Covid-19” (6 minutes and 30 seconds of the video), and that hospitals in Israel reportedly received 22,000 shekels for each death.",Vistinomer,2021/04/07 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=in-a-video-shared-via-facebook-a-woman-posing-as-an-israeli-complains-that-those-vaccinated-against-covid-19-in-this-country-have-a-privileged-life-compared-to-those-who-refuse-to-be-vaccinated-the
The official European medical database has published the following fact,Vistinomer,2021/04/07 ,North Macedonia,MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=the-official-european-medical-database-has-published-the-following-fact-so-far-3964-deaths-and-162610-injuries-from-vaccines-have-been-registered-in-the-eu-i-do-not-know-how-many-were-vaccinated
Minister Stepanov claimed that there would be more deaths registered from the vaccines.,VoxCheck,2021/04/07 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=minister-stepanov-claimed-that-there-would-be-more-deaths-registered-from-the-vaccines
"WHO said India will see 50,000 deaths in a month- news graphic",BOOM FactCheck,2021/04/06 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=who-said-india-will-see-50000-deaths-in-a-month-news-graphic
The percent of COVID-19 vaccination deaths is higher than after MMR vaccination.,VoxCheck,2021/04/06 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-percent-of-covid-19-vaccination-deaths-is-higher-than-after-mmr-vaccination
"Almost everyone at the city of Serrana (Brazil) was vaccinated, but deaths continue to grow.",Estadão Verifica,2021/04/06 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=almost-everyone-at-the-city-of-serrana-brazil-was-vaccinated-but-deaths-continue-to-grow
Spain is among the five worst countries in the world in coronavirus infections and deaths,Newtral.es,2021/04/06 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=spain-is-among-the-five-worst-countries-in-the-world-in-coronavirus-infections-and-deaths
A city in the Brazilian state of Rio Grande do Norte has no covid deaths thanks to the use of medications such as ivermectin.,Estadão Verifica,2021/04/05 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-city-in-the-brazilian-state-of-rio-grande-do-norte-has-no-covid-deaths-thanks-to-the-use-of-medications-such-as-ivermectin
In Brazil the dead people “are carried on one hand” – a pandemic was staged,StopFake.org,2021/04/03 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=in-brazil-the-dead-people-are-carried-on-one-hand-a-pandemic-was-staged
One of the side effects of the Pfizer-BioNTech vaccine is death,Teyit,2021/04/03 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=one-of-the-side-effects-of-the-pfizer-biontech-vaccine-is-death
United Kingdom would have seen a jump in Covid-19 cases and deaths after the start of vaccination campaign,AFP,2021/04/03 ,"France, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=united-kingdom-would-have-seen-a-jump-in-covid-19-cases-and-deaths-after-the-start-of-vaccination-campaign
"The number of “vaccine related deaths” in the United States in 2021 surpasses that of the past decade, as a national Covid-19 inoculation campaign accelerates",AFP,2021/04/02 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-vaccine-related-deaths-in-the-united-states-in-2021-surpasses-that-of-the-past-decade-as-a-national-covid-19-inoculation-campaign-accelerates
