claim,fact-check agency,time,orginated,label,poynter_url
A video describing Argentina’s COVID-19 cases contains malware for phones,Teyit,2020/09/23 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-describing-argentinas-covid-19-cases-contains-malware-for-phones
IR thermometers used to check the temperature of possible COVID-19 cases can cause damage to the pituitary gland.,Ellinika Hoaxes,2020/09/22 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=ir-thermometers-used-to-check-the-temperature-of-possible-covid-19-cases-can-cause-damage-to-the-pituitary-gland
90% of positive cases are neither ill nor contagious bacause their viral load is too low,AFP,2020/09/22 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=90-of-positive-cases-are-neither-ill-nor-contagious-bacause-their-viral-load-is-too-low
"Australian television network 7 News accurately predicted coronavirus case numbers for the state of Victoria on Sunday, September 13.",AFP,2020/09/21 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=australian-television-network-7-news-accurately-predicted-coronavirus-case-numbers-for-the-state-of-victoria-on-sunday-september-13
The way the Robert Koch Institute is counting the cases is against the German infection protection law – because PCR tests can’t prove an infection,Correctiv,2020/09/17 ,Germany,Mainly false,https://www.poynter.org/?ifcn_misinformation=the-way-the-robert-koch-institute-is-counting-the-cases-is-against-the-german-infection-protection-law-because-pcr-tests-cant-prove-an-infection
"A prompt travel ban in 2003 resulted in zero SARS cases in the country, whereas a delayed ban in 2020 led to the Philippines recording the highest COVID-19 cases in Asia.",AFP,2020/09/04 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-prompt-travel-ban-in-2003-resulted-in-zero-sars-cases-in-the-country-whereas-a-delayed-ban-in-2020-led-to-the-philippines-recording-the-highest-covid-19-cases-in-asia
COVID-19 case numbers in the U.S. are inflated due to the high sensitivity of the RT-PCR diagnostic test,Science Feedback,2020/09/03 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-case-numbers-in-the-u-s-are-inflated-due-to-the-high-sensitivity-of-the-rt-pcr-diagnostic-test
Before cobas tests we could not accurately distinguish between COVID-19 and influenza cases.,Ellinika Hoaxes,2020/09/03 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=before-cobas-tests-we-could-not-accurately-distinguish-between-covid-19-and-influenza-cases
"Alberto Fernández The President of Argentina, on the increase in cases",Chequeado,2020/09/02 ,Argentina,No evidence,https://www.poynter.org/?ifcn_misinformation=alberto-fernandez-the-president-of-argentina-on-the-increase-in-cases-every-time-there-were-marches-15-days-later-the-cases-of-coronavirus-grew
Epidemics and cases of disease in the 21st century are ” staged”,Demagog,2020/09/02 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=epidemics-and-cases-of-disease-in-the-21st-century-are-staged
Only 6% of covid cases died of covid in the USA,AFP,2020/08/30 ,"United States, France",FALSE,https://www.poynter.org/?ifcn_misinformation=only-6-of-covid-cases-died-of-covid-in-the-usa
"Magnesium, B12 and D vitamins prevent severe COVID-19 cases",Teyit,2020/08/20 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=magnesium-b12-and-d-vitamins-prevent-severe-covid-19-cases
Protest rallies held in June and July contributed to the upsurge of COVID-19 cases in the Philippines.,VERA Files,2020/08/20 ,Philippines,No evidence,https://www.poynter.org/?ifcn_misinformation=protest-rallies-held-in-june-and-july-contributed-to-the-upsurge-of-covid-19-cases-in-the-philippines
Viral images of doctors crying because of coronavirus cases in Argentina,Chequeado,2020/08/18 ,Argentina,False,https://www.poynter.org/?ifcn_misinformation=viral-images-of-doctors-crying-because-of-coronavirus-cases-in-argentina
"Presidential Spokesperson Harry Roque brushied aside thousands of deaths due to the COVID-19 pandemic and said 10 million COVID-19 cases in the country “will not be a loss” even if 10,000 people die.",VERA Files,2020/08/17 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=presidential-spokesperson-harry-roque-brushied-aside-thousands-of-deaths-due-to-the-covid-19-pandemic-and-said-10-million-covid-19-cases-in-the-country-will-not-be-a-loss-even-if-10
