claim,fact-check agency,time,orginated,label,poynter_url
The Brazilian Ministry of Health forbade the expression “COVID-19 suspect” to be used on death certificates.,Agência Lupa,2020/06/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-brazilian-ministry-of-health-forbade-the-expression-covid-19-suspect-to-be-used-on-death-certificates
Brazilian Health Minister said that ‘suspected of Covid-19’ can no longer appear on death certificates.,Aos Fatos,2020/06/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-health-minister-said-that-suspected-of-covid-19-can-no-longer-appear-on-death-certificates
"The number of COVID-19 deaths in Ukraine is low. So, the disease is nothing more than the flu.",VoxCheck,2020/06/06 ,Ukraine,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-in-ukraine-is-low-so-the-disease-is-nothing-more-than-the-flu
In photos circulating social media we see a woman carrying body bags of COVID-19 cases with extreme ease thus proving that COVID-19 deaths are staged.,Ellinika Hoaxes,2020/06/06 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=in-photos-circulating-social-media-we-see-a-woman-carrying-body-bags-of-covid-19-cases-with-extreme-ease-thus-proving-that-covid-19-deaths-are-staged
The death of the Egyptian actress Rajaa El-Gedawy after contracting Covid-19.,Misbar,2020/06/05 ,Egypt,FALSE,https://www.poynter.org/?ifcn_misinformation=the-death-of-the-egyptian-actress-rajaa-el-gedawy-after-contracting-covid-19
96.3% of the deaths registered in Italy by COVID-19 died from other pathologies.,Chequeado,2020/06/04 ,"Argentina, Italy",FALSE,https://www.poynter.org/?ifcn_misinformation=96-3-of-the-deaths-registered-in-italy-by-covid-19-died-from-other-pathologies
"A video claims to show a “deadly insect attack” in China, India and Iran, in which the insect can supposedly kill a person with just one bite.",VERA Files,2020/06/04 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-claims-to-show-a-deadly-insect-attack-in-china-india-and-iran-in-which-the-insect-can-supposedly-kill-a-person-with-just-one-bite
"Yopal, Colombia, already has deaths from coronavirus",Colombiacheck,2020/06/04 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=yopal-colombia-already-has-deaths-from-coronavirus
"A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain, possibly leading to death, if they wear a disposable mask for too long.",AFP,2020/06/04 ,United States,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-meme-shared-thousands-of-times-on-facebook-claims-people-can-suffer-from-reduced-oxygen-to-their-blood-and-brain-possibly-leading-to-death-if-they-wear-a-disposable-mask-for-too-long
Guatemalan Health Minister Hugo Monroy assured that the consumption of Red Bull mixed with alcohol was one of the causes of death in young people diagnosed with COVID-19.,Agencia Ocote,2020/06/04 ,Guatemala,No evidence,https://www.poynter.org/?ifcn_misinformation=guatemalan-health-minister-hugo-monroy-assured-that-the-consumption-of-red-bull-mixed-with-alcohol-was-one-of-the-causes-of-death-in-young-people-diagnosed-with-covid-19
"Pedro Sánchez, President of Spain, said this Wednesday, June 3 in the Congress of Deputies, that “today we have 0 deceased in our country as a result of COVID” and that Pablo Casado should be happy that “we haven’t had any death by COVID-19 over the past two days”.",Maldita.es,2020/06/04 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-spain-said-this-wednesday-june-3-in-the-congress-of-deputies-that-today-we-have-0-deceased-in-our-country-as-a-result-of-covid-and-that-pablo-casado-should-be-happy-th
"A federal investigation in the city of Fortaleza, Brazil, made number of daily recorded deaths fall 90%.",Estadão Verifica,2020/06/03 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-federal-investigation-in-the-city-of-fortaleza-brazil-made-number-of-daily-recorded-deaths-fall-90
"There were no COVID-19 deaths in Belém, Brazil, on May 30 and May 31.",Agência Lupa,2020/06/03 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=there-were-no-covid-19-deaths-in-belem-brazil-on-may-30-and-may-31
A Facebook post makes a series of claims about Italy “defeating” COVID-19 inclduign that it “nothing but intravascular coagulation (thrombosis)”.It also alleges that Italian doctors who performed autopsies “discovered” that COVID-19 “is not a virus” but a bacteria that causes death and the formation of blood clots.,AAP FactCheck,2020/06/03 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-makes-a-series-of-claims-about-italy-defeating-covid-19-inclduign-that-it-nothing-but-intravascular-coagulation-thrombosis-it-also-alleges-that-italian-doctors-wh
This table shows death figures in France from January to April.,AFP,2020/06/03 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=this-table-shows-death-figures-in-france-from-january-to-april
