claim,fact-check agency,time,orginated,label,poynter_url
Vaccine-related deaths detected in Germany,Teyit,2021/02/26 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccine-related-deaths-detected-in-germany
Autopsy studies at the University of Hamburg showed that only 1 percent of deaths were caused by COVID-19.,Teyit,2021/02/24 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=autopsy-studies-at-the-university-of-hamburg-showed-that-only-1-percent-of-deaths-were-caused-by-covid-19
The mRNA vaccine by Pfizer/BioNTech has caused more deaths than the virus itself in Israel.,Ellinika Hoaxes,2021/02/24 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=the-mrna-vaccine-by-pfizer-biontech-has-caused-more-deaths-than-the-virus-itself-in-israel
Vietnam has recorded no deaths from Covid-19 due to widespread consumption of hot lemon tea in the population.,AFP,2021/02/23 ,Malaysia,FALSE,https://www.poynter.org/?ifcn_misinformation=vietnam-has-recorded-no-deaths-from-covid-19-due-to-widespread-consumption-of-hot-lemon-tea-in-the-population
The number of deaths from Covid-19 in Ireland has fallen due to police involvement.,TEMPO,2021/02/23 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-deaths-from-covid-19-in-ireland-has-fallen-due-to-police-involvement
"Mobile testing truck for COVID-19 carries an image of Anubis, the ancient Egyptian god of the dead",FactCheck Georgia,2021/02/22 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=mobile-testing-truck-for-covid-19-carries-an-image-of-anubis-the-ancient-egyptian-god-of-the-dead
"Anti-covid vaccines can cause death, serious diseases, and an antibody response that worsens future infections, according to a printout promoted by various groups and distributed in the streets of Madrid.",EFE Verifica,2021/02/22 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=anti-covid-vaccines-can-cause-death-serious-diseases-and-an-antibody-response-that-worsens-future-infections-according-to-a-printout-promoted-by-various-groups-and-distributed-in-the-streets-of-mad
The Czech Republic have suspended COVID-19 vaccination after 5 deaths,StopFake.org,2021/02/22 ,"Ukraine, Czech Republic",FALSE,https://www.poynter.org/?ifcn_misinformation=the-czech-republic-have-suspended-covid-19-vaccination-after-5-deaths
Several posts on social media have tried to play down the need for lockdowns by looking at excess deaths figures.,TheJournal.ie,2021/02/21 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=several-posts-on-social-media-have-tried-to-play-down-the-need-for-lockdowns-by-looking-at-excess-deaths-figures
CDC overstimated covid deaths,AFP,2021/02/20 ,"France, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-overstimated-covid-deaths
"US Centers for Disease Control and Prevention (CDC) increased the Covid-19 death toll by 1,600 percent because they illegally altered rules for reporting mortality data.",AFP,2021/02/20 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=us-centers-for-disease-control-and-prevention-cdc-increased-the-covid-19-death-toll-by-1600-percent-because-they-illegally-altered-rules-for-reporting-mortality-data
CDC data shows 70% of US vaccine deaths are attributed to COVID-19 vaccines,StopFake.org,2021/02/20 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-data-shows-70-of-us-vaccine-deaths-are-attributed-to-covid-19-vaccines
"In Israel, the mortality rate of the vaccinated elderly population exceeded the death rate of those without vaccination",Myth Detector,2021/02/19 ,"Georgia, Israel",FALSE,https://www.poynter.org/?ifcn_misinformation=in-israel-the-mortality-rate-of-the-vaccinated-elderly-population-exceeded-the-death-rate-of-those-without-vaccination
"Vaccines placed on a muddy sidewalk, outdoors, temperature not even close to minus 80 degrees. The snow is melting. Good luck to those who will be vaccinated with them. But five ladies lined up for taking pictures, like someone has the idea of what they’re doing.",Vistinomer,2021/02/17 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-placed-on-a-muddy-sidewalk-outdoors-temperature-not-even-close-to-minus-80-degrees-the-snow-is-melting-good-luck-to-those-who-will-be-vaccinated-with-them-but-five-ladies-lined-up-for-ta
A report by the Medicines and Healthcare products Regulatory Agency in the UK listed cases of serious side effects that were causally linked to the COVID-19 vaccine. Amongst these side effects there were 107 deaths and 5 cases of blindness.,Ellinika Hoaxes,2021/02/15 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-report-by-the-medicines-and-healthcare-products-regulatory-agency-in-the-uk-listed-cases-of-serious-side-effects-that-were-causally-linked-to-the-covid-19-vaccine-amongst-these-side-effects-there-w
