claim,fact-check agency,time,orginated,label,poynter_url
"The Covid-19 vaccination has caused the death of more than 15,000 people in Europe.",AFP,2021/06/28 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccination-has-caused-the-death-of-more-than-15000-people-in-europe
The chart shows deaths due to COVID-19 vaccines by country.,Teyit,2021/06/26 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chart-shows-deaths-due-to-covid-19-vaccines-by-country
Vaccines already caused 4.900 adverse events and 399 suspected deaths.,Estadão Verifica,2021/06/25 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=vaccines-already-caused-4-900-adverse-events-and-399-suspected-deaths
Health Minister says deaths due to new cases will quadruple in three years.,Teyit,2021/06/24 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=health-minister-says-deaths-due-to-new-cases-will-quadruple-in-three-years
"Using anesthesia after receiving the jab, claiming it could “cause death.”",AFP,2021/06/24 ,Thailand,FALSE,https://www.poynter.org/?ifcn_misinformation=using-anesthesia-after-receiving-the-jab-claiming-it-could-cause-death
London Council opens a bid for future vaccine deaths.,Teyit,2021/06/24 ,"Turkey, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=london-council-opens-a-bid-for-future-vaccine-deaths
A death rate among the fully vaccinated is six times the death rate among the non-vaccinated in the UK.,Myth Detector,2021/06/24 ,"Georgia, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=a-death-rate-among-the-fully-vaccinated-is-six-times-the-death-rate-among-the-non-vaccinated-in-the-uk
Four pilots of the BRITISH AIRWAYS dead due to COVID vaccine.,Myth Detector,2021/06/23 ,"Georgia, United Kingdom",NO EVIDENCE,https://www.poynter.org/?ifcn_misinformation=four-pilots-of-the-british-airways-dead-due-to-covid-vaccine
"The covid vaccination rate is low in Japan is because their dark history of several vaccination events. One is the rheumatoid arthritis vaccine. The administered doses were too high, and it led to nine deaths.",Taiwan FactCheck Center,2021/06/20 ,Taiwan,PARTY FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-vaccination-rate-is-low-in-japan-is-because-their-dark-history-of-several-vaccination-events-one-is-the-rheumatoid-arthritis-vaccine-the-administered-doses-were-too-high-and-it-led-to-nin
"COVID-19 vaccines cause 13 thousand deaths, according to European regulators.",Agência Lupa,2021/06/17 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-cause-13-thousand-deaths-according-to-european-regulators
Vaccinated people death more often than unvaccinated.,Demagog,2021/06/11 ,Poland,FAŁSZ,https://www.poynter.org/?ifcn_misinformation=vaccinated-people-death-more-often-than-unvaccinated
Brazilian Court of Auditors published a report that points to overreporting of deaths by Covid-19 in the country.,Aos Fatos,2021/06/10 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-court-of-auditors-published-a-report-that-points-to-overreporting-of-deaths-by-covid-19-in-the-country
Reported results of injections (not vaccines!) In the USA,Vistinomer,2021/06/07 ,North Macedonia,misleading,https://www.poynter.org/?ifcn_misinformation=reported-results-of-injections-not-vaccines-in-the-usa-5165-deaths-51133-seek-medical-attention-39121-admitted-to-the-emergency-center-17619-hospitalized-1565-paralyzes-of-the-face-1342-deve
It is false that vaccines for COVID-19 have caused thousands of deaths in Europe and the United States.,Colombiacheck,2021/06/03 ,Colombia,FALSO,https://www.poynter.org/?ifcn_misinformation=it-is-false-that-vaccines-for-covid-19-have-caused-thousands-of-deaths-in-europe-and-the-united-states
Australia has had hundreds of “Covid-19 vaccine deaths.”,AFP,2021/06/02 ,Australia,Misleading,https://www.poynter.org/?ifcn_misinformation=australia-has-had-hundreds-of-covid-19-vaccine-deaths
