claim,fact-check agency,time,orginated,label,poynter_url
Claim that Dr. Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,PolitiFact,2020/03/16 ,United States,False,https://www.poynter.org/?ifcn_misinformation=claim-that-dr-anthony-faucis-statement-that-the-coronavirus-death-rate-is-10-times-that-of-the-seasonal-flu-is-a-claim-without-any-scientific-basis
Coronavirus is the least deadly virus.,LeadStories,2020/03/16 ,United States,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-the-least-deadly-virus
It was claimed that Israelis discovered vaccine for Coronavirus and no more deaths will be there,Digiteye India,2020/03/15 ,"Israel, India",FALSE,https://www.poynter.org/?ifcn_misinformation=it-was-claimed-that-israelis-discovered-vaccine-for-coronavirus-and-no-more-deaths-will-be-there
A vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus.,Rappler,2020/03/13 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=a-vaccine-for-the-2019-novel-coronavirus-has-been-found-and-there-will-be-no-more-deaths-due-to-the-coronavirus
"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the “least deadly virus.”",FactCheck.org,2020/03/13 ,United States,False,https://www.poynter.org/?ifcn_misinformation=a-misleading-chart-being-spread-on-facebook-erroneously-dubbing-the-new-coronavirus-the-least-deadly-virus
"“President Trump, COVID-19 coronavirus",PolitiFact,2020/03/13 ,United States,Mostly false,https://www.poynter.org/?ifcn_misinformation=president-trump-covid-19-coronavirus-u-s-cases-1329-u-s-deaths-38-panic-level-mass-hysteria-president-obama-h1n1-virus-u-s-cases-60-8-million-u-s-deaths-12469-panic-level
No more deaths from COVID-19 as Israeli scientists have discovered a vaccine.,Factly,2020/03/11 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=no-more-deaths-from-covid-19-as-israeli-scientists-have-discovered-a-vaccine
“NYC man drops dead in middle of street — suspected coronavirus!”,PolitiFact,2020/03/11 ,United States,False,https://www.poynter.org/?ifcn_misinformation=nyc-man-drops-dead-in-middle-of-street-suspected-coronavirus
A patient infected with coronavirus was killed by drug dealers.,Estadão Verifica,2020/03/10 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=a-patient-infected-with-coronavirus-was-killed-by-drug-dealers
"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",LeadStories,2020/03/10 ,United States,False,https://www.poynter.org/?ifcn_misinformation=10000-deaths-in-virus-outbreak-in-michigan-washington-idaho-north-dakota-missouri-mississippi
A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.,LeadStories,2020/03/09 ,United States,False,https://www.poynter.org/?ifcn_misinformation=a-nyc-man-with-suspected-coronavirus-drops-dead-in-the-middle-of-the-street
"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",PolitiFact,2020/03/07 ,United States,False,https://www.poynter.org/?ifcn_misinformation=u-s-hospitals-are-preparing-for-96-million-coronavirus-infections-and-nearly-half-a-million-deaths-leaked-documents-reveal
Girl infected with coronavirus found dead in her apartment in Delhi.,The Quint,2020/03/06 ,India,False,https://www.poynter.org/?ifcn_misinformation=girl-infected-with-coronavirus-found-dead-in-her-apartment-in-delhi
"President Donald Trump tweeted, “Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",PolitiFact,2020/03/05 ,United States,False,https://www.poynter.org/?ifcn_misinformation=president-donald-trump-tweeted-coronavirus-vaccine-from-israel-stock-market-up-economy-even-stronger-now-besides-us-israel-best-at-inventions-judaism-olives-wonderful-vaccine-will-st
The media group Globo published a photo of the dead of the Lampedusa shipwreck as if they were COVID-19 victims.,Aos Fatos,2020/03/04 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=the-media-group-globo-published-a-photo-of-the-dead-of-the-lampedusa-shipwreck-as-if-they-were-covid-19-victims
