claim,fact-check agency,time,orginated,label,poynter_url
"Video of “dead bodies piled up from Covid”. One of the purported corpses can be seen smoking a cigarette, prompting claims that he could be a “crisis actor”.",AFP,2021/04/02 ,"New Zealand, Germany, Austria",FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-dead-bodies-piled-up-from-covid-one-of-the-purported-corpses-can-be-seen-smoking-a-cigarette-prompting-claims-that-he-could-be-a-crisis-actor
“6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”,PolitiFact,2021/04/01 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=6000-increase-in-reported-vaccine-deaths-1st-quarter-2021-compared-to-1st-quarter-2020
"* There are DrogaRaia! * Dear customers, it is with great satisfaction that we announce the start of scheduling for Private vaccination against Covid-19. Only 20 vacancies per day! Schedule your time now. Agility and convenience! CoronaVac – R $ 225.00 Pfizer – R $ 295.00 Jensen (Single dose) – R $ 379.50",Agência Lupa,2021/04/01 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-drogaraia-dear-customers-it-is-with-great-satisfaction-that-we-announce-the-start-of-scheduling-for-private-vaccination-against-covid-19-only-20-vacancies-per-day-schedule-your-tim
A video fragment of the TV story showing a respondent links the doctor’s death to the coronavirus vaccination,Myth Detector,2021/03/31 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-fragment-of-the-tv-story-showing-a-respondent-links-the-doctors-death-to-the-coronavirus-vaccination
"Brazilian states receive R$ 19,000 for each confirmed death of Covid-19",Aos Fatos,2021/03/31 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-states-receive-r-19000-for-each-confirmed-death-of-covid-19
A comparison between number of deaths in the world due to Covid-19 since march 2020 and other causes between january and may,AFP,2021/03/30 ,Belgium,Misleading,https://www.poynter.org/?ifcn_misinformation=a-comparison-between-number-of-deaths-in-the-world-due-to-covid-19-since-march-2020-and-other-causes-between-january-and-may
Media made propaganda materials about dead bodies people which died after COVID-19 infection.,Demagog,2021/03/30 ,Poland,MISLEADING,https://www.poynter.org/?ifcn_misinformation=media-made-propaganda-materials-about-dead-bodies-people-which-died-after-covid-19-infection
"Infections and deaths surged after massive and intensive vaccination campaign started in Israël, UK and UAE",AFP,2021/03/30 ,"France, Israel, United Kingdom, United Arab Emirates",FALSE,https://www.poynter.org/?ifcn_misinformation=infections-and-deaths-surged-after-massive-and-intensive-vaccination-campaign-started-in-israel-uk-and-uae
"Preparing the terrible scene of the dead to record, they just didn’t expect one of the dead of fraud to be smoking this to generate fear in the people",Agência Lupa,2021/03/30 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=preparing-the-terrible-scene-of-the-dead-to-record-they-just-didnt-expect-one-of-the-dead-of-fraud-to-be-smoking-this-to-generate-fear-in-the-people
"A Facebook post claims that the World Health Organization does not allow an autopsy on Covid-19 deaths and that Covid-19 does not exist as a virus, but a bacterium exposed to 5G rays.",Vistinomer,2021/03/30 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-claims-that-the-world-health-organization-does-not-allow-an-autopsy-on-covid-19-deaths-and-that-covid-19-does-not-exist-as-a-virus-but-a-bacterium-exposed-to-5g-rays
"After requiring identification data for notifications, deaths by Covid-19 drop dramatically in the state of São Paulo.",Aos Fatos,2021/03/29 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=after-requiring-identification-data-for-notifications-deaths-by-covid-19-drop-dramatically-in-the-state-of-sao-paulo
"“Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).”",PolitiFact,2021/03/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=per-the-cdc-there-are-nearly-twice-as-many-vaccine-related-deaths-so-far-in-2021-1755-than-all-the-vaccine-deaths-this-past-decade-994
"The COVID-19 vaccine has not been investigated and causes seizures, Bell’s palsy and deaths",Maldita.es,2021/03/29 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-has-not-been-investigated-and-causes-seizures-bells-palsy-and-deaths
The death toll in the UK increased because of the vaccination campaign.,VoxCheck,2021/03/29 ,"Ukraine, United Kingdom",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-death-toll-in-the-uk-increased-because-of-the-vaccination-campaign
CPF CURA COVID IN SÃO PAULO Tuesday,Agência Lupa,2021/03/29 ,Brazil,EXAGERATED,https://www.poynter.org/?ifcn_misinformation=cpf-cura-covid-in-sao-paulotuesday-record-1021-deathswednesday-281-deaths
