claim,fact-check agency,time,orginated,label,poynter_url
"QQ instant messaging announced the real death toll is 25,000.",Décrypteurs - Radio-Canada,2020/02/02 ,Canada,False,https://www.poynter.org/?ifcn_misinformation=qq-instant-messaging-announced-the-real-death-toll-is-25000
A photo shows dead people on the streets of China.,FactCrescendo,2020/02/01 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-dead-people-on-the-streets-of-china
"A video shows a market in the Chinese city of Wuhan, where the deadly coronavirus strain emerged.",NewsMobile,2020/01/31 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-market-in-the-chinese-city-of-wuhan-where-the-deadly-coronavirus-strain-emerged
An institute funded by Bill Gates will contribute to 65 million deaths in the coronavirus outbreak.,Newtral.es,2020/01/31 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=an-institute-funded-by-bill-gates-will-contribute-to-65-million-deaths-in-the-coronavirus-outbreak
An institute funded by Bill Gates will contribute to 65 million deaths in the coronavirus outbreak.,Newtral.es,2020/01/31 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=an-institute-funded-by-bill-gates-will-contribute-to-65-million-deaths-in-the-coronavirus-outbreak-2
It’s not a virus but 5G that is causing disease and deaths,Correctiv,2020/01/30 ,Germany,False,https://www.poynter.org/?ifcn_misinformation=its-not-a-virus-but-5g-that-is-causing-disease-and-deaths
"Death toll in Wuhan due to coronavirus reaches 10,000 people",TEMPO,2020/01/29 ,Indonesia,False,https://www.poynter.org/?ifcn_misinformation=death-toll-in-wuhan-due-to-coronavirus-reaches-10000-people
Statistics are predicting millions of dead people and billions of infected people in a few days.,franceinfo,2020/01/29 ,France,Misleading,https://www.poynter.org/?ifcn_misinformation=statistics-are-predicting-millions-of-dead-people-and-billions-of-infected-people-in-a-few-days
“Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus – in simulation ran 3 months ago”,FactCheck.org,2020/01/28 ,United States,False,https://www.poynter.org/?ifcn_misinformation=bill-and-melinda-gates-foundation-others-predicted-up-to-65-million-deaths-via-coronavirus-in-simulation-ran-3-months-ago
Coronavirus in China,Pagella Politica,2020/01/28 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-china-2-8-million-infected-and-112000-dead
Coronavirus in China,Pagella Politica,2020/01/28 ,Italy,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-china-2-8-million-infected-and-112000-dead-2
"Video footage of dead animals such as dogs, rats, bats and snakes being sold in a market in Wuhan.",Estadão Verifica,2020/01/28 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=video-footage-of-dead-animals-such-as-dogs-rats-bats-and-snakes-being-sold-in-a-market-in-wuhan
American radio host spreads misinformation about number of deaths and infected with coronavirus; rumors get to Brazil.,Estadão Verifica,2020/01/27 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-killed-112000-people-in-china
“Coronavirus in China,Agência Lupa,2020/01/27 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-china-more-than-30-million-quarantined-2-8-million-infected-112000-dead-people-falling-on-the-streets-and-trains-supermarkets-without-food
New strain of virus was already patented; Bill Gates funds institute which holds patent; Bill Gates predicted the outbreak and 65 Million Deaths.,Correctiv,2020/01/27 ,Germany,Mostly false,https://www.poynter.org/?ifcn_misinformation=new-strain-of-virus-already-patented-bill-gates-funds-institute-which-hold-patent-and-bill-gates-predicted-outbreak-and-65-million-deaths
