claim,fact-check agency,time,orginated,label,poynter_url
Biden’s press corps admitted COVID-19 was a hoax; the case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu,Science Feedback,2021/02/01 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bidens-press-corps-admitted-covid-19-was-a-hoax-the-case-fatality-rate-of-covid-19-is-0-1-to-0-3-which-is-the-same-exact-case-fatality-rate-as-the-regular-seasonal-flu
An indigenous group reported new cases of covid,La Silla Vacía,2021/02/01 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=an-indigenous-group-reported-new-cases-of-covid
Pfizer’s vaccine caused facial paralysis in 13 cases in Israel,Chequeado,2021/01/29 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizers-vaccine-caused-facial-paralysis-in-13-cases-in-israel
UK Prime Minister Boris Johnson says Covid-19 testing “only works in seven per cent of the cases”.,AFP,2021/01/29 ,New Zealand,Misleading,https://www.poynter.org/?ifcn_misinformation=uk-prime-minister-boris-johnson-says-covid-19-testing-only-works-in-seven-per-cent-of-the-cases
The lack of deaths and hospitalisations from flu is because cases are being diagnosed as COVID-19 instead,TheJournal.ie,2021/01/23 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=the-lack-of-deaths-and-hospitalisations-from-flu-is-because-cases-are-being-diagnosed-as-covid-19-instead
World Health Organization changed COVID-19 testing protocols for political reasons following Joe Biden’s inauguration and admitted that false-positive cases had been inflating the case count.,FactCheck.org,2021/01/20 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=world-health-organization-changed-covid-19-testing-protocols-for-political-reasons-following-joe-bidens-inauguration-and-admitted-that-false-positive-cases-had-been-inflating-the-case-count
World Health Organization changed COVID-19 testing protocols for political reasons following Joe Biden’s inauguration and admitted that false-positive cases had been inflating the case count.,FactCheck.org,2021/01/20 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=world-health-organization-changed-covid-19-testing-protocols-for-political-reasons-following-joe-bidens-inauguration-and-admitted-that-false-positive-cases-had-been-inflating-the-case-count-2
"Despite the positive results from the clinical trials, the Pfizer/BioNTech vaccine has proven ineffective, since Israel reported tremendous increases in COVID-19 cases and deaths amongst vaccinated citizens.",Ellinika Hoaxes,2021/01/19 ,Greece,MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=despite-the-positive-results-from-the-clinical-trials-the-pfizer-biontech-vaccine-has-proven-ineffective-since-israel-reported-tremendous-increases-in-covid-19-cases-and-deaths-amongst-vaccinated-ci
"The spread of the COVID-infection through vaccines is proved by cases of people in a nursing home in Germany as well as in Israel, who got infected after the vaccination.",Myth Detector,2021/01/18 ,"Georgia, Germany, Israel",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-spread-of-the-covid-infection-through-vaccines-is-proved-by-cases-of-people-in-a-nursing-home-in-germany-as-well-as-in-israel-who-got-infected-after-the-vaccination
A sharp increase in COVID-19 cases in England and Israel after the rollout of the vaccines proves the inefficacy of the vaccine,Myth Detector,2021/01/18 ,"Georgia, United Kingdom, Israel",MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-sharp-increase-in-covid-19-cases-in-england-and-israel-after-the-rollout-of-the-vaccines-proves-the-inefficacy-of-the-vaccine
Yuanpei University of Medical Technology forced to close as a COVID-19 case studied there.,Taiwan FactCheck Center,2021/01/14 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=yuanpei-university-of-medical-technology-forced-to-close-as-a-covid-19-case-studied-there
"Two thirds of Covid deaths and 77% of the official Covid cases in Germany are without verification of the presence of the virus, the are just suspected cases, a report from hospitals shows",Correctiv,2021/01/06 ,"Germany, Austria",Mostly false,https://www.poynter.org/?ifcn_misinformation=two-thirds-of-covid-deaths-and-77-of-the-official-covid-cases-in-germany-are-without-verification-of-the-presence-of-the-virus-the-are-just-suspected-cases-a-report-from-hospitals-shows
Study shows that asymptomatic cases don’t spread the COVID-19,Estadão Verifica,2020/12/04 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=study-shows-that-asymptomatic-cases-dont-spread-the-covid-19
World Health Organization says it will distribute vaccines in accordance with the number of cases,Teyit,2020/12/02 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=world-health-organization-says-it-will-distribute-vaccines-in-accordance-with-the-number-of-cases
"São Paulo determined shops, restaurants and other commercial establishments, in an effort to reduce COVID-19 cases. A table lists how it will work",Agência Lupa,2020/12/01 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=sao-paulo-determined-shops-restaurants-and-other-commercial-establishments-in-an-effort-to-reduce-covid-19-cases-a-table-lists-how-it-will-work
