claim,fact-check agency,time,orginated,label,poynter_url
"An audio that denounces the falsification of death certificates at the Hospital de Clínicas (CABA, Argentina) to increase deaths from coronavirus.",Chequeado,,,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-that-denounces-the-falsification-of-death-certificates-at-the-hospital-de-clinicas-caba-argentina-to-increase-deaths-from-coronavirus
The COVID-19 vaccines will cause more deaths than the disease itself.,VoxCheck,,,No evidence,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccines-will-cause-more-deaths-than-the-disease-itself
"Claim that Globo deliberately distorted a graphic to manipulate COVID-19 stats in Petrolina, Brazil. The graphics shown by the TV station show different sized columns representing 8 total deaths in 2 separate days, giving the impression that the number of confirmed deaths grew, when it remained stagnant.",Agência Lupa,,,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-globo-deliberately-distorted-a-graphic-to-manipulate-covid-19-stats-in-petrolina-brazil-the-graphics-shown-by-the-tv-station-show-different-sized-columns-representing-8-total-deaths-in-2
"A publication that claims that in 1918 the American city of Philadelphia “prematurely ended its quarantine of the Spanish flu and launched a demonstration against the measures of staying at home”, which led to a peak of infections, hospitalizations and deaths.",Chequeado,,,Misleading,https://www.poynter.org/?ifcn_misinformation=a-publication-that-claims-that-in-1918-the-american-city-of-philadelphia-prematurely-ended-its-quarantine-of-the-spanish-flu-and-launched-a-demonstration-against-the-measures-of-staying-at-home-whi
An image that compares the main causes of death in the world in 2017 with those caused by COVID-19 this year.,Chequeado,,,Misleading,https://www.poynter.org/?ifcn_misinformation=an-image-that-compares-the-main-causes-of-death-in-the-world-in-2017-with-those-caused-by-covid-19-this-year
"Brazilian prefectures are being paid 19 thousand reais per COVID-19 death, which is why numbers are being inflated.",Agência Lupa,,,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-prefectures-are-being-paid-19-thousand-reais-per-covid-19-death-which-is-why-numbers-are-being-inflated
"Porto Feliz, a Brazilian city in the state of São Paulo, doesn’t register deaths from COVID-19 since it adopted a treatment protocol with chloroquine.",Aos Fatos,,,FALSE,https://www.poynter.org/?ifcn_misinformation=porto-feliz-a-brazilian-city-in-the-state-of-sao-paulo-doesnt-register-deaths-from-covid-19-since-it-adopted-a-treatment-protocol-with-chloroquine
Villagers in Manori found all organs of a dead COVID-19 patient missing,BOOM FactCheck,,,FALSE,https://www.poynter.org/?ifcn_misinformation=villagers-in-manori-found-all-organs-of-a-dead-covid-19-patient-missing
"A small city on the countryside of Brazil cured 1,500 people with hydroxichloroquine and the city has no deaths.",Estadão Verifica,,,FALSE,https://www.poynter.org/?ifcn_misinformation=a-small-city-on-the-countryside-of-brazil-cured-1500-people-with-hydroxichloroquine-and-the-city-has-no-deaths
"The total number of deaths in Brazil decreased, rather than increased, when we compare 2019 to 2020.",Agência Lupa,,,FALSE,https://www.poynter.org/?ifcn_misinformation=the-total-number-of-deaths-in-brazil-decreased-rather-than-increased-when-we-compare-2019-to-2020
Average daily deaths recorded in Brazil in 2020 is lower than 2019.,Aos Fatos,,,FALSE,https://www.poynter.org/?ifcn_misinformation=average-daily-deaths-recorded-in-brazil-in-2020-is-lower-than-2019
A web article stating that Kazakhstan is dealing with a new outbreak of a particular kind of pneumonia which is “more dangerous than Covid-19”.,Facta,,,False,https://www.poynter.org/?ifcn_misinformation=a-web-article-stating-that-kazakhstan-is-dealing-with-a-new-outbreak-of-a-particular-kind-of-pneumonia-which-is-more-dangerous-than-covid-19
Deaths from other causes are ‘passed’ as COVID-19.,Colombiacheck,,,FALSE,https://www.poynter.org/?ifcn_misinformation=deaths-from-other-causes-are-passed-as-covid-19
Deaths from COVID-19 are nearing zero in the U.S.,Science Feedback,,,Partially false,https://www.poynter.org/?ifcn_misinformation=deaths-from-covid-19-are-nearing-zero-in-the-u-s
Chloroquine prevents hospitalization and prevents deaths from COVID-19.,Estadão Verifica,,,FALSE,https://www.poynter.org/?ifcn_misinformation=chloroquine-prevents-hospitalization-and-prevents-deaths-from-covid-19
