claim,fact-check agency,time,orginated,label,poynter_url
Black bagged mannequins (very stiff) and a dead man (very alive) who smokes between takes of the fake shoot. The PLANdemic scam continues!,Animal Político,2021/04/26 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=black-bagged-mannequins-very-stiff-and-a-dead-man-very-alive-who-smokes-between-takes-of-the-fake-shoot-the-plandemic-scam-continues
Great Britain,Vistinomer,2021/04/26 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=great-britain-from-9-december-2020-to-15-april-2021-with-a-total-of-626-087-injured-by-vaccines-and-847-dead
"A video by Chinda Brandolino spreading false information about COVID-19 death diagnoses, testing, and vaccine safety.",Chequeado,2021/04/26 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-by-chinda-brandolino-spreading-false-information-about-covid-19-death-diagnoses-testing-and-vaccine-safety
Britains government reports 847 deaths as a result of the COVID-19 vaccination.,VoxCheck,2021/04/26 ,"Ukraine, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=britains-government-reports-847-deaths-as-a-result-of-the-covid-19-vaccination
"This idea that you can get sick even if you have no symptoms and that you can be a threat to others, was also invented in 2020",Animal Político,2021/04/25 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=this-idea-that-you-can-get-sick-even-if-you-have-no-symptoms-and-that-you-can-be-a-threat-to-others-was-also-invented-in-2020
"According to a Stanford study, mask use is inefficient in preventing the spread of COVID-19 and their use is expected to cause severe health issues and even premature death.",Ellinika Hoaxes,2021/04/25 ,Greece,Misleading,https://www.poynter.org/?ifcn_misinformation=according-to-a-stanford-study-mask-use-is-inefficient-in-preventing-the-spread-of-covid-19-and-their-use-is-expected-to-cause-severe-health-issues-and-even-premature-death
The number of deaths in the UK has raised due to vaccination ; all countries which have massive vaccination campaign are facing a health disaster ; ivermectine and hydroxychloroquine have very good results against covid-19 ; vaccines are still experimental and classical ones do not work against covid-19 ; healthworkers and teachers in Italie are forced to get vaccinated ; EMA has counted thousands of deaths due to covid-vaccines ; vaccine against the flue is useless.,AFP,2021/04/23 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-deaths-in-the-uk-has-raised-due-to-vaccination-all-countries-which-have-massive-vaccination-campaign-are-facing-a-health-disaster-ivermectine-and-hydroxychloroquine-have-very-good-re
"Vaccinating people who’ve already recovered from COVID-19 “could potentially cause harm, or even death.”",FactCheck.org,2021/04/23 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=vaccinating-people-whove-already-recovered-from-covid-19-could-potentially-cause-harm-or-even-death
Greece is in the first place for COVID-19 deaths in the European Union which is being kept secret by manipulation of the official statistical data.,Ellinika Hoaxes,2021/04/22 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=greece-is-in-the-first-place-for-covid-19-deaths-in-the-european-union-which-is-being-kept-secret-by-manipulation-of-the-official-statistical-data
"There is no trial of Covid-19 vaccine in successful animals, because all animals used dead",TEMPO,2021/04/22 ,"Indonesia, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-no-trial-of-covid-19-vaccine-in-successful-animals-because-all-animals-used-dead
A news study by Stanford University shows that wearing masks not only is ineffective in protecting from COVID infection but can cause serious harm to health and even early death.,Myth Detector,2021/04/22 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=a-news-study-by-stanford-university-shows-that-wearing-masks-not-only-is-ineffective-in-protecting-from-covid-infection-but-can-cause-serious-harm-to-health-and-even-early-death
5G network is responsible for COVID-19 deaths.,Newsmeter.in,2021/04/21 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=5g-network-is-responsible-for-covid-19-deaths
"3,005 “Covid vaccine deaths” since December 1, 2020.",AFP,2021/04/20 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=3005-covid-vaccine-deaths-since-december-1-2020
Danish government officials were poisoned to death because they announced a ban on using the AstraZeneca’s Covid-19 vaccine,TEMPO,2021/04/20 ,"Indonesia, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=danish-government-officials-were-poisoned-to-death-because-they-announced-a-ban-on-using-the-astrazenecas-covid-19-vaccine
"Covid is not covid, but its manifestations are due to various war poisons such as sarin, castor, mustard gas and other dilute chemicals, with which they are allegedly sprayed every day. Lung scans were banned. Autopsies of patients with Covid-19 are prohibited because a toxicological analysis of blood and tissues would allegedly reveal “what caused the death of the person.”",Vistinomer,2021/04/19 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-is-not-covid-but-its-manifestations-are-due-to-various-war-poisons-such-as-sarin-castor-mustard-gas-and-other-dilute-chemicals-with-which-they-are-allegedly-sprayed-every-day-lung-scans-wer
