claim,fact-check agency,time,orginated,label,poynter_url
Covid-19 vaccine increases deadly lymphocyte white blood cells for humans,TEMPO,2021/04/19 ,Indonesia,Misleading,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-increases-deadly-lymphocyte-white-blood-cells-for-humans
"Average of deaths in Brazil was higher in 2019, compared to 2020.",Estadão Verifica,2021/04/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=average-of-deaths-in-brazil-was-higher-in-2019-compared-to-2020
There are deadly ingredients in vaccine against COVID-19,StopFake.org,2021/04/17 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-deadly-ingredients-in-vaccine-against-covid-19
Filipce,Vistinomer,2021/04/16 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=filipce-among-the-dead-from-covid-19-today-is-a-young-patient-whose-organs-will-be-donated
"In a WhatsApp video, a man claims that, for every COVID-19 deaths, municipalities receive 8 thousand reais",Agência Lupa,2021/04/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=in-a-whatsapp-video-a-man-claims-that-for-every-covid-19-deaths-municipalities-receive-8-thousand-reais
COVID-19 vaccine is a deadly experiment,Demagog,2021/04/15 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-is-a-deadly-experiment
The number of Covid-19 related deaths in Ireland is only a “claim” by the National Public Health Emergency Team.,TheJournal.ie,2021/04/15 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-related-deaths-in-ireland-is-only-a-claim-by-the-national-public-health-emergency-team
"After adopting early treatment drugs, deaths by Covid-19 in Amazonas fall",Aos Fatos,2021/04/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=after-adopting-early-treatment-drugs-deaths-by-covid-19-in-amazonas-fall
Philippine television host and comedian Jose Manalo is dead,AFP,2021/04/14 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=philippine-television-host-and-comedian-jose-manalo-is-dead
"Canada, Saudi Arabia, Tanzania, France, and Germany are completely locked and ban flights in and out. The daily death toll in Brazil exceeds 4100 today.",Taiwan FactCheck Center,2021/04/13 ,Taiwan,Partly False,https://www.poynter.org/?ifcn_misinformation=canada-saudi-arabia-tanzania-france-and-germany-are-completely-locked-and-ban-flights-in-and-out-the-daily-death-toll-in-brazil-exceeds-4100-today
"A viral video claims to show a report of deaths from the Covid-19 vaccine in January and February in the United States, taken from the website of the US Federal Vaccine Adverse Effect Report System (VAERS). The post where the video is shared says",Vistinomer,2021/04/12 ,North Macedonia,MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=a-viral-video-claims-to-show-a-report-of-deaths-from-the-covid-19-vaccine-in-january-and-february-in-the-united-states-taken-from-the-website-of-the-us-federal-vaccine-adverse-effect-report-system-v
"The death of the President of Tanzania, John Magufuli, is a gag to succeed “The Great Reset”, the WEF agenda to control the world population through vaccination",TEMPO,2021/04/12 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-death-of-the-president-of-tanzania-john-magufuli-is-a-gag-to-succeed-the-great-reset-the-wef-agenda-to-control-the-world-population-through-vaccination
Pfizer signed a deal with Microsoft to integrate a processor chip in a vaccine,StopFake.org,2021/04/12 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-signed-a-deal-with-microsoft-to-integrate-a-processor-chip-in-a-vaccine
The coronavirus has not affected or caused the death of any prominent politician in America.,EFE Verifica,2021/04/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-has-not-affected-or-caused-the-death-of-any-prominent-politician-in-america
"Prolonged use of masks increases the number of deaths from bacterial pneumonia, whose symptoms are very similar to those of covid-19",EFE Verifica,2021/04/09 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=prolonged-use-of-masks-increases-the-number-of-deaths-from-bacterial-pneumonia-whose-symptoms-are-very-similar-to-those-of-covid-19
