claim,fact-check agency,time,orginated,label,poynter_url
The WHO Deputy Director-General choked with broccoli to death an hour before the press conference about the coronavirus.,VoxCheck,2020/06/23 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=the-who-deputy-director-general-choked-with-broccoli-to-death-an-hour-before-the-press-conference-about-the-coronavirus
"A short portion of an interview given by discredited researcher Judy Mikovits, in which she claims that a vaccine for COVID-19 will be deadly, warns against immunization, and advocates for a five-year moratorium to test all vaccines, has been watched tens of thousands of times on YouTube and Facebook.",AFP,2020/06/22 ,"United States, Canada",FALSE,https://www.poynter.org/?ifcn_misinformation=a-short-portion-of-an-interview-given-by-discredited-researcher-judy-mikovits-in-which-she-claims-that-a-vaccine-for-covid-19-will-be-deadly-warns-against-immunization-and-advocates-for-a-five-year
The coronavirus mutated in 3 countries and it was 4 times more deadly.,Doğruluk Payı,2020/06/22 ,Turkey,PARTLY FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-mutated-in-3-countries-and-it-was-4-times-more-deadly
"A picture with a quote attributed to the Nobel Prize Dénis Mukwege, where he says that he was obliged to classify all the recent demises as Covid-19 related deaths.",Facta,2020/06/22 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-picture-with-a-quote-attributed-to-the-nobel-prize-denis-mukwege-where-he-says-that-he-was-obliged-to-classify-all-the-recent-demises-as-covid-19-related-deaths
COVID19 dead patients are dropped from a plane in Mexico.,Fatabyyano,2020/06/21 ,Jordan,FALSE,https://www.poynter.org/?ifcn_misinformation=covid19-dead-patients-are-dropped-from-a-plane-in-mexico
Senegalese doctor says chloroquine is the secret for a very low number of deaths by COVID-19 in Senegal.,Estadão Verifica,2020/06/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=senegalese-doctor-says-chloroquine-is-the-secret-for-a-very-low-number-of-deaths-by-covid-19-in-senegal
"Donald Trump said Brazil is the only country in which the Supreme Court is hampering the national government’s ability to deal with COVID-19. Also, he criticized Brazilian state governors.",Agência Lupa,2020/06/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=donald-trump-said-brazil-is-the-only-country-in-which-the-supreme-court-is-hampering-the-national-governments-ability-to-deal-with-covid-19-also-he-criticized-brazilian-state-governors
"A video claims to have been recorded at the Hospital La Margarita, in Puebla. Images of patients in the hallway allegedly with COVID-19 and a hospital floor full of bags containing dead bodies.",Animal Político,2020/06/19 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-claims-to-have-been-recorded-at-the-hospital-la-margarita-in-puebla-images-of-patients-in-the-hallway-allegedly-with-covid-19-and-a-hospital-floor-full-of-bags-containing-dead-bodies
Nurse says Brazilian states and municipalities earn federal funding for every death recorded for COVID-19.,Aos Fatos,2020/06/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=nurse-says-brazilian-states-and-municipalities-earn-federal-funding-for-every-death-recorded-for-covid-19
A video of a COVID-19 patient in a Brazillian hospital claims they are deliberately letting more patients dies and recording deaths as COVID-19.,Estadão Verifica,2020/06/18 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-covid-19-patient-in-a-brazillian-hospital-claims-they-are-deliberately-letting-more-patients-dies-and-recording-deaths-as-covid-19
"COVID-19 pandemic is the reiteration of the previous epidemics, which were also fake. For example, the H1N1 epidemic was planned by the elites to reduce the population, and the vaccine allegedly developed to prevent the swine flu actually led to diseases and deaths.",VoxCheck,2020/06/17 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=covid-19-pandemic-is-the-reiteration-of-the-previous-epidemics-which-were-also-fake-for-example-the-h1n1-epidemic-was-planned-by-the-elites-to-reduce-the-population-and-the-vaccine-allegedly-devel
The Chinese authorities dumped dead bodies in the sea. These bodies were of patients who had died of coronavirus. The bodies are now washing up on the Hong Kong and Taiwan coasts.,BOOM FactCheck,2020/06/16 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chinese-authorities-dumped-dead-bodies-in-the-sea-these-bodies-were-of-patients-who-had-died-of-coronavirus-the-bodies-are-now-washing-up-on-the-hong-kong-and-taiwan-coasts
An alleged alert issued by the WHO due to an infectious outbreak in India due to a virus called Nipah that would be “more deadly than COVID” as published by some Spanish media.,Maldita.es,2020/06/16 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=an-alleged-alert-issued-by-the-who-due-to-an-infectious-outbreak-in-india-due-to-a-virus-called-nipah-that-would-be-more-deadly-than-covid-as-published-by-some-spanish-media
Brazil’s health minister says cases with no confirmation of COVID-19 won’t be considered on death toll.,Estadão Verifica,2020/06/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazils-health-minister-says-cases-with-no-confirmation-of-covid-19-wont-be-considered-on-death-toll
"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",PolitiFact,2020/06/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=six-months-before-the-covid-plandemic-bill-gates-had-negotiated-a-100-billion-contact-tracing-deal-with-the-democratic-congressman-sponsor-of-bill
